study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,use_code,review_notes,corrected_link_url
a001234,steve,2020-07-27,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/j2rwc/?view_only=77b87eac2bf4418c9f3efcc9db9a63cd,yes,NA,https://osf.io/j2rwc/?view_only=77b87eac2bf4418c9f3efcc9db9a63cd,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a001234,evelyn,2020-04-10,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/s63tp/?view_only=4aada77c39414fd9bc0c7cfe705a2af6,yes,NA,https://osf.io/s63tp/?view_only=4aada77c39414fd9bc0c7cfe705a2af6,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a001234,evelyn,2020-04-10,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/s63tp/?view_only=4aada77c39414fd9bc0c7cfe705a2af6,yes,NA,https://osf.io/j2rwc/?view_only=77b87eac2bf4418c9f3efcc9db9a63cd,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,"coder pasted duplicate link_url, resolved_url shows actual url followed",https://osf.io/j2rwc/?view_only=77b87eac2bf4418c9f3efcc9db9a63cd
a001234,steve,2020-07-27,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/s63tp/?view_only=4aada77c39414fd9bc0c7cfe705a2af6,yes,NA,https://osf.io/s63tp/?view_only=4aada77c39414fd9bc0c7cfe705a2af6,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a001235,kongmanas,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,osf.io/49rmq/,yes,NA,https://osf.io/49rmq,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a001235,steve,2020-08-27,yes,NA,yes,NA,yes,NA,1,1,osf.io/49rmq/,yes,NA,https://osf.io/49rmq,yes,NA,OSF Registries,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a001235,phuong,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,osf.io/b4cgq,yes,NA,https://osf.io/b4cgq,yes,NA,OSF,yes,NA,yes,NA,The link didn't point directly to page containing data files,FALSE,coder overlooked explicit link to data and instead picked url for prereg,
a001239,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/dux3n,yes,NA,https://osf.io/dux3n/,yes,NA,OSF,yes,NA,other,File size exceeds 100MB,"I believe this link is the exact same as the first link, but one of them is a 'view only' version. FIle size exceeded 100MB on this link as well (same files) - supplementary data link (was ignored as there was a link to open data): https://doi.org/10.1016/j.cortex.2019.09.012.",TRUE,,
a001239,phuong,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/dux3n/,yes,NA,https://osf.io/dux3n/,yes,NA,OSF,yes,NA,other,files are larger than 100MB,NA,FALSE,coder pasted resolved url,https://osf.io/dux3n
a001239,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,yes,NA,https://osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,yes,NA,OSF,yes,NA,other,Data files exceeded 100MB,Data files exceeded 100MB,TRUE,,
a001239,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/dux3n/?view_only1⁄4452552239590486e8793e573f6e8911a,yes,NA,https://osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,yes,NA,OSF,yes,NA,other,File size exceeds 100MB,Did not download the file as file size was too big,FALSE,encoding error,https://osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a
a001240,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/k4erv,yes,NA,https://osf.io/k4erv,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,explicit link to materials - on check contains only materials and prereg docs,
a001240,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/v36a6/,yes,NA,https://osf.io/v36a6/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a001240,steve,2020-07-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/v36a6/,yes,NA,https://osf.io/v36a6/,yes,NA,OSF,yes,NA,yes,NA,"There were explicit links to data and materials; link to materials was just a subset of the files available at the data link, so only the data link is recorded here",TRUE,,
a001247,steve,2020-08-27,yes,NA,yes,NA,yes,NA,1,1,https://iris-database.org,other,"link works, but is to the generic homepage. Searching required to find actual data","https://iris-database.org/iris/app/home/detail?id=york:936419, https://www.dropbox.com/s/59czjr4u0nm1gsn/data.xlsx?dl=0, https://www.dropbox.com/s/7gqxg9spe2dx9n4/Grammar.exe?dl=0, https://www.dropbox.com/s/uasmo5werd5ebl1/Delayed.exe?dl=0",other,IRIS repo just links to files hosted on Dropbox,IRIS/Dropbox,other,"Registration form required before data can be downloaded. Files were actually hosted on Dropbox: https://www.dropbox.com/s/59czjr4u0nm1gsn/data.xlsx?dl=0, https://www.dropbox.com/s/7gqxg9spe2dx9n4/Grammar.exe?dl=0, https://www.dropbox.com/s/uasmo5werd5ebl1/Delayed.exe?dl=0",yes,NA,IRIS repo just links to files hosted on Dropbox,TRUE,,
a001247,kongmanas,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://iris-database.org/,yes,NA,https://iris-database.org/iris/app/home/index;jsessionid=5BCE88A2C1B19F25A602F9BC2F29B920,yes,NA,IRIS,yes,NA,other,Need to register to before access to download,The registration is needed to download the data file,FALSE,coder pasted resolved url,https://iris-database.org
a001247,oliver,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,osf.io/tvyxz/,yes,NA,https://osf.io/tvyxz/files/,yes,NA,OSF,yes,NA,yes,NA,NA,FALSE,"Irrelevant or error, delete",
a001249,nguyenlam,2020-04-09,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/wpf7t/,yes,NA,https://osf.io/wpf7t/,yes,NA,OSF,yes,NA,yes,NA,Not have any problems,TRUE,,
a001249,steve,2020-08-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/wpf7t/,yes,NA,https://osf.io/wpf7t/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a001249,oliver,2020-04-25,yes,NA,yes,NA,yes,NA,1,1,osf.io/tvyxz,yes,NA,https://osf.io/tvyxz/files/,yes,NA,OSF,yes,NA,yes,NA,NA,FALSE,"Irrelevant or error, delete",
a001250,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,2,1,https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,no,URL not found,NA,NA,NA,NA,NA,NA,NA,NA,Article had 2 links - This URL not found,TRUE,,
a001250,steve,2020-09-02,yes,NA,yes,NA,yes,NA,2,1,https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,other,"As presented, link does not work, but searching from the gesis home page does locate the correct dataset",https://search.gesis.org/research_data/ZA6701,yes,NA,GESIS,other,Application required to access data,other,Was able to download metadata documents but no actual data,"Original link did not work but dataset locateable, need to apply to access data set",TRUE,,
a001250,sophia,2020-04-08,yes,NA,yes,NA,yes,NA,2,1,https://dbk.gesis.org/DBKSearch/SDesc2asp?no=6701,no,404 Not found',NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,line break issue with reported url in PDF likely caused incorrect recording of link url,https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701
a001250,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/wk9rp/,yes,NA,https://osf.io/wk9rp/,yes,NA,OSF,yes,NA,yes,NA,Article had 2 links - This link ok,TRUE,,
a001250,sophia,2020-04-08,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/wk9rp/,yes,NA,https://osf.io/wk9rp/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a001250,steve,2020-09-02,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/wk9rp/,yes,NA,https://osf.io/wk9rp/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues - link contained code for processing data",TRUE,,
a001263,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/tfwum/?view_only1⁄40cc13036c196453d940a4dafc35b715c,yes,NA,https://osf.io/tfwum/?view_only1%E2%81%8440cc13036c196453d940a4dafc35b715c,yes,NA,OSF,yes,NA,other,File size exceeds 100MB,Did not download the file as file size was too big - supplementary data link (but ignored as open data link was provided): https://doi.org/10.1016/j.cortex.2019.06.004.,FALSE,encoding error with url,https://osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c
a001263,oliver,2020-04-26,yes,NA,other,"Yes there is a data availability statement, but it says permission is limited due to privacy reasons as it involves photos of participants, hence files are limited",yes,NA,1,1,osf.io/tfwum/,yes,NA,osf.io/tfwum/? view_only¼0cc13036c196453d940a4dafc35b715c,yes,NA,OSF,yes,NA,other,Files >100 MB,NA,FALSE,resolved url shows that coder altered url before pasting,https://osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c
a001280,matthew,2020-04-28,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/cxc6f/,no,Invalid link,NA,NA,NA,NA,NA,NA,NA,NA,Invalid link,TRUE,,
a001280,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,3,2,https://osf.io/cxc6f/,no,Page not found,NA,NA,NA,NA,NA,NA,NA,NA,Next 2 links - page was not found,TRUE,,
a001280,steve,2020-08-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/cxc6f/,yes,NA,https://osf.io/cxc6f/,yes,NA,OSF,yes,NA,yes,NA,Article includes two other links which are just specific files or sub-projects within the main project link (https://osf.io/y3zcn/ and http://www.osf.io/p7xcj) - these were ignored in the final coding,TRUE,,
a001280,matthew,2020-04-28,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/y3zcn/,no,Invalid link,NA,NA,NA,NA,NA,NA,NA,NA,Invalid link,TRUE,,
a001280,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,3,3,https://osf.io/y3zcn/,no,Page not found,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,,
a001280,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,3,1,www.osf.io/p7xcj,yes,NA,https://osf.io/p7xcj/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this link,FALSE,My coding showed link to be redundant,
a001283,evelyn,2020-04-24,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/473gq/,yes,NA,https://osf.io/473gq/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,explicit link to materials - on check is a repo for a past study but data files there are not relevant to this study,
a001283,evelyn,2020-04-24,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/uk5c7/,yes,NA,https://osf.io/uk5c7/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a001283,sophia,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/uk5c7/,yes,NA,https://osf.io/uk5c7/,yes,NA,OSF,yes,NA,yes,NA,"There is a link for the experiment materials, but this was not included.",TRUE,,
a001285,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,3,3,https://github.com/rnorouzian/i/blob/master/i.r,yes,NA,https://github.com/rnorouzian/i/blob/master/i.r,yes,NA,Github,no,NA,NA,NA,No file found. Page was long wall of text (Looks like an R program),TRUE,,
a001285,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,3,3,https://github.com/rnorouzian/i/blob/master/i.r,yes,NA,https://github.com/rnorouzian/i/blob/master/i.r,yes,NA,Github,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a001285,michelle,2020-04-30,yes,NA,yes,NA,yes,NA,3,3,https://github.com/rnorouzian/i/blob/master/i.r,yes,NA,https://github.com/rnorouzian/i/blob/master/i.r,yes,NA,GITHUB,other,"Link directs to a page with coding. I believe this is the file but not 100% sure if so, and if it is, there doesn't seem to be a download button",no,NA,Cannot see how to download the coding from the website,TRUE,,
a001285,steve,2020-09-02,yes,NA,yes,NA,yes,NA,3,3,https://github.com/rnorouzian/i/blob/master/i.r,yes,NA,https://github.com/rnorouzian/i/blob/master/i.r,yes,NA,Github,yes,NA,yes,NA,This link looks redundant - already linked to via IRIS link (although no way to see that ahead of time),TRUE,,
a001285,michelle,2020-04-30,yes,NA,yes,NA,yes,NA,3,1,https://osf.io/jxd47,yes,NA,https://osf.io/jxd47/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this link,TRUE,,
a001285,steve,2020-09-02,yes,NA,yes,NA,yes,NA,3,1,https://osf.io/jxd47,yes,NA,https://osf.io/jxd47/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues - link contained code",TRUE,,
a001285,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,3,1,https://osf.io/jxd47/,yes,NA,https://osf.io/jxd47/,yes,NA,OSF,yes,NA,yes,NA,Downloaded file was an R program,FALSE,pasted resolved url,https://osf.io/jxd47
a001285,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,3,1,https://osf.io/jxd47/,yes,NA,https://osf.io/jxd47/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,pasted resolved url,https://osf.io/jxd47
a001285,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,3,2,https://www.iris-database.org,yes,NA,https://www.iris-database.org/iris/app/home/index;jsessionid=842A061272EFFFBB029516227029FD6F,yes,NA,Iris,no,NA,NA,NA,This was the general Iris welcome page. No files found.,TRUE,,
a001285,michelle,2020-04-30,yes,NA,yes,NA,yes,NA,3,2,https://www.iris-database.org,yes,NA,https://www.iris-database.org/iris/app/home/index;jsessionid=168DFE0BA9CC9F0FCF305D740E8B1B89,yes,NA,IRIS DATABASE,no,NA,NA,NA,"The link directs to the Irisdata base homepage, not to specific data pertaining to the article",TRUE,,
a001285,steve,2020-09-02,yes,NA,yes,NA,yes,NA,3,2,https://www.iris-database.org,other,"link works, but is to the generic homepage. Searching required to find actual data","https://www.iris-database.org/iris/app/home/detail?id=york:935317, https://github.com/izeh/i, https://github.com/rnorouzian/i/blob/master/i.r",other,IRIS repo just links to files hosted on Github,IRIS/Github,other,Registration form required before data can be downloaded,yes,NA,IRIS repo just links to files hosted on Github,TRUE,,
a001285,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,3,2,https://www.iris-database.org/iris/app/home/session-timeout,yes,NA,https://www.iris-database.org/iris/app/home/session-timeout,yes,NA,Iris Database,other,Login needed to access and download files,no,NA,Login needed to access and download files,FALSE,pasted resolved url,https://www.iris-database.org
a001290,phuong,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/rsf86/?view_only=06347220b77940638f75e961edd10805,yes,NA,https://osf.io/rsf86/?view_only=06347220b77940638f75e961edd10805,yes,NA,OSF,yes,NA,yes,NA,There was another link to open data but for a different experiment,TRUE,should be included,
a001290,steve,2020-08-29,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/rsf86/?view_only=06347220b77940638f75e961edd10805,yes,NA,https://osf.io/rsf86/?view_only=06347220b77940638f75e961edd10805,yes,NA,OSF,yes,NA,yes,NA,"This link is a footnote in the main body of the text, it's not with the other link in the data availability statement",TRUE,,
a001290,evelyn,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/wqr73/,yes,NA,https://osf.io/wqr73/,yes,NA,OSF,yes,NA,other,Data files exceeded 100MB,Data files exceeded 100MB,TRUE,should be included,
a001290,steve,2020-08-29,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/wqr73/,yes,NA,https://osf.io/wqr73/,yes,NA,OSF,yes,NA,yes,NA,"This repo doesn't look directly related to the PDF study, but it might be - it has the correct structure (Studies 1-4, etc.)",TRUE,,
a001291,aniruddah,2020-05-01,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/wgeum,yes,NA,https://osf.io/wgeum/,yes,NA,OSF,yes,NA,yes,NA,No issues with this article.,TRUE,,
a001291,steve,2020-08-29,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/wgeum,yes,NA,https://osf.io/wgeum/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a001291,oliver,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,osf.io/tvyxz,yes,NA,https://osf.io/tvyxz/,yes,NA,OSF,yes,NA,yes,NA,NA,FALSE,"Irrelevant or error, delete",
a001318,kongmanas,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,https://figshare.com/articles/NPQIP_ final_analysis_ set/5375275/1,yes,NA,https://figshare.com/articles/NPQIP_%20final_analysis_%20set/5375275/1,yes,NA,figshare,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,url text broken due to line break in original pdf,https://figshare.com/articles/NPQIP_final_analysis_set/5375275/1
a001318,evelyn,2020-04-16,yes,NA,yes,NA,yes,NA,2,1,https://figshare.com/articles/NPQIP_final_analysis_set/5375275/1,yes,NA,https://figshare.com/articles/NPQIP_final_analysis_set/5375275/1,yes,NA,Figure Share,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a001318,evelyn,2020-04-16,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/HC7FK/,yes,NA,https://osf.io/HC7FK/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,explicit link to materials - on check is a just a detailed methods report pdf,
a001350,adrian,2020-04-14,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/b956g/,yes,NA,https://osf.io/b956g/,yes,NA,OSF,yes,NA,yes,NA,Analysis Models,TRUE,materials?,
a001350,evelyn,2020-05-13,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/b956g/,yes,NA,https://osf.io/b956g/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,materials?,
a001350,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/fs93m/,yes,NA,https://osf.io/fs93m/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,FALSE,"technically redundant, link to the whole OSF project, rather than components linked to elsewhere",
a001350,adrian,2020-04-14,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/vnkaz/,yes,NA,https://osf.io/vnkaz/,yes,NA,OSF,yes,NA,yes,NA,Data files,TRUE,,
a001350,evelyn,2020-05-13,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/vnkaz/,yes,NA,https://osf.io/vnkaz/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a001350,michelle,2020-04-07,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/vnkaz/,yes,NA,https://osf.io/vnkaz/,yes,NA,OSF,yes,NA,yes,NA,NA,TRUE,,
a001369,nguyenlam,2020-04-10,yes,NA,yes,NA,yes,NA,2,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId,no,"In fact, the hyberlink in a article has address: "" https://dataverse.harvard.edu/dataset.xhtml?persistentId=https://doi.org/10.7910/DVN/GSQG1K"".  The link does not work neither. I think that the authors write as above mean that it contains 2 links that lead to the same landing page:
- https://dataverse.harvard.edu/dataset.xhtml?persistentId  ; and
- https://doi.org/10.7910/DVN/GSQG1K ;
The first link does not work neither, while the latter one works ( so I code the second link in the row below)",NA,NA,NA,NA,NA,NA,NA,NA,"- Note in ""link_work_noother"" : The link does not work;
- The article has two links to dataset",FALSE,there is a legit problem with this url - noted by coder,
a001369,kongmanas,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=https://doi.org/10.7910/DVN/GSQG1K,no,the link destination was not found,NA,NA,NA,NA,NA,NA,NA,NA,The provided link didn't work,TRUE,,
a001369,steve,2020-08-29,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=https://doi.org/10.7910/DVN/GSQG1K,other,This link unsuccessfully attempts to combine the dataverse url with a doi-based url and doesn't work as printed - using the final part of the url (just the doi url) works though - https://doi.org/10.7910/DVN/GSQG1K,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GSQG1K,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"URL as printed in article does not work, but it is easy to recognise what the correct url is",TRUE,,
a001369,nguyenlam,2020-04-11,yes,NA,yes,NA,yes,NA,2,2,https://doi.org/10.7910/DVN/GSQG1K,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GSQG1K,yes,NA,Harvard Dataverse,yes,NA,yes,NA,Not have any problems,FALSE,coder fixed the issue with broken url and proceeded - effectively merge his two records,https://dataverse.harvard.edu/dataset.xhtml?persistentId=https://doi.org/10.7910/DVN/GSQG1K
a001376,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/esj5f/,yes,NA,https://osf.io/esj5f/,yes,NA,OSF,yes,NA,yes,NA,This link led to a specific PDF document,FALSE,implied link to materials - on check link is to a specific file within the more general link to osf repo also given for data - safe to drop,
a001376,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/txa5j/,yes,NA,https://osf.io/txa5j/,yes,NA,OSF,yes,NA,yes,NA,This link had all files for this project,TRUE,,
a001376,aniruddah,2020-05-01,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/txa5j/,yes,NA,https://osf.io/txa5j/,yes,NA,OSF,yes,NA,yes,NA,"Once again, only the data portion from the repository has been downloaded.",TRUE,,
a001394,oliver,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,doi.org/10.1016/j.jrp.2017.11.003,other,Leads to main page on ScienceDirect,(resolved url not entered by coder),yes,NA,ScienceDirect,yes,NA,other,"Downloaded successfully, but zip file could not be extracted - operation not permitted",NA,FALSE,drop - not needed steve coding captures the data,
a001394,steve,2020-09-02,yes,NA,yes,NA,other,Article mentions that data is available as supporting materials and has link to web page for article,2,1,https://ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc6.zip,yes,NA,https://ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc6.zip,other,hosted by Elsevier - not an independent respository,NA,yes,NA,yes,NA,"Had to go to the journal webpage, then follow link to open data from there. Otherwise, straightforward",TRUE,,
a001394,steve,2020-09-02,yes,NA,yes,NA,other,Article mentions that data is available as supporting materials and has link to web page for article,2,2,https://ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc7.zip,yes,NA,https://ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc7.zip,other,hosted by Elsevier - not an independent respository,NA,yes,NA,yes,NA,"Had to go to the journal webpage, then follow link to open data from there. Otherwise, straightforward",TRUE,,
a001394,adrian,2020-04-14,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.1016/j.jrp.2017.11.003,yes,NA,https://www.sciencedirect.com/science/article/abs/pii/S0092656617301095?via%3Dihub,other,Journal's website at ScienceDirect,NA,yes,NA,yes,NA,Only supplementary data found,FALSE,drop - not needed steve coding captures the data,
a001395,michelle,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/2pnu6/,yes,NA,https://osf.io/2pnu6/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a001395,oliver,2020-04-26,yes,NA,yes,NA,yes,NA,2,1,osf.io/2pnu6/,yes,NA,osf.io/2pnu6/,yes,NA,OSF,yes,NA,yes,NA,NA,FALSE,coder altered url,https://osf.io/2pnu6/
a001395,oliver,2020-04-26,yes,NA,yes,NA,yes,NA,2,2,osf.io/arphg/,yes,NA,osf.io/arphg/,yes,NA,OSF,yes,NA,yes,NA,NA,FALSE,explicit link to materials - on check contains only images used for expt - safe to drop,
a001397,michelle,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/236zg/,yes,NA,https://osf.io/236zg/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a001397,steve,2020-08-29,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/236zg/,yes,NA,https://osf.io/236zg/,yes,NA,OSF,yes,NA,yes,NA,The link to materials also in PDF is a link to the parent repo (link to data is a link to a specific file in the repo) - just the data file was downloaded though,TRUE,,
a001397,oliver,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,osf.io/2x3ju/,yes,NA,https://osf.io/2x3ju/,yes,NA,OSF,yes,NA,yes,NA,NA,FALSE,coder overlooked explicit link to data and provided explicit link to materials,
a001405,steve,2020-07-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/mk73j/,yes,NA,https://osf.io/mk73j/,yes,NA,OSF,yes,NA,yes,NA,Links to open data and open materials had the same URL,TRUE,,
a001405,oliver,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,osf.io/a58tk/,yes,NA,https://osf.io/a58tk/files/,yes,NA,OSF,yes,NA,yes,NA,NA,FALSE,"coder put the link to the containing project rather than report the actual link actually provided in the article - check confirms it is the same link, so it is being recoded to match",https://osf.io/mk73j/
a001417,steve,2020-08-09,yes,NA,no,NA,yes,NA,1,1,https://osf.io/r2ujq/?view_only-c0f24616fffa4805b09b5f552c5a466e,yes,NA,https://osf.io/r2ujq/?view_only-c0f24616fffa4805b09b5f552c5a466e,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a001417,aniruddah,2020-05-13,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/r2ujq/?view_onlyc0f24616fffa4805b09b5f552c5a466e,yes,NA,https://osf.io/r2ujq/?view_only-c0f24616fffa4805b09b5f552c5a466e,yes,NA,OSF,yes,NA,yes,NA,No issues with this article.,FALSE,link has an ambiguous hyphen at the point of line break,https://osf.io/r2ujq/?view_only-c0f24616fffa4805b09b5f552c5a466e
a001417,oliver,2020-04-21,yes,NA,other,"Mentioned incidentally, not explicit standalone statement",yes,NA,1,1,osf.io/r2ujq,yes,NA,https://osf.io/r2ujq/,yes,NA,OSF,yes,NA,yes,NA,NA,FALSE,coder altered url,
a001425,michelle,2020-04-06,yes,NA,yes,NA,yes,NA,2,2,http://www.oecd.org/pisa/data/2015database/,yes,NA,http://www.oecd.org/pisa/data/2015database/,yes,NA,OECD,yes,NA,other,Did not download as there were 22 separate files and some were over 100 MB,"Did not download all files, but downloaded files from first link",TRUE,should be included,
a001425,steve,2020-08-29,yes,NA,yes,NA,yes,NA,2,1,http://www.oecd.org/pisa/data/2015database/,yes,NA,http://www.oecd.org/pisa/data/2015database/,no,NA,NA,yes,NA,partial,Total download size exceeded 100MB,Just downloaded codebooks and one school survey data file in SAS format to check,TRUE,,
a001425,evelyn,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,http://www.osf.io/t7jjk,yes,NA,http://www.osf.io/t7jjk,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
a001425,steve,2020-08-29,yes,NA,yes,NA,yes,NA,2,2,http://www.osf.io/t7jjk,yes,NA,https://osf.io/t7jjk/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",TRUE,,
a001425,michelle,2020-04-06,yes,NA,yes,NA,yes,NA,2,1,osf.io/t7jjk,yes,NA,https://osf.io/t7jjk/,yes,NA,OSF,yes,NA,yes,NA,NA,FALSE,coder pasted url as shown in text rather than embedded link url,http://www.osf.io/t7jjk
a001429,michelle,2020-04-30,yes,NA,yes,NA,yes,NA,1,1,http://www.tessexperiments.org/data/ferrer825.html,yes,NA,https://tessexperiments.org/data/ferrer825.html,other,"When you click on download data on the Tess website, it takes you to the OSF website",OSF,yes,NA,yes,NA,I didn't have any problems with this article,TRUE,,
