study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,corrected_link_url,link_url_for_cleaning,link_url_cleaned,resolved_url_cleaned,use_code,review_notes,corrected_resolved_url,Publication Title,DOI,Publication Year,Author,Title
a000181,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/jkbm9/,yes,NA,https://osf.io/jkbm9/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://osf.io/jkbm9/,osf.io/jkbm9,osf.io/jkbm9,TRUE,NA,NA,Journal of Experimental Social Psychology,10.1016/j.jesp.2019.103823,2019,"Vandermeer, James; Hosey, Christine; Epley, Nicholas; Keysar, Boaz",Escalation of negative social exchange: Reflexive punishment or deliberative deterrence?
a000181,oliver,2020-04-29,yes,NA,yes,NA,yes,NA,1,1,osf.io/jkbm9/,yes,NA,https://osf.io/jkbm9/files/,yes,NA,OSF,yes,NA,yes,NA,NA,NA,osf.io/jkbm9/,osf.io/jkbm9,osf.io/jkbm9/files,FALSE,coder went to the files subfolder (understandable since that is where files are downloaded from) but technically incorrect,https://osf.io/jkbm9/,Journal of Experimental Social Psychology,10.1016/j.jesp.2019.103823,2019,"Vandermeer, James; Hosey, Christine; Epley, Nicholas; Keysar, Boaz",Escalation of negative social exchange: Reflexive punishment or deliberative deterrence?
a000197,steve,2020-07-24,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/946vb/,yes,NA,https://osf.io/946vb/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",NA,https://osf.io/946vb/,osf.io/946vb,osf.io/946vb,TRUE,NA,NA,Psychological Science,10.1177/0956797615612202,2016,"Porter, Shanette C.; Rheinschmidt-Same, Michelle; Richeson, Jennifer A.",Inferring Identity From Language: Linguistic Intergroup Bias Informs Social Categorization
a000197,oliver,2020-04-29,yes,NA,yes,NA,yes,NA,1,1,osf.io/946vb/,yes,NA,https://osf.io/946vb/files/,yes,NA,OSF,yes,NA,yes,NA,NA,NA,osf.io/946vb/,osf.io/946vb,osf.io/946vb/files,FALSE,coder went to the files subfolder (understandable since that is where files are downloaded from) but technically incorrect,https://osf.io/946vb/,Psychological Science,10.1177/0956797615612202,2016,"Porter, Shanette C.; Rheinschmidt-Same, Michelle; Richeson, Jennifer A.",Inferring Identity From Language: Linguistic Intergroup Bias Informs Social Categorization
a000203,phuong,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/c5kme/,yes,NA,https://journals.sagepub.com/page/pss/suppl/data-supplements,yes,NA,OSF,yes,NA,yes,NA,The hyperlink was not correct,NA,https://osf.io/c5kme/,osf.io/c5kme,journals.sagepub.com/page/pss/suppl/data-supplements,FALSE,coder has an unrelated url as resolved_url and the coding record has the note that the hyperlink didn't work - can't understand what has happened here,NA,Psychological Science,10.1177/0956797614523297,2014,"Cogsdill, Emily J.; Todorov, Alexander T.; Spelke, Elizabeth S.; Banaji, Mahzarin R.",Inferring Character From Faces: A Developmental Study
a000203,michelle,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/c5kme/,yes,NA,https://osf.io/c5kme/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://osf.io/c5kme/,osf.io/c5kme,osf.io/c5kme,TRUE,NA,NA,Psychological Science,10.1177/0956797614523297,2014,"Cogsdill, Emily J.; Todorov, Alexander T.; Spelke, Elizabeth S.; Banaji, Mahzarin R.",Inferring Character From Faces: A Developmental Study
a000235,evelyn,2020-05-13,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/8rbvz/,yes,NA,https://osf.io/8rbvz/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://osf.io/8rbvz/,osf.io/8rbvz,osf.io/8rbvz,TRUE,NA,NA,Psychological Science,10.1177/0956797618799305,2019,"Lewis, Joshua; Gaertig, Celia; Simmons, Joseph P.",Extremeness Aversion Is a Cause of Anchoring
a000235,sophia,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/8rbvz/,yes,NA,https://osf.io/8rbvz/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://osf.io/8rbvz/,osf.io/8rbvz,osf.io/8rbvz,TRUE,NA,NA,Psychological Science,10.1177/0956797618799305,2019,"Lewis, Joshua; Gaertig, Celia; Simmons, Joseph P.",Extremeness Aversion Is a Cause of Anchoring
a000235,oliver,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,osf.io/8rbvz/,yes,NA,https://osf.io/8rbvz/files/,yes,NA,OSF,yes,NA,other,"Downloaded successfully, but zip file could not be extracted - operation not permitted",NA,NA,osf.io/8rbvz/,osf.io/8rbvz,osf.io/8rbvz/files,FALSE,coder went to the files subfolder (understandable since that is where files are downloaded from) but technically incorrect,https://osf.io/8rbvz/,Psychological Science,10.1177/0956797618799305,2019,"Lewis, Joshua; Gaertig, Celia; Simmons, Joseph P.",Extremeness Aversion Is a Cause of Anchoring
a000245,oliver,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,osf.io/29ytr,yes,NA,https://osf.io/29ytr/files,yes,NA,OSF,yes,NA,yes,NA,NA,https://osf.io/29ytr/files/?view_only=d544d23261024c1099d7348de61ee990,https://osf.io/29ytr/files/?view_only=d544d23261024c1099d7348de61ee990,osf.io/29ytr/files/?view_only=d544d23261024c1099d7348de61ee990,osf.io/29ytr/files,FALSE,coder edited provided url when coding - drop coder,NA,Psychological Science,10.1177/0956797614556776,2015,"Chen, Juan; Sperandio, Irene; Goodale, Melvyn Alan",Differences in the Effects of Crowding on Size Perception and Grip Scaling in Densely Cluttered 3-D Scenes
a000245,evelyn,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/29ytr/files/?view_only=d544d23261024c1099d7348de61ee990,yes,NA,https://osf.io/29ytr/files/?view_only=d544d23261024c1099d7348de61ee990,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,https://osf.io/29ytr/files/?view_only=d544d23261024c1099d7348de61ee990,https://osf.io/29ytr/files/?view_only=d544d23261024c1099d7348de61ee990,osf.io/29ytr/files/?view_only=d544d23261024c1099d7348de61ee990,osf.io/29ytr/files/?view_only=d544d23261024c1099d7348de61ee990,TRUE,NA,NA,Psychological Science,10.1177/0956797614556776,2015,"Chen, Juan; Sperandio, Irene; Goodale, Melvyn Alan",Differences in the Effects of Crowding on Size Perception and Grip Scaling in Densely Cluttered 3-D Scenes
a000257,kongmanas,2020-04-03,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/f23tn/?view_only=eb1aad8f01004d02934d872717bf9db1,yes,NA,https://osf.io/f23tn/?view_only%C2%BCeb1aad8f01004d02934d872717bf9db1.,yes,NA,OSF,yes,NA,yes,NA,"There was link to ""supplementary data"" at the journal's website - this link was ignored, as there was an explicit link to the open data",NA,https://osf.io/f23tn/?view_only=eb1aad8f01004d02934d872717bf9db1,osf.io/f23tn/?view_only=eb1aad8f01004d02934d872717bf9db1,osf.io/f23tn/?view_only%C2%BCeb1aad8f01004d02934d872717bf9db1.,FALSE,url encoding issue,https://osf.io/f23tn/?view_only=eb1aad8f01004d02934d872717bf9db1,Cortex,10.1016/j.cortex.2019.03.010,2019,"Gerrits, Robin; Van der Haegen, Lise; Brysbaert, Marc; Vingerhoets, Guy",Laterality for recognizing written words and faces in the fusiform gyrus covaries with language dominance
a000257,phuong,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/f23tn/?view_only=eb1aad8f01004d02934d872717bf9db1,yes,NA,https://osf.io/f23tn/?view_only=eb1aad8f01004d02934d872717bf9db1,yes,NA,OSF,yes,NA,other,files are larger than 100MB,NA,NA,https://osf.io/f23tn/?view_only=eb1aad8f01004d02934d872717bf9db1,osf.io/f23tn/?view_only=eb1aad8f01004d02934d872717bf9db1,osf.io/f23tn/?view_only=eb1aad8f01004d02934d872717bf9db1,TRUE,NA,NA,Cortex,10.1016/j.cortex.2019.03.010,2019,"Gerrits, Robin; Van der Haegen, Lise; Brysbaert, Marc; Vingerhoets, Guy",Laterality for recognizing written words and faces in the fusiform gyrus covaries with language dominance
a000258,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/9q23j/,yes,NA,https://osf.io/9q23j/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://osf.io/9q23j/,osf.io/9q23j,osf.io/9q23j,TRUE,NA,NA,Psychological Science,10.1177/0956797619864887,2019,"Murphy, Gillian; Loftus, Elizabeth F.; Grady, Rebecca Hofstein; Levine, Linda J.; Greene, Ciara M.",False Memories for Fake News During Ireland’s Abortion Referendum
a000258,evelyn,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,http://www.osf.io/9q23j,yes,NA,http://www.osf.io/9q23j,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,http://www.osf.io/9q23j,osf.io/9q23j,www.osf.io/9q23j,FALSE,coder pasted link_url as resolved_url,https://osf.io/9q23j/,Psychological Science,10.1177/0956797619864887,2019,"Murphy, Gillian; Loftus, Elizabeth F.; Grady, Rebecca Hofstein; Levine, Linda J.; Greene, Ciara M.",False Memories for Fake News During Ireland’s Abortion Referendum
a000280,evelyn,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203,yes,NA,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203,yes,NA,Inter-University Consortium for Political and Social Research,yes,NA,no,NA,Unable to download files without login/appropriate access,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203,www.icpsr.umich.edu/icpsrweb/ICPSR/series/203,www.icpsr.umich.edu/icpsrweb/ICPSR/series/203,FALSE,recode this article - neither coder got the resolved_url I did upon check,NA,Psychological Science,10.1177/0956797618763097,2018,"Leger, Kate A.; Charles, Susan T.; Almeida, David M.",Let It Go: Lingering Negative Affect in Response to Daily Stressors Is Associated With Physical Health Years Later
a000280,oliver,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,icpsr.umich.edu/icpsrweb/ICPSR/series/203,yes,NA,https://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/36346,yes,NA,ICPSR,yes,NA,yes,NA,NA,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203,www.icpsr.umich.edu/icpsrweb/ICPSR/series/203,www.icpsr.umich.edu/icpsrweb/ICPSR/studies/36346,FALSE,recode this article - neither coder got the resolved_url I did upon check,NA,Psychological Science,10.1177/0956797618763097,2018,"Leger, Kate A.; Charles, Susan T.; Almeida, David M.",Let It Go: Lingering Negative Affect in Response to Daily Stressors Is Associated With Physical Health Years Later
a000280,steve,2020-11-04,yes,NA,yes,NA,yes,NA,1,1,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203,other,"the link is to the overall project page, which in turn links to many datasets","https://www.icpsr.umich.edu/web/ICPSR/studies/4652, https://www.icpsr.umich.edu/web/ICPSR/studies/36346",yes,NA,ICPSR,other,"Account required, may need to be from an approved institution",no,NA,"link chain to data files was 2 steps, somewhat clear which of the available datasets were relevant, account/access needed to download files",NA,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/203,www.icpsr.umich.edu/icpsrweb/ICPSR/series/203,"www.icpsr.umich.edu/web/ICPSR/studies/4652, https://www.icpsr.umich.edu/web/ICPSR/studies/36346",NA,NA,NA,Psychological Science,10.1177/0956797618763097,2018,"Leger, Kate A.; Charles, Susan T.; Almeida, David M.",Let It Go: Lingering Negative Affect in Response to Daily Stressors Is Associated With Physical Health Years Later
a000281,steve,2020-11-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/rf28u/,yes,NA,https://osf.io/rf28u,yes,NA,OSF Registries,yes,NA,yes,NA,"straightforward, no issues",NA,https://osf.io/rf28u/,osf.io/rf28u,osf.io/rf28u,NA,NA,NA,Psychological Science,10.1177/0956797618772540,2018,"Zerr, Christopher L.; Berg, Jeffrey J.; Nelson, Steven M.; Fishell, Andrew K.; Savalia, Neil K.; McDermott, Kathleen B.",Learning Efficiency: Identifying Individual Differences in Learning Rate and Retention in Healthy Adults
a000281,matthew,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/rf28u/,yes,NA,https://osf.io/rf28u/files/,yes,NA,OSF,yes,NA,yes,NA,No problems with this article,NA,https://osf.io/rf28u/,osf.io/rf28u,osf.io/rf28u/files,NA,NA,NA,Psychological Science,10.1177/0956797618772540,2018,"Zerr, Christopher L.; Berg, Jeffrey J.; Nelson, Steven M.; Fishell, Andrew K.; Savalia, Neil K.; McDermott, Kathleen B.",Learning Efficiency: Identifying Individual Differences in Learning Rate and Retention in Healthy Adults
a000281,oliver,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,osf.io/rf28u/,yes,NA,https://osf.io/rf28u/files/,yes,NA,OSF,yes,NA,other,"Downloaded successfully, but zip file could not be extracted - operation not permitted",NA,NA,osf.io/rf28u/,osf.io/rf28u,osf.io/rf28u/files,NA,NA,NA,Psychological Science,10.1177/0956797618772540,2018,"Zerr, Christopher L.; Berg, Jeffrey J.; Nelson, Steven M.; Fishell, Andrew K.; Savalia, Neil K.; McDermott, Kathleen B.",Learning Efficiency: Identifying Individual Differences in Learning Rate and Retention in Healthy Adults
a000284,evelyn,2020-05-30,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5281/zenodo.2593735,yes,NA,https://zenodo.org/record/2593735,yes,NA,Zenodo,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://doi.org/10.5281/zenodo.2593735,doi.org/10.5281/zenodo.2593735,zenodo.org/record/2593735,TRUE,NA,NA,Journal of Experimental Social Psychology,10.1016/j.jesp.2019.103829,2019,"Hütter, Mandy; Fiedler, Klaus",Advice taking under uncertainty: The impact of genuine advice versus arbitrary anchors on judgment
a000284,sophia,2020-04-20,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5281/zenodo.2593735,yes,NA,https://zenodo.org/record/2593735,yes,NA,Zenodo,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://doi.org/10.5281/zenodo.2593735,doi.org/10.5281/zenodo.2593735,zenodo.org/record/2593735,TRUE,NA,NA,Journal of Experimental Social Psychology,10.1016/j.jesp.2019.103829,2019,"Hütter, Mandy; Fiedler, Klaus",Advice taking under uncertainty: The impact of genuine advice versus arbitrary anchors on judgment
a000284,michelle,2020-04-28,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5281/zenodo.2593735,yes,NA,https://zenodo.org/record/2593735#.XqeoS5Mzb-Y,yes,NA,ZENODO,yes,NA,yes,NA,I didn't have any problems with this article,NA,https://doi.org/10.5281/zenodo.2593735,doi.org/10.5281/zenodo.2593735,zenodo.org/record/2593735#.XqeoS5Mzb-Y,FALSE,zenodo adds a unique vistor ID to each visit in order to uniquely count visitors. In this case it is not pertinant information and should be left off to avoid potential confusion.,https://zenodo.org/record/2593735,Journal of Experimental Social Psychology,10.1016/j.jesp.2019.103829,2019,"Hütter, Mandy; Fiedler, Klaus",Advice taking under uncertainty: The impact of genuine advice versus arbitrary anchors on judgment
a000292,nguyenlam,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://www.iris-database.org/iris/app/home/detail?id=york:934328,other,"The link cannot be accessed directly by clicking the hyberlink in the article. However, if I copy the link and open it in new internet window, the link works.",https://www.iris-database.org/iris/app/home/%20detail?id=york:934328,yes,NA,IRIS,yes,NA,yes,NA,Note in link_works_noother,https://www.iris-database.org/iris/app/home/detail?id=york:934328,https://www.iris-database.org/iris/app/home/detail?id=york:934328,iris-database.org/iris/app/home/detail?id=york:934328,www.iris-database.org/iris/app/home/%20detail?id=york:934328,FALSE,encoding error to do with slashes?,https://www.iris-database.org/iris/app/home/detail?id=york:934328,Language Learning,10.1111/lang.12286,2018,"Marsden, Emma; Morgan‐Short, Kara; Thompson, Sophie; Abugaber, David",Replication in Second Language Research: Narrative and Systematic Reviews and Recommendations for the Field
a000292,michelle,2020-05-01,yes,NA,yes,NA,yes,NA,1,1,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,IRIS DATABASE,yes,NA,other,Need to fill in a form to download data,Did not download data as form is required to be filled out,https://www.iris-database.org/iris/app/home/detail?id=york:934328,https://www.iris-database.org/iris/app/home/detail?id=york:934328,iris-database.org/iris/app/home/detail?id=york:934328,www.iris-database.org/iris/app/home/detail?id=york:934328,TRUE,NA,NA,Language Learning,10.1111/lang.12286,2018,"Marsden, Emma; Morgan‐Short, Kara; Thompson, Sophie; Abugaber, David",Replication in Second Language Research: Narrative and Systematic Reviews and Recommendations for the Field
a000295,steve,2020-08-26,yes,NA,yes,NA,yes,NA,2,2,https://www.iris-database.org,other,"link works, but is to the generic homepage. Searching required to find actual data",https://www.iris-database.org/iris/app/home/detail?id=york:935345,yes,NA,IRIS,other,Registration form required before data can be downloaded,yes,NA,Had to search from IRIS homepage,https://www.iris-database.org,https://www.iris-database.org,iris-database.org,www.iris-database.org/iris/app/home/detail?id=york:935345,TRUE,NA,NA,Language Learning,10.1111/lang.12300,2018,"Arroyo, Diana C.; Yilmaz, Yucel",An Open for Replication Study: The Role of Feedback Timing in Synchronous Computer-Mediated Communication
a000295,sophia,2020-04-16,yes,NA,yes,NA,yes,NA,2,2,https://www.iris-database.org,yes,NA,https://www.iris-database.org/iris/app/home/index;jsessionid=DEF914500691025AF1156FF411BEC760,yes,NA,IRIS Database,no,NA,NA,NA,This links to the general homepage of the repository,https://www.iris-database.org,https://www.iris-database.org,iris-database.org,www.iris-database.org/iris/app/home/index;jsessionid=DEF914500691025AF1156FF411BEC760,FALSE,coded by me - one of the IRIS papers requiring searching - drop other coders,NA,Language Learning,10.1111/lang.12300,2018,"Arroyo, Diana C.; Yilmaz, Yucel",An Open for Replication Study: The Role of Feedback Timing in Synchronous Computer-Mediated Communication
a000355,steve,2020-09-02,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/7d5b5/,other,Embedded link had a problem so clicking directly resulted in an error but url as written in text was OK,https://osf.io/7d5b5/,yes,NA,OSF,yes,NA,yes,NA,Separate link to materials looked irrelevant on check,NA,https://osf.io/7d5b5/,osf.io/7d5b5,osf.io/7d5b5,TRUE,NA,NA,Psychological Science,10.1177/0956797616676600,2017,"Goudeau, Sébastien; Croizet, Jean-Claude",Hidden Advantages and Disadvantages of Social Class: How Classroom Settings Reproduce Social Inequality by Staging Unfair Comparison
a000355,phuong,2020-04-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/7d5b5/,other,The hyperlink was not correct,https://osf.io/7d5b5/%20and%20https://osf.io/jbfbp/,yes,NA,OSF,yes,NA,yes,NA,The hyperlink was not correct,NA,https://osf.io/7d5b5/,osf.io/7d5b5,osf.io/7d5b5/%20and%20https://osf.io/jbfbp,FALSE,coded by me - case with broken url link - drop other coders,NA,Psychological Science,10.1177/0956797616676600,2017,"Goudeau, Sébastien; Croizet, Jean-Claude",Hidden Advantages and Disadvantages of Social Class: How Classroom Settings Reproduce Social Inequality by Staging Unfair Comparison
a000386,steve,2020-11-04,yes,NA,yes,NA,yes,NA,1,1,http://www.osf.io/r483u,yes,NA,https://osf.io/r483u/,yes,NA,OSF,yes,NA,yes,NA,"straightforward, no issues",NA,http://www.osf.io/r483u,osf.io/r483u,osf.io/r483u,NA,NA,NA,Psychological Science,10.1177/0956797619844231,2019,"Mrkva, Kellen; Westfall, Jacob; Van Boven, Leaf",Attention Drives Emotion: Voluntary Visual Attention Increases Perceived Emotional Intensity
a000386,adrian,2020-04-05,yes,NA,yes,NA,yes,NA,1,1,http://www.osf.io/r483u,yes,NA,http://www.osf.io/r483u,yes,NA,OSF,yes,NA,yes,NA,Ok,NA,http://www.osf.io/r483u,osf.io/r483u,www.osf.io/r483u,NA,NA,NA,Psychological Science,10.1177/0956797619844231,2019,"Mrkva, Kellen; Westfall, Jacob; Van Boven, Leaf",Attention Drives Emotion: Voluntary Visual Attention Increases Perceived Emotional Intensity
a000386,evelyn,2020-04-28,yes,NA,yes,NA,yes,NA,1,1,http://www.osf.io/r483u,yes,NA,http://www.osf.io/r483u,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,NA,http://www.osf.io/r483u,osf.io/r483u,www.osf.io/r483u,NA,NA,NA,Psychological Science,10.1177/0956797619844231,2019,"Mrkva, Kellen; Westfall, Jacob; Van Boven, Leaf",Attention Drives Emotion: Voluntary Visual Attention Increases Perceived Emotional Intensity
