study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,corrected_link_url,link_url_for_cleaning,link_url_cleaned,corrected_resolved_url,resolved_url_for_cleaning,resolved_url_cleaned,review_coding,review_note
a001176,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataverse/AgreementIndiff,yes,NA,https://dataverse.harvard.edu/dataverse/AgreementIndiff,yes,NA,HAVARD DATAVERSE,yes,NA,other,Need to fill in a form to download the data,"The link also refers to 6 items, in which data can be downloaded for the separate 6 items. Data not downloaded as a form must be filled out.",NA,https://dataverse.harvard.edu/dataverse/AgreementIndiff,dataverse.harvard.edu/dataverse/AgreementIndiff,NA,https://dataverse.harvard.edu/dataverse/AgreementIndiff,dataverse.harvard.edu/dataverse/AgreementIndiff,NA,NA
a001181,adrian,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/zpm9t/,yes,NA,https://osf.io/zpm9t/,yes,NA,OSF,yes,NA,other,File >100MB,Not uploaded to Drive,NA,https://osf.io/zpm9t/,osf.io/zpm9t,NA,https://osf.io/zpm9t/,osf.io/zpm9t,NA,NA
a001181,oliver,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,osf.io/zpm9t/,yes,NA,https://osf.io/zpm9t/,yes,NA,OSF,yes,NA,other,File > 100MB,NA,NA,osf.io/zpm9t/,osf.io/zpm9t,NA,https://osf.io/zpm9t/,osf.io/zpm9t,NA,NA
a001185,evelyn,2020-04-28,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/g59s2/,yes,NA,https://osf.io/g59s2/,yes,NA,OSF,yes,NA,other,Data files exceed 100MB,Data files exceed 100MB,NA,https://osf.io/g59s2/,osf.io/g59s2,NA,https://osf.io/g59s2/,osf.io/g59s2,NA,NA
a001185,phuong,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/g59s2,yes,NA,https://osf.io/g59s2,yes,NA,OSF,yes,NA,other,files are larger than 100MB,The link didn't point directly to page containing data files,NA,https://osf.io/g59s2,osf.io/g59s2,NA,https://osf.io/g59s2,osf.io/g59s2,NA,NA
a001186,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,http://midus.colectica.org,yes,NA,https://midus.colectica.org/Account/Login,other,Subscription based repository,Midus,other,Needed login,no,NA,Link led to login page which required login. Could not access any files.,NA,http://midus.colectica.org,midus.colectica.org,NA,https://midus.colectica.org/Account/Login,midus.colectica.org/Account/Login,NA,NA
a001186,steve,2020-11-07,yes,NA,yes,NA,yes,NA,1,1,http://midus.colectica.org,yes,NA,https://midus.colectica.org/Account/Login,yes,NA,Colectica,other,"Login required, no indication of whether files available",no,NA,"Straight up login page, with no indication of what might be behind the login page (whether data, materials, other things).",NA,http://midus.colectica.org,midus.colectica.org,NA,https://midus.colectica.org/Account/Login,midus.colectica.org/Account/Login,NA,NA
a001228,phuong,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/6htsx/,yes,NA,https://osf.io/6htsx/,yes,NA,OSF,yes,NA,other,files are larger than 100MB,NA,NA,https://osf.io/6htsx/,osf.io/6htsx,NA,https://osf.io/6htsx/,osf.io/6htsx,NA,NA
a001228,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/6htsx/,yes,NA,https://osf.io/6htsx/,yes,NA,OSF,yes,NA,other,file was over 100MB,I didn't have any problems with this article,NA,https://osf.io/6htsx/,osf.io/6htsx,NA,https://osf.io/6htsx/,osf.io/6htsx,NA,NA
a001239,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/dux3n,yes,NA,https://osf.io/dux3n/,yes,NA,OSF,yes,NA,other,File size exceeds 100MB,"I believe this link is the exact same as the first link, but one of them is a 'view only' version. FIle size exceeded 100MB on this link as well (same files) - supplementary data link (was ignored as there was a link to open data): https://doi.org/10.1016/j.cortex.2019.09.012.",https://osf.io/dux3n,https://osf.io/dux3n,osf.io/dux3n,NA,https://osf.io/dux3n/,osf.io/dux3n,NA,NA
a001239,phuong,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/dux3n/,yes,NA,https://osf.io/dux3n/,yes,NA,OSF,yes,NA,other,files are larger than 100MB,NA,https://osf.io/dux3n,https://osf.io/dux3n,osf.io/dux3n,NA,https://osf.io/dux3n/,osf.io/dux3n,NA,NA
a001239,evelyn,2020-05-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,yes,NA,https://osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,yes,NA,OSF,yes,NA,other,Data files exceeded 100MB,Data files exceeded 100MB,https://osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,https://osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,NA,https://osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,NA,NA
a001239,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/dux3n/?view_only1⁄4452552239590486e8793e573f6e8911a,yes,NA,https://osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,yes,NA,OSF,yes,NA,other,File size exceeds 100MB,Did not download the file as file size was too big,https://osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,https://osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,NA,https://osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a,NA,NA
a001250,steve,2020-09-02,yes,NA,yes,NA,yes,NA,2,1,https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,other,"As presented, link does not work, but searching from the gesis home page does locate the correct dataset",https://search.gesis.org/research_data/ZA6701,yes,NA,GESIS,other,Application required to access data,other,Was able to download metadata documents but no actual data,"Original link did not work but dataset locateable, need to apply to access data set",https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,https://dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701,NA,https://search.gesis.org/research_data/ZA6701,search.gesis.org/research_data/ZA6701,NA,NA
a001263,michelle,2020-04-13,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/tfwum/?view_only1⁄40cc13036c196453d940a4dafc35b715c,yes,NA,https://osf.io/tfwum/?view_only1%E2%81%8440cc13036c196453d940a4dafc35b715c,yes,NA,OSF,yes,NA,other,File size exceeds 100MB,Did not download the file as file size was too big - supplementary data link (but ignored as open data link was provided): https://doi.org/10.1016/j.cortex.2019.06.004.,https://osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c,https://osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c,osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c,https://osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c,https://osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c,osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c,NA,NA
a001263,oliver,2020-04-26,yes,NA,other,"Yes there is a data availability statement, but it says permission is limited due to privacy reasons as it involves photos of participants, hence files are limited",yes,NA,1,1,osf.io/tfwum/,yes,NA,osf.io/tfwum/? view_only¼0cc13036c196453d940a4dafc35b715c,yes,NA,OSF,yes,NA,other,Files >100 MB,NA,https://osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c,https://osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c,osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c,https://osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c,https://osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c,osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c,NA,NA
a001326,evelyn,2020-05-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/5tus8/,yes,NA,https://osf.io/5tus8/,yes,NA,OSF,yes,NA,other,Data files exceed 100MB,Data files exceed 100MB,NA,https://osf.io/5tus8/,osf.io/5tus8,https://osf.io/5tus8/,https://osf.io/5tus8/,osf.io/5tus8,NA,NA
a001326,oliver,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,osf.io/5tus8/,yes,NA,https://osf.io/5tus8/files/,yes,NA,OSF,yes,NA,other,Files >100 MB,NA,NA,osf.io/5tus8/,osf.io/5tus8,https://osf.io/5tus8/,https://osf.io/5tus8/,osf.io/5tus8,NA,NA
a001326,sophia,2020-04-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/5tus8/,yes,NA,https://osf.io/5tus8/,yes,NA,OSF,yes,NA,other,files were much over 100MB,I didn't have any problems with this article,NA,https://osf.io/5tus8/,osf.io/5tus8,https://osf.io/5tus8/,https://osf.io/5tus8/,osf.io/5tus8,NA,NA
a001336,michelle,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/m6p82/,yes,NA,https://osf.io/m6p82/,yes,NA,OSF,yes,NA,other,File size exceeds 100 MB,Did not download the file as file size was too big,NA,https://osf.io/m6p82/,osf.io/m6p82,NA,https://osf.io/m6p82/,osf.io/m6p82,NA,NA
a001336,oliver,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,osf.io/m6p82/,yes,NA,https://osf.io/m6p82/,yes,NA,OSF,yes,NA,other,Files >100 MB,NA,NA,osf.io/m6p82/,osf.io/m6p82,NA,https://osf.io/m6p82/,osf.io/m6p82,NA,NA
a001352,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/kwvu6/,yes,NA,https://osf.io/kwvu6/,yes,NA,OSF,yes,NA,other,File >100MB,File was very large (>100MB) so not uploaded to Drive,NA,https://osf.io/kwvu6/,osf.io/kwvu6,NA,https://osf.io/kwvu6/,osf.io/kwvu6,NA,NA
a001352,oliver,2020-04-07,yes,NA,yes,NA,yes,NA,1,1,osf.io/kwvu6,yes,NA,https://osf.io/kwvu6,yes,NA,OSF,yes,NA,other,File >100MB,NA,NA,osf.io/kwvu6,osf.io/kwvu6,NA,https://osf.io/kwvu6,osf.io/kwvu6,NA,NA
a001358,evelyn,2020-05-25,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/62wn9/,yes,NA,https://osf.io/62wn9/,yes,NA,OSF,yes,NA,other,Data files exceeded 100MB,Data files exceeded 100MB,NA,https://osf.io/62wn9/,osf.io/62wn9,NA,https://osf.io/62wn9/,osf.io/62wn9,NA,NA
a001358,nguyenlam,2020-04-18,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/62wn9/,yes,NA,https://osf.io/62wn9,yes,NA,OSF,yes,NA,other,"Very large files (>2GB), so I cannot upload it on Google Drive","- Note in ""download_success"": very large files, so I cannot upload it on Google Drive
- There was a different link to Preregistered Plans, but this link is ignored since it does not relate to data in the article.",NA,https://osf.io/62wn9/,osf.io/62wn9,NA,https://osf.io/62wn9,osf.io/62wn9,NA,NA
a001361,aniruddah,2020-05-15,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/efjd6/,yes,NA,https://osf.io/efjd6/,yes,NA,OSF,yes,NA,other,Download size exceeded 100MB,Download size bigger then 100MB.,NA,https://osf.io/efjd6/,osf.io/efjd6,NA,https://osf.io/efjd6/,osf.io/efjd6,NA,NA
a001361,evelyn,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/efjd6/,yes,NA,https://osf.io/efjd6/,yes,NA,OSF,yes,NA,other,Data files exceeded 100MB,I didn't have any problems with this article,NA,https://osf.io/efjd6/,osf.io/efjd6,NA,https://osf.io/efjd6/,osf.io/efjd6,NA,NA
a001361,sophia,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/efjd6/,yes,NA,https://osf.io/efjd6/,yes,NA,OSF,yes,NA,other,file over 100MB,I didn't have any problems with this article,NA,https://osf.io/efjd6/,osf.io/efjd6,NA,https://osf.io/efjd6/,osf.io/efjd6,NA,NA
a001426,andy,2020-10-22,yes,NA,yes,NA,yes,NA,1,1,https://dx.doi.org/10.5285/2503df629a8a485e8582e5150876b210,yes,NA,https://catalogue.ceda.ac.uk/uuid/2503df629a8a485e8582e5150876b210,yes,NA,The CEDA Archive,yes,NA,other,Account required to access data,Account required to access data,NA,https://dx.doi.org/10.5285/2503df629a8a485e8582e5150876b210,dx.doi.org/10.5285/2503df629a8a485e8582e5150876b210,NA,https://catalogue.ceda.ac.uk/uuid/2503df629a8a485e8582e5150876b210,catalogue.ceda.ac.uk/uuid/2503df629a8a485e8582e5150876b210,NA,NA
a001426,steve,2020-07-10,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.5285/2503df629a8a485e8582e5150876b210,yes,NA,https://catalogue.ceda.ac.uk/uuid/2503df629a8a485e8582e5150876b210,yes,NA,The CEDA Archive,yes,NA,other,Account required to access data,Account required to access data,NA,http://dx.doi.org/10.5285/2503df629a8a485e8582e5150876b210,dx.doi.org/10.5285/2503df629a8a485e8582e5150876b210,NA,https://catalogue.ceda.ac.uk/uuid/2503df629a8a485e8582e5150876b210,catalogue.ceda.ac.uk/uuid/2503df629a8a485e8582e5150876b210,NA,NA
a001430,kongmanas,2020-04-20,yes,NA,yes,NA,yes,NA,2,1,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,yes,NA,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,yes,NA,Mendeley,yes,NA,no,NA,"Something went wrong and data files cannot be downloaded. The data files cannot be downloaded, but there is a link to ""supplementary data"" stated in the article",https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,NA,NA
a001430,steve,2020-08-29,yes,NA,yes,NA,yes,NA,2,1,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,other,"Had to edit URL to remove non-alpha characters around the ""&"" in the string. Also, this is a link to the upload page for the authors - it is not for public use!!!",https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,yes,NA,Mendeley,other,"There are files listed for upload, but they are not accessible",no,NA,This is a problematic error - it seems to allow any user to mess with the upload of data to the authors' repository???,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,https://data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a,NA,NA
a001476,steve,2020-08-29,yes,NA,yes,NA,yes,NA,3,2,http://forscenter.ch/en/our-surveys/swiss-household-panel/,other,"Link as provided results in a 404 error, but the links on the website make it very easy to find the updated location of the data (link via https://forscenter.ch/projects/swiss-household-panel/)",https://forsbase.unil.ch/project/study-public-overview/16970/0/,yes,NA,FORSbase,other,Files require an account login to access,no,NA,Access to data controlled by the FORSbase staff (see https://forsbase.unil.ch/base/faqs/#1.2 - not guaranteed that data can be accessed),http://forscenter.ch/en/our-surveys/swiss-household-panel/,http://forscenter.ch/en/our-surveys/swiss-household-panel/,forscenter.ch/en/our-surveys/swiss-household-panel,NA,https://forsbase.unil.ch/project/study-public-overview/16970/0/,forsbase.unil.ch/project/study-public-overview/16970/0,NA,NA
a001476,steve,2020-08-29,yes,NA,yes,NA,yes,NA,3,1,http://www.worldvaluessurvey.org/,yes,NA,http://www.worldvaluessurvey.org/wvs.jsp,no,NA,NA,other,"The link is the project homepage, had to follow links to find some files to access (and it is not clear which files are relevant). Also, need to agree with terms of use before downloading (but no registration/approval required per se).",partial,"Many files across different pages, just downloaded codebook for Wave 7 to check","It looks like data is quite easily potentially available, with only a small amount of gatekeeping",http://www.worldvaluessurvey.org/,http://www.worldvaluessurvey.org/,www.worldvaluessurvey.org,NA,http://www.worldvaluessurvey.org/wvs.jsp,www.worldvaluessurvey.org/wvs.jsp,NA,NA
a001522,evelyn,2020-04-28,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ws3j9/,yes,NA,https://osf.io/ws3j9/,yes,NA,OSF,yes,NA,other,Data files exceed 100MB,Data files exceed 100MB,NA,https://osf.io/ws3j9/,osf.io/ws3j9,NA,https://osf.io/ws3j9/,osf.io/ws3j9,NA,NA
a001522,sophia,2020-04-22,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ws3j9/,yes,NA,https://osf.io/ws3j9/,yes,NA,OSF,yes,NA,other,all experiment files were over 100MB,I didn't have any problems with this article,NA,https://osf.io/ws3j9/,osf.io/ws3j9,NA,https://osf.io/ws3j9/,osf.io/ws3j9,NA,NA
a001545,steve,2020-07-27,yes,NA,yes,NA,yes,NA,3,2,https://nces.ed.gov/ecls/dataproducts.asp,yes,NA,https://nces.ed.gov/ecls/dataproducts.asp,yes,NA,NCES,yes,NA,partial,Total download size exceeded 100MB,"Site has many large files for download, but all seem publicly available",https://nces.ed.gov/ecls/dataproducts.asp,https://nces.ed.gov/ecls/dataproducts.asp,nces.ed.gov/ecls/dataproducts.asp,NA,https://nces.ed.gov/ecls/dataproducts.asp,nces.ed.gov/ecls/dataproducts.asp,NA,NA
a001545,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,2,1,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,yes,NA,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,yes,NA,ICPSR,other,"Text in the article mentions: Our data-use agreement prevented us from posting these data online, but the data set is available on request from the ICPSR website - so cannot seem to access open data",no,NA,Cannot seem to access open data as need to request it from ICPSR,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,https://www.icpsr.umich.edu/web/ICPSR/series/00233,https://www.icpsr.umich.edu/web/ICPSR/series/00233,www.icpsr.umich.edu/web/ICPSR/series/00233,NA,NA
a001545,steve,2020-07-27,yes,NA,yes,NA,yes,NA,3,1,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,yes,NA,https://www.icpsr.umich.edu/web/ICPSR/series/00233,yes,NA,ICPSR,other,Permission required to access data files,no,NA,Permission required to access data files,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,https://www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233,https://www.icpsr.umich.edu/web/ICPSR/series/00233,https://www.icpsr.umich.edu/web/ICPSR/series/00233,www.icpsr.umich.edu/web/ICPSR/series/00233,NA,NA
a001577,matthew,2020-04-17,yes,NA,yes,NA,yes,NA,2,2,https://github.com/martinjpratt/ZoomAntarctica,yes,NA,https://github.com/martinjpratt/ZoomAntarctica,yes,NA,Github,yes,NA,other,file exceeds 500mb and took longer than 15 minutes,"Download took too long, however, there were diagrams and descriptions of the data below the file which was interesting.",NA,https://github.com/martinjpratt/ZoomAntarctica,github.com/martinjpratt/ZoomAntarctica,NA,https://github.com/martinjpratt/ZoomAntarctica,github.com/martinjpratt/ZoomAntarctica,NA,NA
a001577,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,2,2,https://github.com/martinjpratt/ZoomAntarctica,yes,NA,https://github.com/martinjpratt/ZoomAntarctica,yes,NA,Github,yes,NA,other,zip file over 100MB,I didn't have any problems with this article,NA,https://github.com/martinjpratt/ZoomAntarctica,github.com/martinjpratt/ZoomAntarctica,NA,https://github.com/martinjpratt/ZoomAntarctica,github.com/martinjpratt/ZoomAntarctica,NA,NA
a001577,matthew,2020-04-17,yes,NA,yes,NA,yes,NA,2,1,https://www.usap-dc.org/view/project/p0010035,yes,NA,https://www.usap-dc.org/view/project/p0010035,no,NA,NA,yes,NA,other,file exceeds 500mb,"The process to download all data is complicated, with files seperates over 4 pages (leading from this page) and some data required a request to the website for download",NA,https://www.usap-dc.org/view/project/p0010035,www.usap-dc.org/view/project/p0010035,NA,https://www.usap-dc.org/view/project/p0010035,www.usap-dc.org/view/project/p0010035,NA,NA
a001577,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,2,1,https://www.usap-dc.org/view/project/p0010035,yes,NA,https://www.usap-dc.org/view/project/p0010035,yes,NA,U.S Antarctic Program Data Centre,yes,NA,other,"some of the files were only available to be downloaded on request, and some of the files were over 100MB, so I downloaded the ones I could :)",I didn't have any problems with this article,NA,https://www.usap-dc.org/view/project/p0010035,www.usap-dc.org/view/project/p0010035,NA,https://www.usap-dc.org/view/project/p0010035,www.usap-dc.org/view/project/p0010035,NA,NA
a001585,michelle,2020-04-24,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/3z8xa/,yes,NA,https://osf.io/3z8xa/,yes,NA,OSF,yes,NA,other,File size exceeds 100MB,File now downloaded as size > 100MB,NA,https://osf.io/3z8xa/,osf.io/3z8xa,NA,https://osf.io/3z8xa/,osf.io/3z8xa,NA,NA
a001585,sophia,2020-04-11,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/3z8xa/,yes,NA,https://osf.io/3z8xa/,yes,NA,OSF,yes,NA,other,data was over 100MB,I didn't have any problems with this article,NA,https://osf.io/3z8xa/,osf.io/3z8xa,NA,https://osf.io/3z8xa/,osf.io/3z8xa,NA,NA
a001594,oliver,2020-04-25,yes,NA,yes,NA,yes,NA,1,1,osf.io/nkgza,yes,NA,https://osf.io/nkgza/files/,yes,NA,OSF,yes,NA,other,File >100MB,NA,NA,osf.io/nkgza,osf.io/nkgza,https://osf.io/nkgza/,https://osf.io/nkgza/,osf.io/nkgza,NA,NA
a001594,phuong,2020-04-17,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/nkgza/,yes,NA,https://osf.io/nkgza/,yes,NA,OSF,yes,NA,other,files are larger than 100MB,NA,NA,https://osf.io/nkgza/,osf.io/nkgza,https://osf.io/nkgza/,https://osf.io/nkgza/,osf.io/nkgza,NA,NA
a001601,evelyn,2020-04-16,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3,yes,NA,https://osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3,yes,NA,OSF,yes,NA,other,Data files exceeded 100MB,I didn't have any problems with this article,NA,https://osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3,osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3,NA,https://osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3,osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3,NA,NA
a001601,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3,yes,NA,https://osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3,yes,NA,OSF,yes,NA,other,one out of the three files was over 100MB,I didn't have any problems with this article,NA,https://osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3,osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3,NA,https://osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3,osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3,NA,NA
a001633,evelyn,2020-04-10,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/xz3ap/,yes,NA,https://osf.io/xz3ap/,yes,NA,OSF,yes,NA,other,Data files exceeded 100MB,I didn't have any problems with this article,NA,https://osf.io/xz3ap/,osf.io/xz3ap,NA,https://osf.io/xz3ap/,osf.io/xz3ap,NA,NA
a001633,phuong,2020-04-23,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/xz3ap/,yes,NA,https://osf.io/xz3ap/,yes,NA,OSF,yes,NA,other,files are larger than 100MB,NA,NA,https://osf.io/xz3ap/,osf.io/xz3ap,NA,https://osf.io/xz3ap/,osf.io/xz3ap,NA,NA
a001634,sophia,2020-04-16,yes,NA,yes,NA,yes,NA,2,2,http://hrsonline.isr.umich.edu/,yes,NA,http://hrsonline.isr.umich.edu/,other,"Seems to be a website just for the data from the ""Health and Retirement Study"" by the University of Michigan",NA,other,the link leads to a general homepage for the health and retirement study,no,NA,NA,http://hrsonline.isr.umich.edu/,http://hrsonline.isr.umich.edu/,hrsonline.isr.umich.edu,NA,http://hrsonline.isr.umich.edu/,hrsonline.isr.umich.edu,NA,NA
a001634,steve,2020-11-24,yes,NA,yes,NA,yes,NA,2,2,http://hrsonline.isr.umich.edu/,yes,NA,https://hrsonline.isr.umich.edu/,other,"It is a dedicated project website, so kind of",NA,other,Registration is required to access files,no,NA,Login required,http://hrsonline.isr.umich.edu/,http://hrsonline.isr.umich.edu/,hrsonline.isr.umich.edu,NA,https://hrsonline.isr.umich.edu/,hrsonline.isr.umich.edu,NA,NA
a001634,sophia,2020-04-16,yes,NA,yes,NA,yes,NA,2,1,http://midus.colectica.org,yes,NA,https://midus.colectica.org/Account/Login,yes,NA,Colectica,other,requires a log in,no,NA,NA,http://midus.colectica.org,http://midus.colectica.org,midus.colectica.org,NA,https://midus.colectica.org/Account/Login,midus.colectica.org/Account/Login,NA,NA
a001634,steve,2020-11-24,yes,NA,yes,NA,yes,NA,2,1,http://midus.colectica.org,yes,NA,https://midus.colectica.org/Account/Login,yes,NA,Colectica,other,"Login required, no indication of whether files available",no,NA,Login required,http://midus.colectica.org,http://midus.colectica.org,midus.colectica.org,NA,https://midus.colectica.org/Account/Login,midus.colectica.org/Account/Login,NA,NA
