study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_url,link_number,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,corrected_link_url,link_url_for_cleaning,link_url_cleaned,use_code,review_note
a001476,steve,2020-08-29,yes,NA,yes,NA,yes,NA,3,http://forscenter.ch/en/our-surveys/swiss-household-panel/,2,other,"Link as provided results in a 404 error, but the links on the website make it very easy to find the updated location of the data (link via https://forscenter.ch/projects/swiss-household-panel/)",https://forsbase.unil.ch/project/study-public-overview/16970/0/,yes,NA,FORSbase,other,Files require an account login to access,no,NA,Access to data controlled by the FORSbase staff (see https://forsbase.unil.ch/base/faqs/#1.2 - not guaranteed that data can be accessed),http://forscenter.ch/en/our-surveys/swiss-household-panel/,http://forscenter.ch/en/our-surveys/swiss-household-panel/,forscenter.ch/en/our-surveys/swiss-household-panel,TRUE,this is the best way to handle this scenario
a001501,adrian,2020-04-06,yes,NA,yes,NA,yes,NA,1,https://dx.doi.org/10.7910/DVN/DEMP8Q,1,no,DOI not found,NA,NA,NA,NA,NA,NA,NA,NA,Error: DOI not found,NA,https://dx.doi.org/10.7910/DVN/DEMP8Q,dx.doi.org/10.7910/DVN/DEMP8Q,FALSE,"coder wasn't egregiously wrong, just not optimal"
a001501,steve,2020-07-27,yes,NA,yes,NA,yes,NA,1,http://dx.doi.org/10.7910/DVN/DEMP8Q,1,other,DOI not found; data found by searching Harvard Dataverse by author name,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NMJ4W9,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"Original link did not work, DOI does not exist",NA,http://dx.doi.org/10.7910/DVN/DEMP8Q,dx.doi.org/10.7910/DVN/DEMP8Q,TRUE,this is the best way to handle this scenario
a001512,phuong,2020-04-23,yes,NA,yes,NA,yes,NA,2,http://tinyurl.com/zvgu6hh,2,no,the hyperlink was incorrect - http://ti-nyurl.com/zvgu6hh,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://ti-nyurl.com/zvgu6hh,http://ti-nyurl.com/zvgu6hh,ti-nyurl.com/zvgu6hh,FALSE,this is an other case that I have coded to finalise
a001512,sophia,2020-04-11,yes,NA,yes,NA,yes,NA,2,http://tinyurl.com/zvgu6hh,2,yes,NA,https://osf.io/v8kpt/?view_only=c0217f1a298d442e92bb98bbc39465e8,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,http://ti-nyurl.com/zvgu6hh,http://ti-nyurl.com/zvgu6hh,ti-nyurl.com/zvgu6hh,FALSE,this is an other case that I have coded to finalise
a001512,steve,2020-09-02,yes,NA,yes,NA,yes,NA,2,http://ti-nyurl.com/zvgu6hh,2,other,"hyphen introduced into url by line break. Clicking link directly results in an error. Once removed, link works as expected",https://osf.io/v8kpt/?view_only=c0217f1a298d442e92bb98bbc39465e8,yes,NA,OSF,yes,NA,yes,NA,Once url was cleaned was straightforward,http://ti-nyurl.com/zvgu6hh,http://ti-nyurl.com/zvgu6hh,ti-nyurl.com/zvgu6hh,TRUE,this is an other case that I have coded to finalise
a001512,phuong,2020-04-23,yes,NA,yes,NA,yes,NA,2,http://tinyurl.com/hwmo9t6,1,no,the hyperlink was incorrect - http://ti-nyurl.com/zvgu6hh,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://tinyurl.com/hwmo9t6,http://tinyurl.com/hwmo9t6,tinyurl.com/hwmo9t6,FALSE,coder pasted the wrong response here - it was meant for the other url
a001512,sophia,2020-04-11,yes,NA,yes,NA,yes,NA,2,http://tinyurl.com/hwmo9t6,1,yes,NA,https://osf.io/f7qbp/?view_only=d03edf108c9f424ba7ba1066929a9400,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,http://tinyurl.com/hwmo9t6,http://tinyurl.com/hwmo9t6,tinyurl.com/hwmo9t6,TRUE,link works on check
a001512,steve,2020-09-02,yes,NA,yes,NA,yes,NA,2,http://tinyurl.com/hwmo9t6,1,yes,NA,https://osf.io/f7qbp/?view_only=d03edf108c9f424ba7ba1066929a9400,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues",http://tinyurl.com/hwmo9t6,http://tinyurl.com/hwmo9t6,tinyurl.com/hwmo9t6,TRUE,link works on check
a001545,michelle,2020-04-16,yes,NA,yes,NA,yes,NA,2,https://nces.ed.gov/ecls/dataproducts.asp,2,no,Error 403: Forbidden - access is denied,NA,NA,NA,NA,NA,NA,NA,NA,Error 403 - Forbidden access to link 2,https://nces.ed.gov/ecls/dataproducts.asp,https://nces.ed.gov/ecls/dataproducts.asp,nces.ed.gov/ecls/dataproducts.asp,FALSE,link works on check
a001545,steve,2020-07-27,yes,NA,yes,NA,yes,NA,3,https://nces.ed.gov/ecls/dataproducts.asp,2,yes,NA,https://nces.ed.gov/ecls/dataproducts.asp,yes,NA,NCES,yes,NA,partial,Total download size exceeded 100MB,"Site has many large files for download, but all seem publicly available",https://nces.ed.gov/ecls/dataproducts.asp,https://nces.ed.gov/ecls/dataproducts.asp,nces.ed.gov/ecls/dataproducts.asp,TRUE,link works on check
a001561,evelyn,2020-04-22,yes,NA,yes,NA,yes,NA,1,http://dx.doi:10.7910/DVN/RSD5BV,1,no,"link does not work, but it does yield a google search result to the article, where files can be viewed and downloaded",NA,NA,NA,NA,NA,NA,NA,NA,"link does not work, but it does yield a google search result to the article, where files can be viewed and downloaded",NA,http://dx.doi:10.7910/DVN/RSD5BV,dx.doi:10.7910/DVN/RSD5BV,FALSE,"coder wasn't egregiously wrong, just not optimal"
a001561,sophia,2020-04-24,yes,NA,yes,NA,yes,NA,1,http://dx.doi:10.7910/DVN/RSD5BV,1,other,"The link didn't work, but when I changed the colon to .org, it worked.",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RSD5BV,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article,NA,http://dx.doi:10.7910/DVN/RSD5BV,dx.doi:10.7910/DVN/RSD5BV,TRUE,this is the best way to handle this scenario
