Key,Item Type,Publication Year,Author,Title,Publication Title,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Issue,Volume,Journal Abbreviation,Short Title,Series,Language,Rights,Library Catalog,Extra,Notes,file_att1,file_att2,file_att3,Automatic Tags,OpenDataBadge,OpenMaterialsBadge,PreregisteredBadge,ErratumTag,effective_year,PROpenData,PRPreregistered,PROpenMaterials,DEPreregistered,TCPreregistered,PreregisteredPlus,study_id,pdf_to_copy,allowed_in_pool
2F5GQZFM,journalArticle,2016,Robenalt Clarice; Goldberg Adele E.,Nonnative Speakers Do Not Take Competing Alternative Expressions Into Account the Way Native Speakers Do,Language Learning,0023-8333,10.1111/lang.12149,http://onlinelibrary.wiley.com/doi/abs/10.1111/lang.12149,"When native speakers judge the acceptability of novel sentences, they appear to implicitly take competing formulations into account, judging novel sentences with a readily available alternative formulation to be less acceptable than novel sentences with no competing alternative. Moreover, novel sentences with a competing alternative are more strongly dispreferred when they contain high? compared to low?frequency verbs. We replicate these findings with a group of native speakers and extend the paradigm to second language (L2) users. Previous work has found that compared to native speakers, L2 users are less able to generate online expectations during language processing, implying a reduced ability to differentiate between novel sentences with and without a competing alternative. We test this prediction and confirm that, while L2 speakers learn from positive exemplars, they show no evidence of taking competing grammatical alternatives into account, except at the highest quartile of speaking proficiency, where L2 judgments align with native speaker judgments.",2016-01-21,2018-04-04T01:01:53Z,2018-04-04T01:02:07Z,2018-04-04T01:01:53Z,60-93,1,66,Language Learning,NA,NA,NA,NA,onlinelibrary-wiley-com.ezp.lib.unimelb.edu.au (Atypon),NA,NA,C:\Users\Steve\Zotero\storage\48SCQARU\Robenalt Clarice and Goldberg Adele E. - 2016 - Nonnative Speakers Do Not Take Competing Alternati.pdf, C:\Users\Steve\Zotero\storage\9MDCCP64\lang.html,NA,prediction; second language; argument structure; discourse; indirect negative evidence; syntax,TRUE,TRUE,FALSE,FALSE,2016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000015,C:\Users\Steve\Zotero\storage\48SCQARU\Robenalt Clarice and Goldberg Adele E. - 2016 - Nonnative Speakers Do Not Take Competing Alternati.pdf,TRUE
2FBLTC9D,journalArticle,2019,"Wilson, Corinne S.; Bach, Martin D.; Ashkavand, Zahra; Norman, Kenneth R.; Martino, Nina; Adam, Alejandro P.; Mongin, Alexander A.",Metabolic constraints of swelling-activated glutamate release in astrocytes and their implication for ischemic tissue damage,Journal of Neurochemistry,1471-4159,10.1111/jnc.14711,http://onlinelibrary.wiley.com/doi/abs/10.1111/jnc.14711,"Volume-regulated anion channel (VRAC) is a glutamate-permeable channel that is activated by physiological and pathological cell swelling and promotes ischemic brain damage. However, because VRAC opening requires cytosolic ATP, it is not clear if and how its activity is sustained in the metabolically compromised CNS. In the present study, we used cultured astrocytes – the cell type which shows prominent swelling in stroke – to model how metabolic stress and changes in gene expression may impact VRAC function in the ischemic and post-ischemic brain. The metabolic state of primary rat astrocytes was modified with chemical inhibitors and examined using luciferin–luciferase ATP assays and a Seahorse analyzer. Swelling-activated glutamate release was quantified with the radiotracer D-[3H]aspartate. The specific contribution of VRAC to swelling-activated glutamate efflux was validated by RNAi knockdown of the essential subunit, leucine-rich repeat-containing 8A (LRRC8A); expression levels of VRAC components were measured with qRT-PCR. Using this methodology, we found that complete metabolic inhibition with the glycolysis blocker 2-deoxy-D-glucose and the mitochondrial poison sodium cyanide reduced astrocytic ATP levels by > 90% and abolished glutamate release from swollen cells (via VRAC). When only mitochondrial respiration was inhibited by cyanide or rotenone, the intracellular ATP levels and VRAC activity were largely preserved. Bypassing glycolysis by providing the mitochondrial substrates pyruvate and/or glutamine led to partial recovery of ATP levels and VRAC activity. Unexpectedly, the metabolic block of VRAC was overridden when ATP-depleted cells were exposed to extreme cell swelling (≥ 50% reduction in medium osmolarity). Twenty-four hour anoxic adaptation caused a moderate reduction in the expression levels of the VRAC component LRRC8A, but no significant changes in VRAC activity. Overall, our findings suggest that (i) astrocytic VRAC activity and metabolism can be sustained by low levels of glucose and (ii) the inhibitory influence of diminishing ATP levels and the stimulatory effect of cellular swelling are the two major factors that govern VRAC activity in the ischemic brain.",2019,2020-02-06T02:40:54Z,2020-02-06T02:41:17Z,2020-02-06T02:40:54Z,255-272,2,151,NA,NA,NA,NA,© 2019 International Society for Neurochemistry,Wiley Online Library,NA,NA,C:\Users\Steve\Zotero\storage\9UFBBHYK\Wilson et al. - 2019 - Metabolic constraints of swelling-activated glutam.pdf, C:\Users\Steve\Zotero\storage\SHJAG3NR\jnc.html,NA,cerebral ischemia; LRRC8; metabolic inhibition; stroke; volume-regulated anion channel,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000016,C:\Users\Steve\Zotero\storage\9UFBBHYK\Wilson et al. - 2019 - Metabolic constraints of swelling-activated glutam.pdf,TRUE
2FEQ7WF7,journalArticle,2019,"Walasek, Lukasz; Juanchich, Marie; Sirota, Miroslav",Adaptive cooperation in the face of social exclusion,Journal of Experimental Social Psychology,0022-1031,10.1016/j.jesp.2018.11.005,http://www.sciencedirect.com/science/article/pii/S0022103118301240,"The extent to which socially excluded individuals are willing to collaborate with others is an important theoretical and practical question. We consider four contrasting predictions based on the existing psychological literature. The first two are derived from the need-threat literature: Following social rejection individuals may withdraw from cooperative interaction in general (aggression hypothesis), or cooperate more in general (reconnection hypothesis). Alternatively, performance of the excluded individuals in cooperative tasks may worsen reflecting reduced ability to deliberate (cognitive depletion hypothesis). Finally, excluded individuals may cooperate less with those who rejected them (revenge hypothesis). We tested these hypotheses in three incentivized experiments. In each, we first varied whether participants were excluded or included in a virtual ball-passing game. In the second part, participants entered a two-player investment game, in which their earnings were partly dependent on the cooperativeness of their partner. We varied how cooperative the co-player was, and measured whether our participants were willing to cooperate or not. All participants entered the game twice, once with an unknown player, and once with a person who they previously encountered during the ball-passing task. Our findings were consistent with the revenge hypothesis – excluded participants were less cooperative when they were paired with the individual who previously excluded them. Interactions with unknown players were unaffected – excluded and included participants were equally cooperative. We propose a straightforward explanation of our findings: People do not like to cooperate with those who previously rejected them, but the experience of rejection does not have broad implications for people's overall willingness to cooperate.",2019-05-01,2020-02-04T03:31:59Z,2020-02-04T03:32:28Z,2020-02-04T03:31:59Z,35-46,NA,82,Journal of Experimental Social Psychology,NA,NA,en,NA,ScienceDirect,NA,NA,C:\Users\Steve\Zotero\storage\22MTDQ9Y\Walasek et al. - 2019 - Adaptive cooperation in the face of social exclusi.pdf, C:\Users\Steve\Zotero\storage\PD9SMN58\S0022103118301240.html,NA,Aggression; Trust; Cooperation; Group dynamics; Ostracism; Psychological need; Social exclusion,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000017,C:\Users\Steve\Zotero\storage\22MTDQ9Y\Walasek et al. - 2019 - Adaptive cooperation in the face of social exclusi.pdf,TRUE
2GF7NF5H,journalArticle,2018,"Devitt, Aleea L.; Schacter, Daniel L.",An Optimistic Outlook Creates a Rosy Past: The Impact of Episodic Simulation on Subsequent Memory,Psychological Science,"0956-7976, 1467-9280",10.1177/0956797617753936,http://journals.sagepub.com/doi/10.1177/0956797617753936,"People frequently engage in future thinking in everyday life, but it is unknown how simulating an event in advance changes how that event is remembered once it takes place. To initiate study of this important topic, we conducted two experiments in which participants simulated emotional events before learning the hypothetical outcome of each event via narratives. Memory was assessed for emotional details contained in those narratives. Positive simulation resulted in a liberal response bias for positive information and a conservative bias for negative information. Events preceded by positive simulation were considered more favorably in retrospect. In contrast, negative simulation had no impact on subsequent memory. Results were similar across an immediate and delayed memory test and for past and future simulation. These results provide novel insights into the cognitive consequences of episodic future simulation and build on the optimism-bias literature by showing that adopting a favorable outlook results in a rosy memory.",2018-06,2019-04-06T18:03:28Z,2019-04-06T18:03:34Z,2019-04-06T18:03:28Z,936-946,6,29,NA,An Optimistic Outlook Creates a Rosy Past,NA,en,NA,Crossref,NA,NA,C:\Users\Steve\Zotero\storage\JSSDZDXT\Devitt en Schacter - 2018 - An Optimistic Outlook Creates a Rosy Past The Imp.pdf,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000018,C:\Users\Steve\Zotero\storage\JSSDZDXT\Devitt en Schacter - 2018 - An Optimistic Outlook Creates a Rosy Past The Imp.pdf,TRUE
2J3MXHBP,journalArticle,2019,"Fousiani, Kyriaki; Michaelides, Michalis; Dimitropoulou, Panagiota",The effects of ethnic group membership on bullying at school: when do observers dehumanize bullies?,The Journal of Social Psychology,0022-4545,10.1080/00224545.2018.1505709,https://doi.org/10.1080/00224545.2018.1505709,"The purpose of this experiment was to test how ethnic group membership of both the bullies and the victims influence the way that observers attribute human characteristics to bullies. Ethnic group membership was manipulated in terms of bullies’ and victims’ ethnicity (ingroup-majority group versus outgroup-minority group). Furthermore, we examined the mediating role of empathic concern towards the victim and perspective taking of the bully in the relation between ethnic group membership of bullies and victims and attributions of humanness to the bullies. We hypothesized that observers would attribute lower human characteristics to outgroup bullies when bullies inflict harm on an ingroup victim. Moreover, we expected that perspective taking of the bully and empathic concern towards the victim would mediate this relation. Analysis of data from a sample of 293 Greek-Cypriot adolescents fully corroborated our hypotheses. The findings are discussed in terms of the discrimination-based nature of bullying at school.",2019-07-04,2020-02-04T06:38:35Z,2020-02-04T06:38:52Z,2020-02-04T06:38:35Z,431-442,4,159,NA,The effects of ethnic group membership on bullying at school,NA,NA,NA,Taylor and Francis+NEJM,PMID: 30142295,NA,C:\Users\Steve\Zotero\storage\XK4DLSW6\Fousiani et al. - 2019 - The effects of ethnic group membership on bullying.pdf, C:\Users\Steve\Zotero\storage\SIZI9Z2L\00224545.2018.html,NA,empathy; Correction; ethnicity; human nature and human uniqueness; humanness - dehumanization; Intergroup bullying,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000019,C:\Users\Steve\Zotero\storage\XK4DLSW6\Fousiani et al. - 2019 - The effects of ethnic group membership on bullying.pdf,TRUE
2J65WZJ2,journalArticle,2017,"Ellefson, Michelle R.; Ng, Florrie Fei-Yin; Wang, Qian; Hughes, Claire",Efficiency of Executive Function: A Two-Generation Cross-Cultural Comparison of Samples From Hong Kong and the United Kingdom,Psychological Science,0956-7976,10.1177/0956797616687812,https://doi.org/10.1177/0956797616687812,"Although Asian preschoolers acquire executive functions (EFs) earlier than their Western counterparts, little is known about whether this advantage persists into later childhood and adulthood. To address this gap, in the current study we gave four computerized EF tasks (providing measures of inhibition, working memory, cognitive flexibility, and planning) to a large sample (n = 1,427) of 9- to 16-year-olds and their parents. All participants lived in either the United Kingdom or Hong Kong. Our findings highlight the importance of combining developmental and cultural perspectives and show both similarities and contrasts across sites. Specifically, adults’ EF performance did not differ between the two sites; age-related changes in executive function for both the children and the parents appeared to be culturally invariant, as did a modest intergenerational correlation. In contrast, school-age children and young adolescents in Hong Kong outperformed their United Kingdom counterparts on all four EF tasks, a difference consistent with previous findings from preschool children.",2017-05-01,2018-03-20T00:32:46Z,2018-03-20T00:32:57Z,2018-03-20T00:32:46Z,555-566,5,28,Psychol Sci,Efficiency of Executive Function,NA,en,NA,SAGE Journals,NA,NA,C:\Users\Steve\Zotero\storage\KIZZKP6G\Ellefson et al. - 2017 - Efficiency of Executive Function A Two-Generation.pdf,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000020,C:\Users\Steve\Zotero\storage\KIZZKP6G\Ellefson et al. - 2017 - Efficiency of Executive Function A Two-Generation.pdf,TRUE
2LCU665T,journalArticle,2019,"Porter, Tracy H.; Gerhardt, Megan W.; Fields, Dail; Bugenhagen, Marilyn",An exploratory study of gender and motivation to lead in millennials,The Journal of Social Psychology,0022-4545,10.1080/00224545.2019.1570902,https://doi.org/10.1080/00224545.2019.1570902,"This study explores how gender predicts millennial employee motivation to take a leadership role within a work organization. Previous studies have considered multiple factors in predicting three distinct types of employee motivation to lead, but none have considered how gender may impact this relationship, specifically within the millennial population. Using a sample of 210 employees from a range of industries, results indicate that gender directly affects two types of motivation to lead. In addition to enhancing the theoretical model of employee motivation to accept organizational leadership responsibilities, the results have practical significance for organizations concerned with attracting and developing millennial organizational leaders.",2019-03-04,2020-02-04T06:04:08Z,2020-02-04T06:04:26Z,2020-02-04T06:04:08Z,138-152,2,159,NA,NA,NA,NA,NA,Taylor and Francis+NEJM,PMID: 31002295,NA,C:\Users\Steve\Zotero\storage\I8A5GJ6T\Porter et al. - 2019 - An exploratory study of gender and motivation to l.pdf, C:\Users\Steve\Zotero\storage\VLJ5V5HY\00224545.2019.html,NA,Gender; leadership; millennials; motivation to lead,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000022,C:\Users\Steve\Zotero\storage\I8A5GJ6T\Porter et al. - 2019 - An exploratory study of gender and motivation to l.pdf,TRUE
2MU3HTJ2,journalArticle,2017,"Nave, Gideon; Nadler, Amos; Zava, David; Camerer, Colin",Single-Dose Testosterone Administration Impairs Cognitive Reflection in Men,Psychological Science,0956-7976,10.1177/0956797617709592,https://doi.org/10.1177/0956797617709592,"In nonhumans, the sex steroid testosterone regulates reproductive behaviors such as fighting between males and mating. In humans, correlational studies have linked testosterone with aggression and disorders associated with poor impulse control, but the neuropsychological processes at work are poorly understood. Building on a dual-process framework, we propose a mechanism underlying testosterone’s behavioral effects in humans: reduction in cognitive reflection. In the largest study of behavioral effects of testosterone administration to date, 243 men received either testosterone or placebo and took the Cognitive Reflection Test (CRT), which estimates the capacity to override incorrect intuitive judgments with deliberate correct responses. Testosterone administration reduced CRT scores. The effect remained after we controlled for age, mood, math skills, whether participants believed they had received the placebo or testosterone, and the effects of 14 additional hormones, and it held for each of the CRT questions in isolation. Our findings suggest a mechanism underlying testosterone’s diverse effects on humans’ judgments and decision making and provide novel, clear, and testable predictions.",2017-10-01,2018-03-20T00:00:33Z,2018-03-20T00:00:46Z,2018-03-20T00:00:33Z,1398-1407,10,28,Psychol Sci,NA,NA,en,NA,SAGE Journals,NA,NA,C:\Users\Steve\Zotero\storage\D8NIRGPQ\Nave et al. - 2017 - Single-Dose Testosterone Administration Impairs Co.pdf,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000023,C:\Users\Steve\Zotero\storage\D8NIRGPQ\Nave et al. - 2017 - Single-Dose Testosterone Administration Impairs Co.pdf,TRUE
2N2HYUHV,journalArticle,2017,"Handron, Caitlin; Kirby, Teri A.; Wang, Jennifer; Matskewich, Helena E.; Cheryan, Sapna",Unexpected Gains: Being Overweight Buffers Asian Americans From Prejudice Against Foreigners,Psychological Science,0956-7976,10.1177/0956797617720912,https://doi.org/10.1177/0956797617720912,"Can being overweight, a factor that commonly leads to stigmatization, ironically buffer some people from race-based assumptions about who is American? In 10 studies, participants were shown portraits that were edited to make the photographed person appear either overweight (body mass index, or BMI > 25) or normal weight (BMI < 25). A meta-analysis of these studies revealed that overweight Asian individuals were perceived as significantly more American than normal-weight versions of the same people, whereas this was not true for White, Black, or Latino individuals. A second meta-analysis showed that overweight Asian men were perceived as less likely to be in the United States without documentation than their normal-weight counterparts. A final study demonstrated that weight stereotypes about presumed countries of origin shape who is considered American. Taken together, these studies demonstrate that perceptions of nationality are malleable and that perceived race and body shape interact to inform these judgments.",2017-09-01,2018-03-20T00:07:33Z,2018-03-20T00:07:56Z,2018-03-20T00:07:32Z,1214-1227,9,28,Psychol Sci,Unexpected Gains,NA,en,NA,SAGE Journals,NA,NA,C:\Users\Steve\Zotero\storage\ATR4EWXH\Handron et al. - 2017 - Unexpected Gains Being Overweight Buffers Asian A.pdf,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000024,C:\Users\Steve\Zotero\storage\ATR4EWXH\Handron et al. - 2017 - Unexpected Gains Being Overweight Buffers Asian A.pdf,TRUE
2P57MQT3,journalArticle,2018,"Fisher, Matthew; Keil, Frank C.",The Binary Bias: A Systematic Distortion in the Integration of Information,Psychological Science,"0956-7976, 1467-9280",10.1177/0956797618792256,http://journals.sagepub.com/doi/10.1177/0956797618792256,"One of the mind’s most fundamental tasks is interpreting incoming data and weighing the value of new evidence. Across a wide variety of contexts, we show that when summarizing evidence, people exhibit a binary bias: a tendency to impose categorical distinctions on continuous data. Evidence is compressed into discrete bins, and the difference between categories forms the summary judgment. The binary bias distorts belief formation—such that when people aggregate conflicting scientific reports, they attend to valence and inaccurately weight the extremity of the evidence. The same effect occurs when people interpret popular forms of data visualization, and it cannot be explained by other statistical features of the stimuli. This effect is not confined to explicit statistical estimates; it also influences how people use data to make health, financial, and public-policy decisions. These studies (N = 1,851) support a new framework for understanding information integration across a wide variety of contexts.",2018-11,2019-04-06T18:36:16Z,2019-04-06T18:36:23Z,2019-04-06T18:36:16Z,1846-1858,11,29,NA,The Binary Bias,NA,en,NA,Crossref,NA,NA,C:\Users\Steve\Zotero\storage\3U4RUZ79\Fisher en Keil - 2018 - The Binary Bias A Systematic Distortion in the In.pdf,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000025,C:\Users\Steve\Zotero\storage\3U4RUZ79\Fisher en Keil - 2018 - The Binary Bias A Systematic Distortion in the In.pdf,TRUE
2P67XTBA,journalArticle,2018,"Nili, Shmuel","Injustice Abroad, Authority at Home? Democracy, Systemic Effects, and Global Wrongs",American Journal of Political Science,1540-5907,10.1111/ajps.12321,https://onlinelibrary-wiley-com.ezp.lib.unimelb.edu.au/doi/abs/10.1111/ajps.12321,NA,2018-01-01,2018-04-04T00:35:52Z,2018-04-04T00:36:16Z,2018-04-04T00:35:52Z,72-83,1,62,NA,"Injustice Abroad, Authority at Home?",NA,en,NA,onlinelibrary-wiley-com.ezp.lib.unimelb.edu.au,NA,NA,"C:\Users\Steve\Zotero\storage\2ZAVETIM\Nili - 2018 - Injustice Abroad, Authority at Home Democracy, Sy.pdf", C:\Users\Steve\Zotero\storage\3RZULKY9\ajps.html,NA,NA,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000026,"C:\Users\Steve\Zotero\storage\2ZAVETIM\Nili - 2018 - Injustice Abroad, Authority at Home Democracy, Sy.pdf",TRUE
2PRX6W66,journalArticle,2018,"Sened, Haran; Lazarus, Gal; Gleason, Marci E. J.; Rafaeli, Eshkol; Fleeson, William",The Use of Intensive Longitudinal Methods in Explanatory Personality Research,European Journal of Personality,1099-0984,10.1002/per.2143,https://onlinelibrary.wiley.com/doi/abs/10.1002/per.2143,"Intensive longitudinal methods (ILMs), in which data are gathered from participants multiple times with short intervals (typically 24 hours or less apart), have gained considerable ground in personality research and may be useful in exploring causality in both classic personality trait models and more novel contextualized personality state models. We briefly review the various terms and uses of ILMs in various fields of psychology and present five main strategies that can help researchers infer causality in ILM studies. We discuss the use of temporal precedence to establish causality, through both lagged analyses and natural experiments; the use of external measures and peer reports to go beyond self-report data; delving deeper into repeated measures to derive new indices; the use of contextual factors occurring during the measurement period; and combining experimental methods and ILMs. These strategies are illustrated by examples from existing research and by new empirical findings from two dyadic daily diary studies (N = 80 and N = 108 couples) and an experience sampling method study of personality states (N = 52). We conclude by offering a short checklist for designing ILM studies with causality in mind and look at the applicability of these strategies in the intersection of personality psychology and other psychological research domains. Copyright © 2018 European Association of Personality Psychology",2018,2019-03-20T17:22:23Z,2019-03-20T17:22:59Z,2019-03-20T17:22:23Z,269-285,3,32,NA,NA,NA,en,Copyright © 2018 European Association of Personality Psychology,Wiley Online Library,NA,NA,C:\Users\Steve\Zotero\storage\LNEXCPFB\Sened e.a. - 2018 - The Use of Intensive Longitudinal Methods in Expla.pdf, C:\Users\Steve\Zotero\storage\QMGNPFM6\per.html,NA,causality; empirical methods; experience sampling methods; intensive longitudinal methods,TRUE,FALSE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000029,C:\Users\Steve\Zotero\storage\LNEXCPFB\Sened e.a. - 2018 - The Use of Intensive Longitudinal Methods in Expla.pdf,TRUE
2Q2ZUMS4,journalArticle,2017,"Knutsen, Carl Henrik; Kotsadam, Andreas; Olsen, Eivind Hammersmark; Wig, Tore",Mining and Local Corruption in Africa,American Journal of Political Science,1540-5907,10.1111/ajps.12268,https://onlinelibrary-wiley-com.ezp.lib.unimelb.edu.au/doi/abs/10.1111/ajps.12268,NA,2017-04-01,2018-04-04T01:14:22Z,2018-04-04T01:14:29Z,2018-04-04T01:14:22Z,320-334,2,61,NA,NA,NA,en,NA,onlinelibrary-wiley-com.ezp.lib.unimelb.edu.au,NA,NA,C:\Users\Steve\Zotero\storage\VFJJXHYH\Knutsen et al. - 2017 - Mining and Local Corruption in Africa.pdf, C:\Users\Steve\Zotero\storage\DW6UL6CQ\ajps.html,NA,NA,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,a000030,C:\Users\Steve\Zotero\storage\VFJJXHYH\Knutsen et al. - 2017 - Mining and Local Corruption in Africa.pdf,TRUE
