article_id,coder_initials,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,
a000373,Michelle,2020-05-05,yes,,yes,,yes,,1,1,https://osf.io/4q3dc/,yes,,https://osf.io/4q3dc/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000391,Michelle,2020-05-05,yes,,yes,,yes,,2,1,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,,IRIS DATABASE,yes,,other,Need to fill in a form to download data,Did not download data as form is required to be filled out,
,,,,,,,,,,2,https://github.com/knights-lab/douc_gut_sites,yes,,https://github.com/knights-lab/douc_gut_sites,yes,,GITHUB,yes,,yes,,I didn't have any problems with this link,
a000416,Michelle,2020-05-05,yes,,yes,,yes,,1,1,https://osf.io/g3sca/wiki/home,yes,,https://osf.io/g3sca/wiki/home,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000425,Michelle,2020-05-05,yes,,yes,,yes,,1,1,www.dx.doi.org/10.7910/DVN/DIDBMQ,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DIDBMQ,yes,,HAVARD DATAVERSE,yes,,yes,,I didn't have any problems with this article,
a000438,Michelle,2020-05-05,yes,,yes,,yes,,1,1,osf.io/snfjx,yes,,https://osf.io/snfjx/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000439,Michelle,2020-05-05,yes,,yes,,yes,,1,1,http://dx.doi.org/10.7910/DVN/HDMGLY,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HDMGLY,yes,,HAVARD DATAVERSE,yes,,yes,,I didn't have any problems with this article,
a000471,Michelle,2020-05-05,yes,,yes,,yes,,1,1,https://osf.io/5ka94/?view_only=15c365b391ed4e4d9d38c811ea359392,yes,,https://osf.io/5ka94/?view_only=15c365b391ed4e4d9d38c811ea359392,yes,,OSF,yes,,yes,,"There was a supplementary data link (but ignored because there was an open data link), supplementary data link: https://doi.org/10.1016/j.jesp.2019.103893",
a000476,Michelle,2020-05-06,yes,,yes,,yes,,1,1,https://osf.io/avz8g/,yes,,https://osf.io/avz8g/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000485,Michelle,2020-05-06,yes,,yes,,yes,,1,1,https://osf.io/wjxpf/,yes,,https://osf.io/wjxpf/,yes,,OSF,yes,,yes,,"Additional data seems to be available upon complemetion. Article states: All data and materials are part of the European consortia MATRICS (www.matrics-project.eu) and Aggressotype (www.aggressotype.eu) and will be made publicly available after the formal finishing of these projects. Currently, access to the full data-set and code is contingent on adherence to the Aggressotype/MATRICS data use agreement and dissemination policies which can be found in the Aggressotype documentation and/or by contacting the Project Management Office (www.aggressotype.eu/images/Aggressotype_dissemination_guidelines.pdf and www.matrics-project.eu/about/coordinator-and-project-office).",
a000524,Michelle,2020-05-06,yes,,yes,,yes,,1,1,https://osf.io/mcvt7/wiki/home/,yes,,https://osf.io/mcvt7/wiki/home/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000531,Michelle,2020-05-06,yes,,yes,,yes,,1,1,https://osf.io/u9bsv/,yes,,https://osf.io/u9bsv,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000543,Michelle,2020-05-06,yes,,yes,,yes,,1,1,https://osf.io/daj2p/,yes,,https://osf.io/daj2p/,yes,,OSF,yes,,yes,,"There was a supplementary data link (but ignored because there was an open data link), supplementary data link: at https://doi.org/10.1016/j.jesp.2018.05.002.",
a000575,Michelle,2020-05-06,yes,,yes,,yes,,1,1,http://hdl.handle.net/2374.MIA/6254,no,Error - cannot connect to server,,,,,,,,,Error - cannot connect to server when data link is accessed,
a000778,Michelle,2020-05-06,yes,,yes,,yes,,1,1,https://osf.io/fc8yt/,yes,,https://osf.io/fc8yt,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000849,Michelle,2020-05-06,yes,,yes,,yes,,1,1,http://dx.doi.org/10.7910/DVN/NQOWDE,yes,,https://ezid.cdlib.org/,yes,,EZID,no,"Link takes to EZID homepage, no specific data pertaining to article shows up",,,"Redirected to homepage, no data pertaining to article to download",
a000878,Michelle,2020-05-06,yes,,yes,,yes,,3,1,https://osf.io/uqmh4/,yes,,https://osf.io/uqmh4/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
,,,,,,,,,,2,https://osf.io/5gd9m/,yes,,https://osf.io/5gd9m/,yes,,OSF,yes,,yes,,The link directly links to the data given in link one,
,,,,,,,,,,3,osf.io/szvfp,yes,,https://osf.io/szvfp/,yes,,OSF,yes,,yes,,The link directly links to the data given in link one,
a000947,Michelle,2020-05-06,yes,,yes,,yes,,1,1,https://osf.io/4492y,yes,,https://osf.io/4492y,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001045,Michelle,2020-05-07,yes,,yes,,yes,,1,1,https://osf.io/vgmjs/,yes,,https://osf.io/vgmjs/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001072,Michelle,2020-05-07,yes,,yes,,yes,,1,1,osf.io/pe5d7,yes,,https://osf.io/pe5d7/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001113,Michelle,2020-05-07,yes,,yes,,yes,,3,1,https://doi.org/10.5160/psychdata.zrce16dy99,yes,,https://www.psychdata.de/index.php?main=search&sub=browse&id=zrce16dy99&lang=ger&version=10002,yes,,PSYCHDATA,yes,,no,Need to fill in form to 'Order Data',Cannot download data from link without filling in form,
,,,,,,,,,,2,https://osf.io/b8pu6/,yes,,https://osf.io/b8pu6/,yes,,OSF,yes,,yes,,I didn't have any problems with this link,
,,,,,,,,,,3,https://osf.io/hafsx/,yes,,https://osf.io/hafsx,yes,,OSF,yes,,yes,,I didn't have any problems with this link,
a001122,Michelle,2020-05-07,yes,,yes,,yes,,1,1,http://doi.org/10.7910/DVN/4XI0UG,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/4XI0UG,yes,,HAVARD DATAVERSE,yes,,yes,,I didn't have any problems with this article,
a001150,Michelle,2020-05-07,yes,,yes,,yes,,1,1,https://osf.io/g6x7f/?view_only=a780cde9131745bebce281fcd0029a9c,yes,,https://osf.io/g6x7f/?view_only=a780cde9131745bebce281fcd0029a9c,yes,,OSF,yes,,yes,,"There was a supplementary data link (but ignored because there was an open data link), supplementary data link: https://doi.org/10.1016/j.jesp.2017.10.006",
a001173,Michelle,2020-05-07,yes,,yes,,yes,,1,1,http://dx.doi.org/10.7910/DVN/S9MIJU,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/S9MIJU,yes,,HAVARD DATAVERSE,yes,,yes,,I didn't have any problems with this article,
a001214,Michelle,2020-05-07,yes,,yes,,yes,,1,1,http://doi.org/10.7910/DVN/ZYRC8S,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZYRC8S,yes,,HAVARD DATAVERSE,yes,,yes,,I didn't have any problems with this article,
a001259,Michelle,2020-05-07,no,,yes,,yes,,1,1,https://osf.io/rstc5/,yes,,https://osf.io/rstc5/,yes,,OSF,yes,,yes,,No data badge but open data availablity statement,
a001284,Michelle,2020-05-07,yes,,yes,,yes,,1,1,https://osf.io/dqgep/,yes,,https://osf.io/dqgep/,yes,,OSF,yes,,yes,,"There was a supplementary data link (but ignored because there was an open data link), supplementary data link: https://doi.org/10.1016/j.jesp.2017.10.002",
a001445,Michelle,2020-05-07,yes,,yes,,yes,,1,1,https://osf.io/e2aks/,yes,,https://osf.io/e2aks/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001486,Michelle,2020-05-07,yes,,yes,,yes,,1,1,http://osf.io/64nzg,yes,,https://osf.io/64nzg/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001489,Michelle,2020-05-07,yes,,yes,,yes,,1,1,osf.io/kd8b3,yes,,https://osf.io/kd8b3/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001559,Michelle,2020-05-07,yes,,yes,,yes,,1,1,https://doi.org/10.17605/osf.io/rq4fv,yes,,https://osf.io/rq4fv/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001658,Michelle,2020-05-07,yes,,yes,,yes,,1,1,https://dx.doi.org/10.17605/OSF.IO/MGBVC,yes,,https://osf.io/mgbvc/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000176,Michelle,2020-05-08,yes,,yes,,yes,,1,1,https://osf.io/5ybhd/,yes,,https://osf.io/5ybhd/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000316,Michelle,2020-05-08,yes,,yes,,yes,,1,1,https://osf.io/nft78/,yes,,https://osf.io/nft78/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000327,Michelle,2020-05-08,yes,,yes,,yes,,1,1,https://osf.io/5whvu,yes,,https://osf.io/5whvu,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000362,Michelle,2020-05-08,yes,,yes,,yes,,1,1,https://osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714,yes,,https://osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000366,Michelle,2020-05-08,yes,,yes,,yes,,1,1,https://osf.io/9x6wm/,yes,,https://osf.io/9x6wm/,yes,,OSF,yes,,yes,,"There was a supplementary data link (but ignored because there was an open data link), supplementary data link: https://doi.org/10.1016/j.jesp.2019.04.007",
a000389,Michelle,2020-05-08,yes,,yes,,yes,,3,1,https://osf.io/kq897,yes,,https://osf.io/kq897,yes,,OSF,yes,,yes,,I didn't have any problems with this link,
,,,,,,,,,,2,https://osf.io/f78gs/,yes,,https://osf.io/f78gs/,yes,,OSF,yes,,yes,,I didn't have any problems with this link,
,,,,,,,,,,3,http://www.psych.nyu.edu/westlab/lab-resources.html,yes,,http://www.psych.nyu.edu/westlab/lab-resources.html,yes,,THE WEST INTERPERSONAL PERCEPTION LAB,yes,,yes,,I didn't have any problems with this link,
a000479,Michelle,2020-05-08,yes,,yes,,yes,,1,1,https://osf.io/kce5n/,yes,,https://osf.io/kce5n/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000566,Michelle,2020-05-08,yes,,yes,,yes,,1,1,http://thedata.harvard.edu/dvn/dv/physics,yes,,https://dataverse.harvard.edu/dataverse/physics,yes,,HAVARD DATAVERSE,yes,,yes,,I didn't have any problems with this article,
a000589,Michelle,2020-05-08,yes,,yes,,yes,,1,1,https://doi.org/10.7910/DVN/QBHGRC,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QBHGRC,yes,,HAVARD DATAVERSE,yes,,yes,,I didn't have any problems with this article,
a000858,Michelle,2020-05-08,yes,,yes,,yes,,1,1,https://osf.io/g8xyt/,yes,,https://osf.io/g8xyt/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000901,Michelle,2020-05-08,yes,,yes,,yes,,1,1,http://dx.doi.org/10.7910/DVN/GZA3GY,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GZA3GY,yes,,HAVARD DATAVERSE,yes,,other,File size > 100 MB,Did not download files as they were greater than 100MB,
a000964,Michelle,2020-05-08,yes,,yes,,yes,,1,1,https://osf.io/s5pv8/,yes,,https://osf.io/s5pv8/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001023,Michelle,2020-05-08,yes,,yes,,yes,,1,1,https://osf.io/eky4s/,yes,,https://osf.io/eky4s/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001029,Michelle,2020-05-08,yes,,yes,,yes,,1,1,https://osf.io/craky/,yes,,https://osf.io/craky/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001211,Michelle,2020-05-08,yes,,yes,,yes,,1,1,http://doi.org/10.7910/DVN/PL2XFD,yes,,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PL2XFD,yes,,HAVARD DATAVERSE,yes,,yes,,I didn't have any problems with this article,
a001499,Michelle,2020-05-08,yes,,yes,,yes,,1,1,osf.io/6b4ag,yes,,https://osf.io/6b4ag/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001560,Michelle,2020-05-08,yes,,other,"No explit statement mentioning data, but contains the following (and link does contain data files): All stud-
ies were preregistered at the Open Science Framework and materials, power calculations, and hypotheses can be found at https://osf.io/nrbjz/",yes,,1,1,https://osf.io/nrbjz/,yes,,https://osf.io/nrbjz/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000026,Michelle,2020-05-12,yes,,no,,no,,,,,,,,,,,,,,,No data availability statement or open data links ,
a000045,Michelle,2020-05-12,yes,,yes,,yes,,1,1,osf.io/u2xct,yes,,https://osf.io/u2xct/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000165,Michelle,2020-05-12,yes,,yes,,yes,,1,1,https://osf.io/uwzsb/,yes,,https://osf.io/uwzsb/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000368,Michelle,2020-05-12,yes,,yes,,yes,,1,1,https://osf.io/akp9n/,yes,,https://osf.io/akp9n/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000550,Michelle,2020-05-12,yes,,yes,,yes,,1,1,http://dx.doi.org/10.23668/psycharchives.2367,yes,,https://www.psycharchives.org/handle/20.500.12034/1999,y,,PSYCH ARCHIVES,yes,,yes,,I didn't have any problems with this article,
a000606,Michelle,2020-05-12,yes,,yes,,yes,,1,1,https://osf.io/9yt23/,yes,,https://osf.io/9yt23/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a000940,Michelle,2020-05-12,yes,,yes,,yes,,1,1,https://osf.io/ea99d/,yes,,https://osf.io/ea99d/,yes,,OSF,yes,,other,One of the zip files > 100MB,"One zip file not downloaded as size was too big. There was a supplementary data link (but ignored because there was an open data link), supplementary data link: https://doi.org/10.1016/j.cortex.2018.12.024",
a001062,Michelle,2020-05-12,yes,,yes,,yes,,1,1,http://datadryad.org/resource/doi:10.5061/dryad.g7b40,yes,,https://datadryad.org/stash/dataset/doi:10.5061/dryad.g7b40,yes,,DRYAD,yes,,yes,,I didn't have any problems with this article,
a001112,Michelle,2020-05-12,yes,,yes,,yes,,1,1,https://osf.io/n2kxa/,yes,,https://osf.io/n2kxa/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
a001268,Michelle,2020-05-12,yes,,no,,yes,,1,1,https://osf.io/cky7g/,yes,,https://osf.io/cky7g/,yes,,OSF,yes,,yes,,I didn't have any problems with this article,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
