article_id,coder_initials,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes,orig_row
a000541,michelle,2020-05-01,yes,NA,yes,NA,yes,NA,1,1,osf.io/zqg9y,yes,NA,https://osf.io/zqg9y/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,328
a000569,michelle,2020-05-01,yes,NA,yes,NA,yes,NA,1,1,osf.io/vh5jt,yes,NA,https://osf.io/vh5jt,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,329
a000592,michelle,2020-05-01,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/24885,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/24885,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,330
a000614,michelle,2020-05-01,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/bktjs/,yes,NA,https://osf.io/bktjs/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,331
a000660,michelle,2020-05-01,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/t86zx/,yes,NA,https://osf.io/t86zx,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,332
a000675,michelle,2020-05-01,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/W1TDGZ,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/W1TDGZ,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,333
a000729,michelle,2020-05-01,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/yvtp2/,yes,NA,https://osf.io/yvtp2/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,334
a000780,michelle,2020-05-01,yes,NA,yes,NA,yes,NA,1,1,osf.io/zc47d,yes,NA,https://osf.io/zc47d/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,335
a000808,michelle,2020-05-04,yes,NA,other,"Does not explicitly have a statement saying data is available, but there is the text 'Open Data' with a hyperlink",yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,336
a000810,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/bqzpt/,yes,NA,https://osf.io/bqzpt/,yes,NA,OSF,yes,NA,other,3/4 of the zip files could be downloaded. One of them (data zip file) > 100 MB,Data zip file could not be downloaded,337
a000886,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5281/zenodo.2591593,yes,NA,https://zenodo.org/record/2591594#.Xq_3NpMzb-Y,yes,NA,ZENODO,yes,NA,yes,NA,I didn't have any problems with this article,338
a000887,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/3xgtk/,yes,NA,https://osf.io/3xgtk,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,339
a000923,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/MYDZNF,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MYDZNF,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,340
a000954,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/2VF2J0,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2VF2J0,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,341
a000957,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,osf.io/3wz2j,yes,NA,https://osf.io/3wz2j/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,342
a000983,michelle,2020-05-04,yes,NA,other,"Does not explicitly have a statement saying data is available, but rather 'All measures in the study are available at (link)'",yes,NA,1,1,https://osf.io/5kpbj/,yes,NA,https://osf.io/5kpbj/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,343
a000984,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/b247s/,yes,NA,https://osf.io/b247s/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,344
a001025,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/h2xry/,yes,NA,https://osf.io/h2xry/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,345
a001039,michelle,2020-05-04,yes,NA,other,"Does not explicitly have a statement saying data is available, but there is the text 'Open Data' with a hyperlink",yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RYVAL1,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RYVAL1,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,346
a001051,michelle,2020-05-04,yes,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No explit statement or link to open data. Supplementary data link however: at https://doi.org/10.1016/j.jesp.2019.03.007,347
a001103,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/qenhu/?view_only=a214ad4886e64dcf8a57048fbde1dfbb,yes,NA,https://osf.io/qenhu/?view_only=a214ad4886e64dcf8a57048fbde1dfbb,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,348
a001176,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataverse/AgreementIndiff,yes,NA,https://dataverse.harvard.edu/dataverse/AgreementIndiff,yes,NA,HAVARD DATAVERSE,yes,NA,other,Need to fill in a form to download the data,"The link also refers to 6 items, in which data can be downloaded for the separate 6 items. Data not downloaded as a form must be filled out.",349
a001194,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/zucn5,yes,NA,https://osf.io/zucn5/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,350
a001313,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/uqh5d/,yes,NA,https://osf.io/uqh5d/,yes,NA,OSF,yes,NA,yes,NA,"There was a supplementary data link (but ignored because there was an open data link), supplementary data link: online at https://doi.org/10.1016/j.jesp.2018.01.006",351
a001321,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/dmbkw/,yes,NA,https://osf.io/dmbkw,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,352
a001333,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/mtsvy/,yes,NA,https://osf.io/mtsvy/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,353
a001354,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/nvq6t/,yes,NA,https://osf.io/nvq6t/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,354
a001391,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/2nj9h/,yes,NA,https://osf.io/2nj9h/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,355
a001468,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/nav9h/,yes,NA,https://osf.io/nav9h/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,356
a001514,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/j479p/,yes,NA,https://osf.io/j479p/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,357
a001514,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/4UBJ8/,yes,NA,https://osf.io/4UBJ8/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,358
a001531,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/3hm4g/,yes,NA,https://osf.io/3hm4g/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,359
a001576,michelle,2020-05-04,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/vq4ak/,yes,NA,https://osf.io/vq4ak,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,360
a000023,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/jbq9v,yes,NA,https://osf.io/jbq9v/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,361
a000075,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/p8f7w/,yes,NA,https://osf.io/p8f7w/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,362
a000115,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/m35b8/,yes,NA,https://osf.io/m35b8/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,363
a000178,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ydpbf/,yes,NA,https://osf.io/ydpbf,yes,NA,OSF,yes,NA,other,1 of the zip files could not be downloaded (Mock session videos) as > 100MB,One of the zip files not downloaded as file size was too big,364
a000242,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/adrwv/,yes,NA,https://osf.io/adrwv/,yes,NA,OSF,yes,NA,other,3/4 of the zip files could not be downloaded as they exceeded 100MB,Not all files download as size was too big. There was a supplementary data link (ignored as there was a link to open data): at https://doi.org/10.1016/j.cortex.2019.05.012,365
a000272,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/p6jfq/,yes,NA,https://osf.io/p6jfq,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,366
a000296,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.6084/m9.figshare.7271480.v1,yes,NA,https://figshare.com/articles/The_Co-occurrence_of_Pitch_and_Rhythm_Disorders_in_Congenital_Amusia/7271480/1,yes,NA,FIGSHARE,yes,NA,yes,NA,"There was a supplementary data link (but ignored because there was an open data link), supplementary data link: https://doi.org/10.1016/j.cortex.2018.11.036",367
a000314,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/xvmr7/,yes,NA,https://osf.io/xvmr7/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,368
a000323,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/we7aj/,yes,NA,https://osf.io/we7aj,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,369
a000373,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4q3dc/,yes,NA,https://osf.io/4q3dc/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,370
a000391,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,2,1,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,https://www.iris-database.org/iris/app/home/detail?id=york:934328,yes,NA,IRIS DATABASE,yes,NA,other,Need to fill in a form to download data,Did not download data as form is required to be filled out,371
a000391,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,2,2,https://github.com/knights-lab/douc_gut_sites,yes,NA,https://github.com/knights-lab/douc_gut_sites,yes,NA,GITHUB,yes,NA,yes,NA,I didn't have any problems with this link,372
a000416,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/g3sca/wiki/home,yes,NA,https://osf.io/g3sca/wiki/home,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,373
a000425,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,1,1,www.dx.doi.org/10.7910/DVN/DIDBMQ,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DIDBMQ,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,374
a000438,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,1,1,osf.io/snfjx,yes,NA,https://osf.io/snfjx/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,375
a000439,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/HDMGLY,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HDMGLY,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,376
a000471,michelle,2020-05-05,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/5ka94/?view_only=15c365b391ed4e4d9d38c811ea359392,yes,NA,https://osf.io/5ka94/?view_only=15c365b391ed4e4d9d38c811ea359392,yes,NA,OSF,yes,NA,yes,NA,"There was a supplementary data link (but ignored because there was an open data link), supplementary data link: https://doi.org/10.1016/j.jesp.2019.103893",377
a000476,michelle,2020-05-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/avz8g/,yes,NA,https://osf.io/avz8g/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,378
a000485,michelle,2020-05-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/wjxpf/,yes,NA,https://osf.io/wjxpf/,yes,NA,OSF,yes,NA,yes,NA,"Additional data seems to be available upon complemetion. Article states: All data and materials are part of the European consortia MATRICS (www.matrics-project.eu) and Aggressotype (www.aggressotype.eu) and will be made publicly available after the formal finishing of these projects. Currently, access to the full data-set and code is contingent on adherence to the Aggressotype/MATRICS data use agreement and dissemination policies which can be found in the Aggressotype documentation and/or by contacting the Project Management Office (www.aggressotype.eu/images/Aggressotype_dissemination_guidelines.pdf and www.matrics-project.eu/about/coordinator-and-project-office).",379
a000524,michelle,2020-05-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/mcvt7/wiki/home/,yes,NA,https://osf.io/mcvt7/wiki/home/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,380
a000531,michelle,2020-05-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/u9bsv/,yes,NA,https://osf.io/u9bsv,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,381
a000543,michelle,2020-05-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/daj2p/,yes,NA,https://osf.io/daj2p/,yes,NA,OSF,yes,NA,yes,NA,"There was a supplementary data link (but ignored because there was an open data link), supplementary data link: at https://doi.org/10.1016/j.jesp.2018.05.002.",382
a000575,michelle,2020-05-06,yes,NA,yes,NA,yes,NA,1,1,http://hdl.handle.net/2374.MIA/6254,no,Error - cannot connect to server,NA,NA,NA,NA,NA,NA,NA,NA,Error - cannot connect to server when data link is accessed,383
a000778,michelle,2020-05-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/fc8yt/,yes,NA,https://osf.io/fc8yt,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,384
a000849,michelle,2020-05-06,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/NQOWDE,yes,NA,https://ezid.cdlib.org/,yes,NA,EZID,no,NA,NA,NA,"Redirected to homepage, no data pertaining to article to download",385
a000878,michelle,2020-05-06,yes,NA,yes,NA,yes,NA,3,1,https://osf.io/uqmh4/,yes,NA,https://osf.io/uqmh4/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,386
a000878,michelle,2020-05-06,yes,NA,yes,NA,yes,NA,3,2,https://osf.io/5gd9m/,yes,NA,https://osf.io/5gd9m/,yes,NA,OSF,yes,NA,yes,NA,The link directly links to the data given in link one,387
a000878,michelle,2020-05-06,yes,NA,yes,NA,yes,NA,3,3,osf.io/szvfp,yes,NA,https://osf.io/szvfp/,yes,NA,OSF,yes,NA,yes,NA,The link directly links to the data given in link one,388
a000947,michelle,2020-05-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4492y,yes,NA,https://osf.io/4492y,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,389
a001045,michelle,2020-05-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/vgmjs/,yes,NA,https://osf.io/vgmjs/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,390
a001072,michelle,2020-05-07,yes,NA,yes,NA,yes,NA,1,1,osf.io/pe5d7,yes,NA,https://osf.io/pe5d7/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,391
a001113,michelle,2020-05-07,yes,NA,yes,NA,yes,NA,3,1,https://doi.org/10.5160/psychdata.zrce16dy99,yes,NA,https://www.psychdata.de/index.php?main=search&sub=browse&id=zrce16dy99&lang=ger&version=10002,yes,NA,PSYCHDATA,yes,NA,no,NA,Cannot download data from link without filling in form,392
a001113,michelle,2020-05-07,yes,NA,yes,NA,yes,NA,3,2,https://osf.io/b8pu6/,yes,NA,https://osf.io/b8pu6/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this link,393
a001113,michelle,2020-05-07,yes,NA,yes,NA,yes,NA,3,3,https://osf.io/hafsx/,yes,NA,https://osf.io/hafsx,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this link,394
a001122,michelle,2020-05-07,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/4XI0UG,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/4XI0UG,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,395
a001150,michelle,2020-05-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/g6x7f/?view_only=a780cde9131745bebce281fcd0029a9c,yes,NA,https://osf.io/g6x7f/?view_only=a780cde9131745bebce281fcd0029a9c,yes,NA,OSF,yes,NA,yes,NA,"There was a supplementary data link (but ignored because there was an open data link), supplementary data link: https://doi.org/10.1016/j.jesp.2017.10.006",396
a001173,michelle,2020-05-07,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/S9MIJU,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/S9MIJU,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,397
a001214,michelle,2020-05-07,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/ZYRC8S,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZYRC8S,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,398
a001259,michelle,2020-05-07,no,NA,yes,NA,yes,NA,1,1,https://osf.io/rstc5/,yes,NA,https://osf.io/rstc5/,yes,NA,OSF,yes,NA,yes,NA,No data badge but open data availablity statement,399
a001284,michelle,2020-05-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/dqgep/,yes,NA,https://osf.io/dqgep/,yes,NA,OSF,yes,NA,yes,NA,"There was a supplementary data link (but ignored because there was an open data link), supplementary data link: https://doi.org/10.1016/j.jesp.2017.10.002",400
a001445,michelle,2020-05-07,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/e2aks/,yes,NA,https://osf.io/e2aks/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,401
a001486,michelle,2020-05-07,yes,NA,yes,NA,yes,NA,1,1,http://osf.io/64nzg,yes,NA,https://osf.io/64nzg/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,402
a001489,michelle,2020-05-07,yes,NA,yes,NA,yes,NA,1,1,osf.io/kd8b3,yes,NA,https://osf.io/kd8b3/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,403
a001559,michelle,2020-05-07,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.17605/osf.io/rq4fv,yes,NA,https://osf.io/rq4fv/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,404
a001658,michelle,2020-05-07,yes,NA,yes,NA,yes,NA,1,1,https://dx.doi.org/10.17605/OSF.IO/MGBVC,yes,NA,https://osf.io/mgbvc/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,405
a000176,michelle,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/5ybhd/,yes,NA,https://osf.io/5ybhd/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,406
a000316,michelle,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/nft78/,yes,NA,https://osf.io/nft78/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,407
a000327,michelle,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/5whvu,yes,NA,https://osf.io/5whvu,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,408
a000362,michelle,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714,yes,NA,https://osf.io/rh9x6/?view_only=65ae8ed424e84dfda8594efa5b3aa714,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,409
a000366,michelle,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/9x6wm/,yes,NA,https://osf.io/9x6wm/,yes,NA,OSF,yes,NA,yes,NA,"There was a supplementary data link (but ignored because there was an open data link), supplementary data link: https://doi.org/10.1016/j.jesp.2019.04.007",410
a000389,michelle,2020-05-08,yes,NA,yes,NA,yes,NA,3,1,https://osf.io/kq897,yes,NA,https://osf.io/kq897,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this link,411
a000389,michelle,2020-05-08,yes,NA,yes,NA,yes,NA,3,2,https://osf.io/f78gs/,yes,NA,https://osf.io/f78gs/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this link,412
a000389,michelle,2020-05-08,yes,NA,yes,NA,yes,NA,3,3,http://www.psych.nyu.edu/westlab/lab-resources.html,yes,NA,http://www.psych.nyu.edu/westlab/lab-resources.html,yes,NA,THE WEST INTERPERSONAL PERCEPTION LAB,yes,NA,yes,NA,I didn't have any problems with this link,413
a000479,michelle,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/kce5n/,yes,NA,https://osf.io/kce5n/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,414
a000566,michelle,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,http://thedata.harvard.edu/dvn/dv/physics,yes,NA,https://dataverse.harvard.edu/dataverse/physics,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,415
a000589,michelle,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/QBHGRC,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QBHGRC,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,416
a000858,michelle,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/g8xyt/,yes,NA,https://osf.io/g8xyt/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,417
a000901,michelle,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/GZA3GY,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GZA3GY,yes,NA,HAVARD DATAVERSE,yes,NA,other,File size > 100 MB,Did not download files as they were greater than 100MB,418
a000964,michelle,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/s5pv8/,yes,NA,https://osf.io/s5pv8/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,419
a001023,michelle,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/eky4s/,yes,NA,https://osf.io/eky4s/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,420
a001029,michelle,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/craky/,yes,NA,https://osf.io/craky/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,421
a001211,michelle,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,http://doi.org/10.7910/DVN/PL2XFD,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PL2XFD,yes,NA,HAVARD DATAVERSE,yes,NA,yes,NA,I didn't have any problems with this article,422
a001499,michelle,2020-05-08,yes,NA,yes,NA,yes,NA,1,1,osf.io/6b4ag,yes,NA,https://osf.io/6b4ag/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,423
a001560,michelle,2020-05-08,yes,NA,other,"No explit statement mentioning data, but contains the following (and link does contain data files): All stud-
ies were preregistered at the Open Science Framework and materials, power calculations, and hypotheses can be found at https://osf.io/nrbjz/",yes,NA,1,1,https://osf.io/nrbjz/,yes,NA,https://osf.io/nrbjz/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,424
a000026,michelle,2020-05-12,yes,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No data availability statement or open data links,425
a000045,michelle,2020-05-12,yes,NA,yes,NA,yes,NA,1,1,osf.io/u2xct,yes,NA,https://osf.io/u2xct/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,426
a000165,michelle,2020-05-12,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/uwzsb/,yes,NA,https://osf.io/uwzsb/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,427
a000368,michelle,2020-05-12,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/akp9n/,yes,NA,https://osf.io/akp9n/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,428
a000550,michelle,2020-05-12,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.23668/psycharchives.2367,yes,NA,https://www.psycharchives.org/handle/20.500.12034/1999,yes,NA,PSYCH ARCHIVES,yes,NA,yes,NA,I didn't have any problems with this article,429
a000606,michelle,2020-05-12,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/9yt23/,yes,NA,https://osf.io/9yt23/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,430
a000940,michelle,2020-05-12,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ea99d/,yes,NA,https://osf.io/ea99d/,yes,NA,OSF,yes,NA,other,One of the zip files > 100MB,"One zip file not downloaded as size was too big. There was a supplementary data link (but ignored because there was an open data link), supplementary data link: https://doi.org/10.1016/j.cortex.2018.12.024",431
a001062,michelle,2020-05-12,yes,NA,yes,NA,yes,NA,1,1,http://datadryad.org/resource/doi:10.5061/dryad.g7b40,yes,NA,https://datadryad.org/stash/dataset/doi:10.5061/dryad.g7b40,yes,NA,DRYAD,yes,NA,yes,NA,I didn't have any problems with this article,432
a001112,michelle,2020-05-12,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/n2kxa/,yes,NA,https://osf.io/n2kxa/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,433
a001268,michelle,2020-05-12,yes,NA,no,NA,yes,NA,1,1,https://osf.io/cky7g/,yes,NA,https://osf.io/cky7g/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article,434
