"study_id","coder_initials","date_coded","has_data_badge","has_data_badge_other","data_availability_statement","data_availability_statement_other","article_has_links","article_has_links_other","number_of_links","link_number","link_url","link_work","link_work_noother","resolved_url","is_repository","is_repository_other","repository_name","files_exist","files_exist_other","download_success","download_success_other","notes","final_data_avail_statement","final_art_has_links","final_link_works","final_files_exist","final_download_success","final_download_success2","Publication Year","Author","Title","Publication Title","ISSN","DOI","Pages","Issue","Volume","OpenDataBadge","OpenMaterialsBadge","PreregisteredBadge","ErratumTag","effective_year","PROpenData","PRPreregistered","PROpenMaterials","DEPreregistered","TCPreregistered","PreregisteredPlus"
"a001002","EG","12/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/udrjg/","yes",,"https://osf.io/udrjg/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Moher, Jeff","Distracting Objects Induce Early Quitting in Visual Search","Psychological Science","0956-7976","10.1177/0956797619886809","31-42","1",31,TRUE,FALSE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001174","EG","12/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/udxqp/","yes",,"https://osf.io/udxqp/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Piazza, Elise A.; Hasenfratz, Liat; Hasson, Uri; Lew-Williams, Casey","Infant and Adult Brains Are Coupled to the Dynamics of Natural Communication","Psychological Science","0956-7976","10.1177/0956797619878698","6-17","1",31,TRUE,TRUE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002074","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/uhbx5/","yes",,"https://osf.io/uhbx5/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Thyer, William; Adam, Kirsten C. S.; Diaz, Gisella K.; Velázquez Sánchez, Itzel N.; Vogel, Edward K.; Awh, Edward","Storage in Visual Working Memory Recruits a Content-Independent Pointer System","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221090923","1680-1694","10",33,TRUE,TRUE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001989","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/ujhn9/","yes",,"https://osf.io/ujhn9/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Schaumberg, Rebecca L.; Skowronek, Samuel E.","Shame Broadcasts Social Norms: The Positive Social Effects of Shame on Norm Acquisition and Normative Behavior","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221075303","1257-1277","8",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a000291","EG","12/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/uncbt/","yes",,"https://osf.io/uncbt/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Treiman, Rebecca; Wolter, Sloane","Use of Letter Names Benefits Young Children’s Spelling","Psychological Science","0956-7976","10.1177/0956797619888837","43-50","1",31,TRUE,TRUE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002109","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/uskbm/","yes",,"https://osf.io/uskbm/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Caluori, Nava; Jackson, Joshua Conrad; Gray, Kurt; Gelfand, Michele","Conflict Changes How People View God","Psychological Science","0956-7976, 1467-9280","10.1177/0956797619895286","280-292","3",31,TRUE,FALSE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001830","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/uyv64/","yes",,"https://osf.io/uyv64/","yes",,"OSF","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Pasek, Michael H.; Kelly, John Michael; Shackleford, Crystal; White, Cindel J. M.; Vishkin, Allon; Smith, Julia M.; Norenzayan, Ara; Shariff, Azim; Ginges, Jeremy","Thinking About God Encourages Prosociality Toward Religious Outgroups: A Cross-Cultural Investigation","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231158576","657-669","6",34,TRUE,TRUE,TRUE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001678","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/uzmb9/","yes",,"https://osf.io/uzmb9/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Jarvis, Shoshana N.; Ebersole, Charles R.; Nguyen, Christine Q.; Zhu, Minwan; Kray, Laura J.","Stepping Up to the Mic: Gender Gaps in Participation in Live Question-and-Answer Sessions at Academic Conferences","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221094036","1882-1893","11",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001680","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/uzncm/","yes",,"https://osf.io/uzncm/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Jeong, Martha; Minson, Julia A.; Gino, Francesca","In Generous Offers I Trust: The Effect of First-Offer Value on Economically Vulnerable Behaviors","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620916705","644-653","6",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001753","EG","30/5/2024","yes",,"yes",,"yes",,2,1,"https://osf.io/v3stn","yes",,"https://osf.io/v3stn/","yes",,"OSF","yes",,"yes",,"Separate links given. Experiment 1 Link","yes","yes","yes","yes","yes","yes",2021,"Vaughan-Johnston, Thomas I.; Jacobson, Jill A.; Prosserman, Alex; Sanders, Emily","Mind-Body Practices and Self-Enhancement: Direct Replications of Gebauer et al.’s (2018) Experiments 1 and 2","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621997366","1510-1521","9",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001698","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/v4dx7/","yes",,"https://osf.io/v4dx7/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Markey, Patrick M.; Feeney, Erika; Berry, Brooke; Hopkins, Lauren; Creedon, Isabel","Deception Cues During High-Risk Situations: 911 Homicide Calls","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221077216","1040-1047","7",33,TRUE,FALSE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001787","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/vcydf/","yes",,"https://osf.io/vcydf/","yes",,"OSF","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2022,"Hartmann, Helena; Forbes, Paul A. G.; Rütgen, Markus; Lamm, Claus","Placebo Analgesia Reduces Costly Prosocial Helping to Lower Another Person’s Pain","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221119727","1867-1881","11",33,TRUE,FALSE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001685","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/ve837/","yes",,"https://osf.io/ve837/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Hu, Yang; Philippe, Rémi; Guigon, Valentin; Zhao, Sasa; Derrington, Edmund; Corgnet, Brice; Bonaiuto, James J.; Dreher, Jean-Claude","Perturbation of Right Dorsolateral Prefrontal Cortex Makes Power Holders Less Resistant to Tempting Bribes","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211042379","412-423","3",33,TRUE,TRUE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002100","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/vf9s2/","yes",,"https://osf.io/vf9s2/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Inagaki, Tristen K.; Gianaros, Peter J.","Resting (Tonic) Blood Pressure Is Associated With Sensitivity to Imagined and Acute Experiences of Social Pain: Evidence From Three Studies","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211061107","984-998","6",33,TRUE,FALSE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002220","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/vfd2n/","yes",,"https://osf.io/vfd2n/","yes",,"OSF","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Eschman, Bret; Ross-Sheehy, Shannon","Visual Short-Term Memory Persists Across Multiple Fixations: An <i>n</i> -Back Approach to Quantifying Capacity in Infants and Adults","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221136509","370-383","3",34,TRUE,FALSE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002060","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/vfdrt/","yes",,"https://osf.io/vfdrt/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2023,"Lai, Calvin K.; Lisnek, Jaclyn A.","The Impact of Implicit-Bias-Oriented Diversity Training on Police Officers’ Beliefs, Motivations, and Actions","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221150617","424-434","4",34,TRUE,TRUE,TRUE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002223","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/vtf6d/","yes",,"https://osf.io/vtf6d/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Shirazi, Talia N.; Self, Heather; Rosenfield, Kevin A.; Dawood, Khytam; Welling, Lisa L. M.; Cárdenas, Rodrigo; Bailey, J. Michael; Balasubramanian, Ravikumar; Delaney, Angela; Breedlove, S. Marc; Puts, David A.","Low Perinatal Androgens Predict Recalled Childhood Gender Nonconformity in Men","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211036075","343-353","3",33,TRUE,TRUE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002063","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/vtpf8","yes",,"https://osf.io/vtpf8/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Germano, Adriana L.; Ziegler, Sianna A.; Banham, Laura; Cheryan, Sapna","Do Diversity Awards Discourage Applicants From Marginalized Groups From Pursuing More Lucrative Opportunities?","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621993109","1346-1361","9",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002099","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/w2xu8/","yes",,"https://osf.io/w2xu8/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Dungan, James A.; Munguia Gomez, David M.; Epley, Nicholas","Too Reluctant to Reach Out: Receiving Social Support Is More Positive Than Expressers Expect","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221082942","1300-1312","8",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001978","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/w3qrn/","yes",,"https://osf.io/w3qrn/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2023,"Kundro, Timothy G.; Nurmohamed, Samir; Kakkar, Hemant; Affinito, Salvatore J.","Time and Punishment: Time Delays Exacerbate the Severity of Third-Party Punishment","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231173900","914-931","8",34,TRUE,FALSE,TRUE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001845","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/w4kht/","yes",,"https://osf.io/w4kht/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2023,"Van Prooijen, Jan-Willem; Wahring, Iris; Mausolf, Laura; Mulas, Nicole; Shwan, Shayda","Just Dead, Not Alive: Reconsidering Belief in Contradictory Conspiracy Theories","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231158570","670-682","6",34,TRUE,TRUE,TRUE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002083","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/w8skp/","yes",,"https://osf.io/w8skp/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Wahlheim, Christopher N.; Eisenberg, Michelle L.; Stawarczyk, David; Zacks, Jeffrey M.","Understanding Everyday Events: Predictive-Looking Errors Drive Memory Updating","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211053596","765-781","5",33,TRUE,TRUE,FALSE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001966","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/wg6de/","yes",,"https://osf.io/wg6de/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Caplan, Spencer; Hafri, Alon; Trueswell, John C.","Now You Hear Me, Later You Don’t: The Immediacy of Linguistic Computation and the Representation of Speech","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620968787","410-423","3",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001668","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/whzcx/","yes",,"https://osf.io/whzcx/","yes",,"OSF","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Zajenkowski, Marcin; Gignac, Gilles E.; Rogoza, Radosław; Górniak, Jeremiasz; Maciantowicz, Oliwia; Leniarska, Maria; Jonason, Peter K.; Jankowski, Konrad S.","Ego-Boosting Hormone: Self-Reported and Blood-Based Testosterone Are Associated With Higher Narcissism","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231184886","1024-1032","9",34,TRUE,FALSE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002093","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/wk345/","yes",,"https://osf.io/wk345/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2022,"Ponce De Leon, Rebecca; Rifkin, Jacqueline R.; Larrick, Richard P.","“They’re Everywhere!”: Symbolically Threatening Groups Seem More Pervasive Than Nonthreatening Groups","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211060009","957-970","6",33,TRUE,TRUE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001710","EG","13/4/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/wn2yb/","yes",,"https://osf.io/wn2yb/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2023,"O’Mara Kunz, Erin M.; Howell, Jennifer L.; Beasley, Nicole","Surviving Racism and Sexism: What Votes in the Television Program <i>Survivor</i> Reveal About Discrimination","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231165665","726-735","6",34,TRUE,TRUE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001836","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/wt4e5/","yes",,"https://osf.io/wt4e5/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Rabinovitch, Hagai; Bereby-Meyer, Yoella; Budescu, David V.","Achieving More With Less: Intuitive Correction in Selection","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620903717","437-448","4",31,TRUE,TRUE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001893","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/wtpmd/","yes",,"https://osf.io/wtpmd/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Walker, Caren M.; Rett, Alexandra; Bonawitz, Elizabeth","Design Drives Discovery in Causal Learning","Psychological Science","0956-7976","10.1177/0956797619898134","129-138","2",31,TRUE,FALSE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002041","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"http://osf.io/wumry","yes",,"https://osf.io/wumry/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2023,"Wen, Tanya; Geddert, Raphael M.; Madlon-Kay, Seth; Egner, Tobias","Transfer of Learned Cognitive Flexibility to Novel Stimuli and Task Sets","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221141854","435-454","4",34,TRUE,TRUE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001998","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/wzsx6","yes",,"https://osf.io/wzsx6/","yes",,"OSF Registries","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Zhu, Rebecca; Gopnik, Alison","Preschoolers and Adults Learn From Novel Metaphors","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231165267","696-704","6",34,TRUE,FALSE,TRUE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001769","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/x5493","yes",,"https://osf.io/x5493/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Bohn, Manuel; Kordt, Clara; Braun, Maren; Call, Josep; Tomasello, Michael","Learning Novel Skills From Iconic Gestures: A Developmental and Evolutionary Perspective","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620921519","873-880","7",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002094","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/x79pm","yes",,"https://osf.io/x79pm/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Harris, Elizabeth A.; Van Bavel, Jay J.","Preregistered Replication of “Feeling Superior Is a Bipartisan Issue: Extremity (Not Direction) of Political Views Predicts Perceived Belief Superiority”","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620968792","451-458","3",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002213","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/xbp2f/?view_only=d6b110b808454c4f85820777ea80438d","yes",,"https://osf.io/xbp2f/?view_only=d6b110b808454c4f85820777ea80438d","yes",,"OSF","yes",,"yes",,"view only link but can still downloafrom browser","yes","yes","yes","yes","yes","yes",2023,"Millgram, Yael; Nock, Matthew K.; Bailey, David D.; Goldenberg, Amit","Knowledge About the Source of Emotion Predicts Emotion-Regulation Attempts, Strategies, and Perceived Emotion-Regulation Success","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231199440","1244-1255","11",34,TRUE,TRUE,TRUE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001938","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/xdpku","yes",,"https://osf.io/xdpku/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Bechler, Christopher J.; Tormala, Zakary L.; Rucker, Derek D.","The Attitude–Behavior Relationship Revisited","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621995206","1285-1297","8",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002127","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/xgwzf/","yes",,"https://osf.io/xgwzf/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2023,"Gasser, Camille; Davachi, Lila","Cross-Modal Facilitation of Episodic Memory by Sequential Action Execution","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231158292","581-602","5",34,TRUE,TRUE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001865","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/xhnsy","yes",,"https://osf.io/xhnsy/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"McGue, Matt; Willoughby, Emily A.; Rustichini, Aldo; Johnson, Wendy; Iacono, William G.; Lee, James J.","The Contribution of Cognitive and Noncognitive Skills to Intergenerational Social Mobility","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620924677","835-847","7",31,TRUE,FALSE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002061","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/xk78c/","yes",,"https://osf.io/xk78c/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Greene, Nathaniel R.; Naveh-Benjamin, Moshe","A Specificity Principle of Memory: Evidence From Aging and Associative Memory","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620901760","316-331","3",31,TRUE,FALSE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001930","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/xm7pw","yes",,"https://osf.io/xm7pw/","yes",,"OSF Registries","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2020,"Hatz, Laura E.; Park, Sanghyuk; McCarty, Kayleigh N.; McCarthy, Denis M.; Davis-Stober, Clintin P.","Young Adults Make Rational Sexual Decisions","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620925036","944-956","8",31,TRUE,TRUE,FALSE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002185","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/xn8g7/","yes",,"https://osf.io/xn8g7/","yes",,"OSF","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Xiao, Naiqi G.; Emberson, Lauren L.","Visual Perception Is Highly Flexible and Context Dependent in Young Infants: A Case of Top-Down-Modulated Motion Perception","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231177968","875-886","8",34,TRUE,TRUE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001810","EG","30/5/2024","yes",,"yes",,"yes",,3,2,"https://osf.io/xvd6s/","yes",,"https://osf.io/xvd6s/","yes",,"OSF","yes",,"yes",,"This is a meta-analysis. Author description of this data file: 'The distributions of coefficients derived from our data processing, alongside annotated analysis scripts, are publicly available via OSF and can be accessed at https://osf.io/xvd6s/.'","yes","yes","yes","yes","yes","yes",2022,"Shaw, Heather; Taylor, Paul J.; Ellis, David A.; Conchie, Stacey M.","Behavioral Consistency in the Digital Age","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211040491","364-370","3",33,TRUE,FALSE,TRUE,FALSE,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002195","EG","30/5/2024","yes",,"yes",,"yes",,2,2,"https://osf.io/xwzpc/","yes",,"https://osf.io/xwzpc/","yes",,"OSF","yes",,"yes",,"Preregistered Direct Replications (PDRs) 2","yes","yes","yes","yes","yes","yes",2020,"Van Der Cruyssen, Ine; D’hondt, Jonathan; Meijer, Ewout; Verschuere, Bruno","Does Honesty Require Time? Two Preregistered Direct Replications of Experiment 2 of Shalvi, Eldar, and Bereby-Meyer (2012)","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620903716","460-467","4",31,TRUE,TRUE,TRUE,FALSE,2020,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"a001745","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/xzke7/","yes",,"https://osf.io/xzke7/","yes",,"OSF","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Crüwell, Sophia; Apthorp, Deborah; Baker, Bradley J.; Colling, Lincoln; Elson, Malte; Geiger, Sandra J.; Lobentanzer, Sebastian; Monéger, Jean; Patterson, Alex; Schwarzkopf, D. Samuel; Zaneva, Mirela; Brown, Nicholas J. L.","What’s in a Badge? A Computational Reproducibility Investigation of the Open Data Badge Policy in One Issue of <i>Psychological Science</i>","Psychological Science","0956-7976, 1467-9280","10.1177/09567976221140828","512-522","4",34,TRUE,FALSE,FALSE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001976","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/y3ud7","yes",,"https://osf.io/y3ud7/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Depow, Gregory John; Francis, Zoë; Inzlicht, Michael","The Experience of Empathy in Everyday Life","Psychological Science","0956-7976, 1467-9280","10.1177/0956797621995202","1198-1213","8",32,TRUE,TRUE,TRUE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001805","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/y4dms","yes",,"https://osf.io/y4dms/","yes",,"OSF Registries","yes",,"yes",,"Data availability statement written in main text rather than in additional section before references. Badge image presented at end of where standalone statement expected to be.","yes","yes","yes","yes","yes","yes",2023,"Colombatto, Clara; Everett, Jim A. C.; Senn, Julien; Maréchal, Michel André; Crockett, M. J.","Vaccine Nationalism Counterintuitively Erodes Public Trust in Leaders","Psychological Science","0956-7976, 1467-9280","10.1177/09567976231204699","1309-1321","12",34,TRUE,TRUE,TRUE,FALSE,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a002087","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/y76p2","yes",,"https://osf.io/y76p2/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"De Groot, Jasper H. B.; Kirk, Peter A.; Gottfried, Jay A.","Titrating the Smell of Fear: Initial Evidence for Dose-Invariant Behavioral, Physiological, and Neural Responses","Psychological Science","0956-7976, 1467-9280","10.1177/0956797620970548","558-572","4",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"a001977","EG","30/5/2024","yes",,"yes",,"yes",,1,1,"https://osf.io/y8kp3/","yes",,"https://osf.io/y8kp3/","yes",,"OSF","yes",,"yes",,,"yes","yes","yes","yes","yes","yes",2021,"Smith, Angela M.; Willroth, Emily C.; Gatchpazian, Arasteh; Shallcross, Amanda J.; Feinberg, Matthew; Ford, Brett Q.","Coping With Health Threats: The Costs and Benefits of Managing Emotions","Psychological Science","0956-7976, 1467-9280","10.1177/09567976211024260","1011-1023","7",32,TRUE,TRUE,FALSE,FALSE,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
