"study_id","has_data_badge","has_data_badge_other","data_availability_statement","data_availability_statement_other","article_has_links","article_has_links_other","link_url_cleaned","link_work","link_work_noother","resolved_url_cleaned","files_exist","files_exist_other","download_success","download_success_other"
"a000682","yes",,"yes",,"yes",,"osf.io/7gvkt","yes",,"osf.io/7gvkt","yes",,"yes",
"a000683","yes",,"yes",,"yes",,"archaeologydataservice.ac.uk/archives/view/urubici_na_2015","yes",,"archaeologydataservice.ac.uk/archives/view/urubici_na_2015","yes",,"partial","Total download size exceeded 100MB"
"a000684","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/DZ1NFG","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DZ1NFG","yes",,"yes",
"a000686","yes",,"yes",,"yes",,"doi.org/10.5281/zenodo.3548752","yes",,"zenodo.org/record/3548752","yes",,"yes",
"a000686","yes",,"yes",,"yes",,"doi.org/10.5281/zenodo.3548883","yes",,"zenodo.org/record/3548883","yes",,"yes",
"a000686","yes",,"yes",,"yes",,"doi.org/10.5281/zenodo.3548898","yes",,"zenodo.org/record/3548898","yes",,"yes",
"a000686","yes",,"yes",,"yes",,"doi.org/10.5281/zenodo.3548902","yes",,"zenodo.org/record/3548902","yes",,"yes",
"a000687","yes",,"yes",,"yes",,"doi.org/10.17605/OSF.IO/WCJSF","yes",,"osf.io/wcjsf","yes",,"yes",
"a000688","yes",,"yes",,"yes",,"iris-database.org","other","link works, but is to the generic homepage. Searching required to find actual data","iris-database.org/iris/app/home/detail?id=york:936142","other","Registration form required before data can be downloaded","yes",
"a000689","yes",,"yes",,"yes",,"osf.io/6myfj","yes",,"osf.io/6myfj","yes",,"yes",
"a000689","yes",,"yes",,"yes",,"osf.io/tk67x","yes",,"osf.io/tk67x","yes",,"yes",
"a000692","yes",,"yes",,"other","Links are on journal web page for article not in PDF","data.mendeley.com/datasets/7j6bn6tx8f/1","yes",,"data.mendeley.com/datasets/7j6bn6tx8f/1","yes",,"yes",
"a000694","yes",,"yes",,"yes",,"osf.io/7nwa6","other","The embedded link in the PDF is broken and includes a lot of the paragraph text following the actual url. The link as it appears in the text is correct, though.","osf.io/7nwa6","yes",,"yes",
"a000696","yes",,"yes",,"yes",,"citsci.geog.mcgill.ca","yes",,"citsci.geog.mcgill.ca","no",,,
"a000698","yes",,"yes",,"yes",,"catalogue.ceda.ac.uk/uuid/8e6cbb111cfd41a19c92aadcb2d040fd","yes",,"catalogue.ceda.ac.uk/uuid/8e6cbb111cfd41a19c92aadcb2d040fd","yes",,"yes",
"a000700","yes",,"yes",,"yes",,"osf.io/8y2ga","yes",,"osf.io/8y2ga","yes",,"yes",
"a000702","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/DJ2DPZ","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DJ2DPZ","yes",,"yes",
"a000703","yes",,"yes",,"yes",,"doi.org/10.25592/uhhfdm.139","yes",,"www.fdr.uni-hamburg.de/record/139","yes",,"yes",
"a000703","yes",,"yes",,"yes",,"osf.io/79gn4","yes",,"osf.io/79gn4","yes",,"yes",
"a000704","yes",,"yes",,"yes",,"osf.io/54jd9","yes",,"osf.io/54jd9","yes",,"yes",
"a000705","yes",,"yes",,"yes",,"osf.io/7apwg/?view_only=4f6d2e286518484e921b926332444e90","yes",,"osf.io/7apwg/?view_only=4f6d2e286518484e921b926332444e90","yes",,"yes",
"a000706","yes",,"yes",,"yes",,"osf.io/bmpj9","yes",,"osf.io/bmpj9","yes",,"yes",
"a000708","yes",,"yes",,"yes",,"osf.io/vkmep","yes",,"osf.io/vkmep","yes",,"yes",
"a000709","yes",,"yes",,"yes",,"osf.io/n8spz","yes",,"osf.io/n8spz","yes",,"yes",
"a000710","yes",,"yes",,"yes",,"osf.io/btkjw","yes",,"osf.io/btkjw","yes",,"yes",
"a000712","yes",,"yes",,"yes",,"osf.io/2cvm5/?view_only=fac6abc8a7fd4f7ebe20df1912a0da2b","yes",,"osf.io/2cvm5/?view_only=fac6abc8a7fd4f7ebe20df1912a0da2b","yes",,"yes",
"a000713","yes",,"yes",,"yes",,"doi.org/10.17605/OSF.IO/EMF9H","yes",,"osf.io/emf9h","yes",,"partial","Study repo contains many large EEG data files - only some were downloaded to verify"
"a000714","yes",,"yes",,"yes",,"osf.io/7wazk","yes",,"osf.io/7wazk","yes",,"yes",
"a000716","yes",,"yes",,"yes",,"osf.io/r5kcn","yes",,"osf.io/r5kcn","yes",,"yes",
"a000717","yes",,"yes",,"yes",,"doi.org/10.18113/D3W375","yes",,"www.datacommons.psu.edu/commonswizard/MetadataDisplay.aspx?Dataset=6171","yes",,"partial","Total download size exceeded 100MB"
"a000718","yes",,"yes",,"yes",,"osf.io/cdyf9","yes",,"osf.io/cdyf9","yes",,"yes",
"a000718","yes",,"yes",,"yes",,"osf.io/df74g","yes",,"osf.io/df74g","yes",,"yes",
"a000718","yes",,"yes",,"yes",,"osf.io/djxyg","yes",,"osf.io/djxyg","yes",,"yes",
"a000718","yes",,"yes",,"yes",,"osf.io/v9b7j","yes",,"osf.io/v9b7j","yes",,"yes",
"a000719","yes",,"no",,"yes",,"osf.io/ah54c","yes",,"osf.io/ah54c","yes",,"yes",
"a000720","yes",,"yes",,"yes",,"10.6084/m9.figshare.7854731","yes",,"figshare.com/articles/Attachment/7854731","yes",,"yes",
"a000721","yes",,"yes",,"yes",,"osf.io/4ufvz","yes",,"osf.io/4ufvz","yes",,"yes",
"a000722","yes",,"yes",,"yes",,"n2t.net/ark:/13030/m5bc629d","yes",,"merritt.cdlib.org/m/ark:%2F13030%2Fm5bc629d","yes",,"yes",
"a000723","yes",,"yes",,"yes",,"osf.io/9p6t5","yes",,"osf.io/9p6t5","yes",,"yes",
"a000724","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/OKZMIY","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OKZMIY","yes",,"yes",
"a000726","yes",,"yes",,"yes",,"osf.io/zkfhs","yes",,"osf.io/zkfhs","yes",,"yes",
"a000727","yes",,"yes",,"yes",,"osf.io/8n7ev","yes",,"osf.io/8n7ev","yes",,"yes",
"a000728","yes",,"yes",,"yes",,"osf.io/r8a24","yes",,"osf.io/r8a24","yes",,"yes",
"a000729","yes",,"yes",,"yes",,"osf.io/yvtp2","yes",,"osf.io/yvtp2","yes",,"yes",
"a000730","yes",,"yes",,"yes",,"dx.doi.org/10.17605/osf.io/hzpgy","yes",,"osf.io/hzpgy","yes",,"yes",
"a000731","yes",,"yes",,"yes",,"osf.io/m7sdz","yes",,"osf.io/m7sdz","yes",,"yes",
"a000732","yes",,"yes",,"yes",,"osf.io/xp6r7","yes",,"osf.io/xp6r7","yes",,"yes",
"a000734","yes",,"yes",,"yes",,"osf.io/gjt37","yes",,"osf.io/gjt37","yes",,"yes",
"a000736","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/K7OCDX","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/K7OCDX","yes",,"yes",
"a000737","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/2XP8YF","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2XP8YF","yes",,"yes",
"a000739","yes",,"yes",,"yes",,"osf.io/jd4d2","yes",,"osf.io/jd4d2","yes",,"yes",
"a000740","yes",,"yes",,"yes",,"osf.io/vyibm/files","yes",,"osf.io/vyibm/files","yes",,"yes",
"a000742","yes",,"yes",,"yes",,"osf.io/tn3y5","yes",,"osf.io/tn3y5","yes",,"yes",
"a000743","yes",,"yes",,"yes",,"osf.io/7ugsk","yes",,"osf.io/7ugsk","yes",,"yes",
"a000745","yes",,"yes",,"yes",,"hppt://www.osf.io/uqg5m/#))","other","The embedded url and the in-text url have issues that renders a straight-up attempt to follow the link a failure. However, it is straightforward to fix the url (do not include the invalid protocol at the start and omit the invalid characters at the end) so that it works.","osf.io/uqg5m","yes",,"yes",
"a000746","yes",,"yes",,"yes",,"osf.io/ys8ct/wiki/home","yes",,"osf.io/ys8ct/wiki/home","yes",,"yes",
"a000747","yes",,"yes",,"yes",,"osf.io/5bdwk","yes",,"osf.io/5bdwk","yes",,"yes",
"a000748","yes",,"yes",,"yes",,"osf.io/aegr4","yes",,"osf.io/aegr4","yes",,"yes",
"a000749","yes",,"yes",,"yes",,"osf.io/pdsmw","yes",,"osf.io/pdsmw","yes",,"yes",
"a000750","yes",,"no",,"yes",,"osf.io.yiupc","other","There was a typo in the URL as supplied, easily fixed","osf.io/yiupc","yes",,"yes",
"a000750","yes",,"no",,"yes",,"osf.io/4fb7d","yes",,"osf.io/4fb7d","yes",,"yes",
"a000753","yes",,"yes",,"yes",,"osf.io/8w4vq","yes",,"osf.io/8w4vq","yes",,"yes",
"a000754","yes",,"yes",,"yes",,"osf.io/8bqaj","yes",,"osf.io/8bqaj","yes",,"yes",
"a000755","yes",,"no",,"yes",,"osf.io/hguz4","yes",,"osf.io/hguz4","yes",,"yes",
"a000757","yes",,"yes",,"yes",,"osf.io/rwuya/?view_only=6e25d904b89c463992ceb267477cb5a0","yes",,"osf.io/rwuya/?view_only=6e25d904b89c463992ceb267477cb5a0","yes",,"yes",
"a000759","yes",,"yes",,"yes",,"bit.ly/music_entropy_MMN","other","The link resolves to https://osf.io/my6te/?view_only=3b4129763e4f4de58ef783a85ae30842, which is a view-only link to the OSF project. However, this view does not show any available files. Removing the view-only slug from the url leads to the actual project page, where files are clearly available. The standard link has been put into resolved_url.","osf.io/my6te","yes",,"partial","Study repo contains MEG data (large data files) - only two out of three folders downloaded to check/confirm"
"a000760","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/PGXO5O","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PGXO5O","yes",,"yes",
"a000761","yes",,"yes",,"yes",,"osf.io/qe5nw","yes",,"osf.io/qe5nw","yes",,"yes",
"a000764","yes",,"yes",,"yes",,"doi.org/10.6084/m9.figshare.6818228.v1","yes",,"figshare.com/articles/Contingent_attentional_engagement_stimulus-_and_goal-driven_capture_have_qualitatively_different_consequences_-_data_from_3_experiments/6818228/1","yes",,"yes",
"a000765","yes",,"yes",,"yes",,"osf.io/yck8s","yes",,"osf.io/yck8s","yes",,"yes",
"a000766","yes",,"yes",,"yes",,"osf.io/zny2m","yes",,"osf.io/zny2m","yes",,"yes",
"a000767","yes",,"yes",,"yes",,"osf.io/ftsrd","yes",,"osf.io/ftsrd","yes",,"yes",
"a000768","yes",,"yes",,"yes",,"osf.io/maf3d","yes",,"osf.io/maf3d","yes",,"yes",
"a000769","yes",,"yes",,"other","Links are on journal web page for article not in PDF","data.mendeley.com/datasets/snkgkt9t4c/1","yes",,"data.mendeley.com/datasets/snkgkt9t4c/1","yes",,"yes",
"a000770","yes",,"yes",,"yes",,"doi:10.7910/DVN/TJKIWN","other","The given does not directly lead to repository page, but lead to a Google search result page. The correct link to data reposiitory is the first result on Googel search page.","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TJKIWN","yes",,"yes",
"a000771","yes",,"yes",,"yes",,"osf.io/ycx49","yes",,"osf.io/ycx49","yes",,"yes",
"a000772","yes",,"yes",,"yes",,"osf.io/43fmu","yes",,"osf.io/43fmu","yes",,"yes",
"a000773","yes",,"no",,"no",,,,,,,,,
"a000775","yes",,"yes",,"yes",,"osf.io/ef78n","yes",,"osf.io/ef78n","yes",,"yes",
"a000776","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/9IKGYY","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9IKGYY","yes",,"yes",
"a000777","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/LWED0F","other","Link provided does not work but searching on Harvard Dataverse located the data repository","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DSDNX6","yes",,"yes",
"a000778","yes",,"yes",,"yes",,"osf.io/fc8yt","yes",,"osf.io/fc8yt","yes",,"yes",
"a000779","yes",,"yes",,"yes",,"osf.io/g5fvw","yes",,"osf.io/g5fvw","yes",,"yes",
"a000780","yes",,"yes",,"yes",,"osf.io/zc47d","yes",,"osf.io/zc47d","yes",,"yes",
"a000783","yes",,"yes",,"yes",,"osf.io/gm95y","yes",,"osf.io/gm95y","yes",,"yes",
"a000784","yes",,"yes",,"yes",,"sro.sussex.ac.uk/id/eprint/74811","yes",,"sro.sussex.ac.uk/id/eprint/74811","yes",,"yes",
"a000785","yes",,"yes",,"yes",,"iris-database.org","other","link works, but is to the generic homepage. Searching required to find actual data","iris-database.org/iris/app/home/detail?id=york:936215, https://github.com/izeh/l/blob/master/d.r","other","Registration form required before data can be downloaded","yes",
"a000787","yes",,"yes",,"yes",,"osf.io/gm5j6","yes",,"osf.io/gm5j6","yes",,"yes",
"a000788","yes",,"yes",,"yes",,"osf.io/z4dxa","yes",,"osf.io/z4dxa","yes",,"yes",
"a000789","yes",,"yes",,"yes",,"osf.io/fq7mb","yes",,"osf.io/fq7mb","yes",,"yes",
"a000792","yes",,"yes",,"yes",,"10.5285/0ceb4f85-0bbf-49f0-ab70-cfc137ab7d4d","yes",,"catalogue.ceh.ac.uk/documents/0ceb4f85-0bbf-49f0-ab70-cfc137ab7d4d","yes",,"other","Account required to access data; could download metadata and documentation"
"a000792","yes",,"yes",,"yes",,"10.5285/3b90962e-6fc8-4251-853e-b9683e37f790","yes",,"catalogue.ceh.ac.uk/documents/3b90962e-6fc8-4251-853e-b9683e37f790","yes",,"other","Account required to access data; could download metadata and documentation"
"a000792","yes",,"yes",,"yes",,"10.5285/5f3c1a02-d5c4-4faa-9353-e8b68ce2ace2","yes",,"catalogue.ceh.ac.uk/documents/5f3c1a02-d5c4-4faa-9353-e8b68ce2ace2","yes",,"other","Account required to access data; could download metadata and documentation"
"a000792","yes",,"yes",,"yes",,"10.5285/e911196a-b371-47b1-968c-661eb600d83b","yes",,"catalogue.ceh.ac.uk/documents/e911196a-b371-47b1-968c-661eb600d83b","yes",,"other","Account required to access data; could download metadata and documentation"
"a000792","yes",,"yes",,"yes",,"10.5285/f52f012d‐9f2e‐42cc‐b628‐9cdea4fa3ba0","other","Encoding issue with hyphens/dashes when copied and pasted directly from PDF","catalogue.ceh.ac.uk/documents/f52f012d-9f2e-42cc-b628-9cdea4fa3ba0","yes",,"other","Account required to access data; could download metadata and documentation"
"a000792","yes",,"yes",,"yes",,"10.5285/f6cac471-7d92-4e6d-be8a-9f7887143058","yes",,"catalogue.ceh.ac.uk/documents/f6cac471-7d92-4e6d-be8a-9f7887143058","yes",,"other","Account required to access data; could download metadata and documentation"
"a000793","yes",,"yes",,"yes",,"doi.org/10.1016/j.evolhumbehav.2018.03.007","yes",,"www.sciencedirect.com/science/article/abs/pii/S1090513818300072?via%3Dihub","no",,,
"a000793","yes",,"yes",,"yes",,"osf.io/egjwv","yes",,"osf.io/egjwv","yes",,"yes",
"a000793","yes",,"yes",,"yes",,"osf.io/n4hj6","yes",,"osf.io/n4hj6","yes",,"yes",
"a000794","yes",,"yes",,"yes",,"osf.io/sy6ue","yes",,"osf.io/sy6ue","yes",,"yes",
"a000796","yes",,"yes",,"yes",,"osf.io/pszjz","yes",,"osf.io/pszjz","yes",,"yes",
"a000797","yes",,"yes",,"yes",,"osf.io/hymkc","yes",,"osf.io/hymkc","yes",,"yes",
"a000799","yes",,"yes",,"yes",,"osf.io/6s8tc","yes",,"osf.io/6s8tc","yes",,"yes",
"a000801","yes",,"yes",,"yes",,"osf.io/28ejf","yes",,"osf.io/28ejf","yes",,"yes",
"a000803","yes",,"yes",,"yes",,"osf.io/n9xep","yes",,"osf.io/n9xep","yes",,"yes",
"a000804","yes",,"yes",,"yes",,"osf.io/9k3sw","yes",,"osf.io/9k3sw","yes",,"yes",
"a000806","yes",,"yes",,"yes",,"osf.io/48kyp","yes",,"osf.io/48kyp","yes",,"yes",
"a000807","yes",,"yes",,"yes",,"osf.io/x9h8b","yes",,"osf.io/x9h8b","yes",,"yes",
"a000808","yes",,"yes",,"yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB","yes",,"yes",
"a000810","yes",,"yes",,"yes",,"osf.io/bqzpt","yes",,"osf.io/bqzpt","yes",,"yes",
"a000811","yes",,"yes",,"yes",,"osf.io/u3byh","yes",,"osf.io/u3byh","yes",,"yes",
"a000812","yes",,"yes",,"yes",,"osf.io/7vef5","yes",,"osf.io/7vef5","yes",,"yes",
"a000814","yes",,"yes",,"yes",,"discover.ukdataservice.ac.uk/series/?sn=200001","yes",,"beta.ukdataservice.ac.uk/datacatalogue/series/series?id=200001","other","An account is required for access","no",
"a000814","yes",,"yes",,"yes",,"discover.ukdataservice.ac.uk/series/?sn=2000032","yes",,"beta.ukdataservice.ac.uk/datacatalogue/series/series?id=2000032","other","An account is required for access","no",
"a000816","yes",,"yes",,"yes",,"osf.io/yg82m","yes",,"osf.io/yg82m","yes",,"yes",
"a000817","yes",,"yes",,"yes",,"osf.io/z9ikh","yes",,"osf.io/z9ikh","yes",,"yes",
"a000818","yes",,"yes",,"yes",,"osf.io/pnr8s/?view_only=75ef6bf7b5244202a504b9150061157f","yes",,"osf.io/pnr8s/?view_only=75ef6bf7b5244202a504b9150061157f","yes",,"yes",
"a000822","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/MTQEE1","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MTQEE1","yes",,"yes",
"a000823","yes",,"yes",,"yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ETM4LW","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ETM4LW","yes",,"yes",
"a000824","yes",,"yes",,"yes",,"osf.io/pz4he","yes",,"osf.io/pz4he","yes",,"yes",
"a000826","yes",,"yes",,"yes",,"osf.io/dc5t8","yes",,"osf.io/dc5t8","yes",,"yes",
"a000827","yes",,"yes",,"yes",,"osf.io/w24dm","yes",,"osf.io/w24dm","yes",,"yes",
"a000828","yes",,"yes",,"yes",,"osf.io/sgqsx","yes",,"osf.io/sgqsx","yes",,"yes",
"a000829","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/SNLKUE","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SNLKUE","yes",,"yes",
"a000831","yes",,"yes",,"no",,,,,,,,,
"a000832","yes",,"yes",,"yes",,"osf.io/md9fk","yes",,"osf.io/md9fk","yes",,"yes",
"a000833","yes",,"yes",,"yes",,"osf.io/rmnk2","yes",,"osf.io/rmnk2","yes",,"yes",
"a000834","yes",,"yes",,"yes",,"osf.io/anpbm","yes",,"osf.io/anpbm","yes",,"yes",
"a000837","yes",,"yes",,"yes",,"osf.io/xm8dh","yes",,"osf.io/xm8dh","yes",,"yes",
"a000840","yes",,"yes",,"yes",,"osf.io/jqkg7/#","yes",,"osf.io/jqkg7","yes",,"yes",
"a000842","yes",,"yes",,"yes",,"osf.io/crsiz","yes",,"osf.io/crsiz","yes",,"yes",
"a000844","yes",,"yes",,"yes",,"osf.io/3r96f","yes",,"osf.io/3r96f","yes",,"yes",
"a000845","yes",,"yes",,"yes",,"iris-database.org","other","link works, but is to the generic homepage. Searching required to find actual data","iris-database.org/iris/app/home/detail?id=york:935657","other","Registration form required before data can be downloaded","yes",
"a000846","yes",,"yes",,"yes",,"osf.io/nfqb9","yes",,"osf.io/nfqb9","yes",,"yes",
"a000848","yes",,"no",,"yes",,"doi.org/10.3886/E109001V5","yes",,"www.openicpsr.org/openicpsr/project/109001/version/V5/view","other","Account required, may need to be from an approved institution","no",
"a000849","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/NQOWDE","other","Link leads to https://ezid.cdlib.org/ with a ""No such identifier."" message - searching Harvard Dataverse locates the correct data repo","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KL7J6Z","yes",,"yes",
"a000850","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/RYNSDG","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RYNSDG","yes",,"yes",
"a000851","yes",,"yes",,"yes",,"iris-database.org/iris/app/home/detail?id=york:936220&amp;ref=search","yes",,"www.iris-database.org/iris/app/home/detail?id=york:936220&amp;ref=search","yes",,"yes",
"a000853","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/3DMNPE","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/3DMNPE","yes",,"yes",
"a000856","yes",,"yes",,"yes",,"osf.io/fdhru","yes",,"osf.io/fdhru","yes",,"yes",
"a000857","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/CPVIOF","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/CPVIOF","yes",,"yes",
"a000858","yes",,"yes",,"yes",,"osf.io/g8xyt","yes",,"osf.io/g8xyt","yes",,"yes",
"a000860","yes",,"yes",,"yes",,"osf.io/trwb4","yes",,"osf.io/trwb4","yes",,"yes",
"a000861","yes",,"yes",,"yes",,"osf.io/qh896","yes",,"osf.io/qh896","yes",,"yes",
"a000862","yes",,"yes",,"yes",,"osf.io/x5stj","yes",,"osf.io/x5stj","yes",,"yes",
"a000863","yes",,"yes",,"yes",,"osf.io/v4qys","yes",,"osf.io/v4qys","yes",,"yes",
"a000864","yes",,"yes",,"yes",,"osf.io/m6vkg","yes",,"osf.io/m6vkg","yes",,"yes",
"a000865","yes",,"yes",,"yes",,"osf.io/h7k9p/?view_only=2b0f6b3dbce2430fb41b2b85b27daf75","yes",,"osf.io/h7k9p/?view_only=2b0f6b3dbce2430fb41b2b85b27daf75","yes",,"yes",
"a000867","yes",,"yes",,"yes",,"osf.io/dw5fm","yes",,"osf.io/dw5fm","yes",,"yes",
"a000872","yes",,"yes",,"yes",,"osf.io/965xu","yes",,"osf.io/965xu","yes",,"yes",
"a000872","yes",,"yes",,"yes",,"osf.io/mrq5g","yes",,"osf.io/mrq5g","yes",,"yes",
"a000872","yes",,"yes",,"yes",,"osf.io/q8zx3","yes",,"osf.io/q8zx3","yes",,"yes",
"a000873","yes",,"yes",,"yes",,"osf.io/hjt65","yes",,"osf.io/hjt65","yes",,"yes",
"a000875","yes",,"yes",,"yes",,"osf.io/yub2m","yes",,"osf.io/yub2m","yes",,"yes",
"a000876","yes",,"yes",,"yes",,"osf.io/uane6","yes",,"osf.io/uane6","yes",,"yes",
"a000878","yes",,"yes",,"yes",,"osf.io/uqmh4","yes",,"osf.io/uqmh4","yes",,"yes",
"a000879","yes",,"yes",,"yes",,"osf.io/chpfn","yes",,"osf.io/chpfn","yes",,"yes",
"a000880","yes",,"yes",,"yes",,"pisa2006.acer.edu.au/downloads.php","no","Site can' be reached",,,,,
"a000882","yes",,"yes",,"yes",,"osf.io/nyq9j","yes",,"osf.io/nyq9j","yes",,"yes",
"a000883","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/MPQQC0","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MPQQC0","yes",,"yes",
"a000885","yes",,"yes",,"yes",,"osf.io/w59au","yes",,"osf.io/w59au","yes",,"yes",
"a000886","yes",,"yes",,"yes",,"doi.org/10.5281/zenodo.2591593","yes",,"zenodo.org/record/2591594","yes",,"yes",
"a000887","yes",,"yes",,"yes",,"osf.io/3xgtk","yes",,"osf.io/3xgtk","yes",,"yes",
"a000891","yes",,"yes",,"yes",,"osf.io/e2a6h","yes",,"osf.io/e2a6h","yes",,"yes",
"a000892","yes",,"yes",,"yes",,"dx.doi.org/10.17605/OSF.IO/JTZU8","yes",,"osf.io/jtzu8","yes",,"yes",
"a000893","yes",,"yes",,"yes",,"osf.io/9djq5","yes",,"osf.io/9djq5","yes",,"yes",
"a000897","yes",,"yes",,"yes",,"osf.io/khdvj","yes",,"osf.io/khdvj","yes",,"yes",
"a000898","yes",,"yes",,"yes",,"dx.doi.org/10.5284/1027216","yes",,"archaeologydataservice.ac.uk/archives/view/austarch_na_2014","yes",,"yes",
"a000899","yes",,"yes",,"yes",,"osf.io/h2xpu","yes",,"osf.io/h2xpu","yes",,"yes",
"a000900","yes",,"yes",,"yes",,"osf.io/e2yza","yes",,"osf.io/e2yza","yes",,"yes",
"a000901","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/GZA3GY","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GZA3GY","yes",,"yes",
"a000902","yes",,"yes",,"yes",,"osf.io/xq28a","yes",,"osf.io/xq28a","yes",,"yes",
"a000904","yes",,"yes",,"yes",,"dataverse.nl/dvn/dv/chemosignaling","yes",,"dataverse.nl/dataverse/chemosignaling","yes",,"other","File was over 100MB and three of the files were not able to be accessed without permission."
"a000905","yes",,"yes",,"yes",,"osf.io/pfuyq","yes",,"osf.io/pfuyq","yes",,"yes",
"a000906","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/NS3NMH","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NS3NMH","yes",,"yes",
"a000909","yes",,"yes",,"yes",,"dx.doi.org/10.7910/DVN/UQAIZI","other","the encoding of the hyperlink in the pdf is garbled (line break) but it is still unambiguous what the url to data is","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/UQAIZI","yes",,"yes",
"a000910","yes",,"yes",,"yes",,"data.mendeley.com/datasets/xyx2x7hhtm/1","yes",,"data.mendeley.com/datasets/xyx2x7hhtm/1","yes",,"yes",
"a000911","yes",,"yes",,"yes",,"osf.io/kxdm9","yes",,"osf.io/kxdm9","yes",,"yes",
"a000912","yes",,"yes",,"yes",,"osf.io/csfmd","yes",,"osf.io/csfmd","yes",,"yes",
"a000914","yes",,"yes",,"yes",,"github.com/dyurovsky/noisy-kids","yes",,"github.com/dyurovsky/noisy-kids","yes",,"yes",
"a000914","yes",,"yes",,"yes",,"osf.io/96cx7","yes",,"osf.io/96cx7","yes",,"yes",
"a000915","yes",,"yes",,"yes",,"osf.io/a9fmd","yes",,"osf.io/a9fmd","yes",,"yes",
"a000916","yes",,"yes",,"yes",,"osf.io/jkktw","yes",,"osf.io/jkktw","yes",,"yes",
"a000918","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/ACYZIC","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ACYZIC","yes",,"yes",
"a000919","yes",,"yes",,"yes",,"osf.io/usgz3","yes",,"osf.io/usgz3","yes",,"yes",
"a000920","yes",,"yes",,"yes",,"osf.io/zpjbg","other","the initial link lead to a page with a notice that the original repo had been retracted and replaced with a corrected version (to remove sensitive information). resolved_url has the destination of the second url with the corrected url (https://osf.io/q82nf/).","osf.io/q82nf","yes",,"yes",
"a000923","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/MYDZNF","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MYDZNF","yes",,"yes",
"a000924","yes",,"yes",,"yes",,"osf.io/j8zge","yes",,"osf.io/j8zge","yes",,"yes",
"a000925","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/TJ1ZXX","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TJ1ZXX","yes",,"yes",
"a000926","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/J2FA5R","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/J2FA5R","yes",,"yes",
