"study_id","has_data_badge","has_data_badge_other","data_availability_statement","data_availability_statement_other","article_has_links","article_has_links_other","link_url_cleaned","link_work","link_work_noother","resolved_url_cleaned","files_exist","files_exist_other","download_success","download_success_other","is_repository","repository_name","all_notes","Publication Year","Author","Title","Publication Title","ISSN","DOI","Pages","Issue","Volume","OpenDataBadge","OpenMaterialsBadge","PreregisteredBadge","ErratumTag","effective_year","PROpenData","PRPreregistered","PROpenMaterials","DEPreregistered","TCPreregistered","PreregisteredPlus","final_data_avail_statement","final_art_has_links","final_link_works","final_files_exist","flag_credentials_required","final_download_success","final_download_success2"
"a001511","yes",,"yes",,"yes",,"osf.io/jqug4","yes",,"osf.io/jqug4","yes",,"yes",,"yes","Open Science Framework","kongmanas: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2019,"Arnocky, Steven; Proietti, Valentina; Ruddick, Erika L.; Côté, Taylor-Rae; Ortiz, Triana L.; Hodson, Gordon; Carré, Justin M.","Aggression Toward Sexualized Women Is Mediated by Decreased Perceptions of Humanness","Psychological Science","0956-7976","10.1177/0956797619836106","748-756","5",30,TRUE,FALSE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001512","yes",,"yes",,"yes",,"ti-nyurl.com/zvgu6hh","other","hyphen introduced into url by line break. Clicking link directly results in an error. Once removed, link works as expected","osf.io/v8kpt/?view_only=c0217f1a298d442e92bb98bbc39465e8","yes",,"yes",,"yes","Open Science Framework","phuong: (no note made); phuong: (no note made); sophia: I didn't have any problems with this article; sophia: I didn't have any problems with this article; steve: Once url was cleaned was straightforward; steve: Straightforward, no issues",2018,"Dwyer, Ryan J.; Kushlev, Kostadin; Dunn, Elizabeth W.","Smartphone use undermines enjoyment of face-to-face social interactions","Journal of Experimental Social Psychology","0022-1031","10.1016/j.jesp.2017.10.007","233-239",,78,TRUE,TRUE,TRUE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"yes","yes","yes","yes","no","yes","yes"
"a001512","yes",,"yes",,"yes",,"tinyurl.com/hwmo9t6","yes",,"osf.io/f7qbp/?view_only=d03edf108c9f424ba7ba1066929a9400","yes",,"yes",,"yes","Open Science Framework","phuong: (no note made); phuong: (no note made); sophia: I didn't have any problems with this article; sophia: I didn't have any problems with this article; steve: Once url was cleaned was straightforward; steve: Straightforward, no issues",2018,"Dwyer, Ryan J.; Kushlev, Kostadin; Dunn, Elizabeth W.","Smartphone use undermines enjoyment of face-to-face social interactions","Journal of Experimental Social Psychology","0022-1031","10.1016/j.jesp.2017.10.007","233-239",,78,TRUE,TRUE,TRUE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"yes","yes","yes","yes","no","yes","yes"
"a001514","yes",,"yes",,"yes",,"osf.io/4UBJ8","yes",,"osf.io/4UBJ8","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; evelyn: I didn't have any problems with this article; michelle: I didn't have any problems with this article; michelle: I didn't have any problems with this article",2019,"van Schie, Kevin; Leer, Arne","Lateral Eye Movements Do Not Increase False-Memory Rates: A Failed Direct-Replication Study","Clinical Psychological Science","2167-7026","10.1177/2167702619859335","1159-1167","5",7,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001514","yes",,"yes",,"yes",,"osf.io/j479p","yes",,"osf.io/j479p","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; evelyn: I didn't have any problems with this article; michelle: I didn't have any problems with this article; michelle: I didn't have any problems with this article",2019,"van Schie, Kevin; Leer, Arne","Lateral Eye Movements Do Not Increase False-Memory Rates: A Failed Direct-Replication Study","Clinical Psychological Science","2167-7026","10.1177/2167702619859335","1159-1167","5",7,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001515","yes",,"yes",,"yes",,"osf.io/w38qr","yes",,"osf.io/w38qr","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2017,"Rogers, Todd; Moore, Don A.; Norton, Michael I.","The Belief in a Favorable Future","Psychological Science","0956-7976","10.1177/0956797617706706","1290-1301","9",28,TRUE,TRUE,TRUE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001516","yes",,"yes",,"yes",,"osf.io/ideta","yes",,"osf.io/ideta","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; kongmanas: I didn't have any problems with this article",2015,"James, Ella L.; Bonsall, Michael B.; Hoppitt, Laura; Tunbridge, Elizabeth M.; Geddes, John R.; Milton, Amy L.; Holmes, Emily A.","Computer Game Play Reduces Intrusive Memories of Experimental Trauma via Reconsolidation-Update Mechanisms","Psychological Science","0956-7976","10.1177/0956797615583071","1201-1215","8",26,TRUE,TRUE,FALSE,FALSE,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001517","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/YUM3K8","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/YUM3K8","yes",,"yes",,"yes","Harvard Dataverse","matthew: No problems with this article; oliver: (no note made)",2019,"Imai, Kosuke; Kim, In Song","When Should We Use Unit Fixed Effects Regression Models for Causal Inference with Longitudinal Data?","American Journal of Political Science","1540-5907","10.1111/ajps.12417","467-490","2",63,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001518","yes",,"yes",,"yes",,"osf.io/fhmyb","yes",,"osf.io/fhmyb","yes",,"yes",,"yes","Open Science Framework","adrian: Ok; evelyn: I didn't have any problems with this article; kongmanas: I didn't have any problems with this article",2019,"Caruana, Nathan; Seymour, Kiley; Brock, Jon; Langdon, Robyn","Responding to joint attention bids in schizophrenia: An interactive eye-tracking study","Quarterly Journal of Experimental Psychology","1747-0218","10.1177/1747021819829718","2068-2083","8",72,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001519","yes",,"yes",,"yes",,"osf.io/b9pkj","yes",,"osf.io/b9pkj","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; kongmanas: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2014,"Moon, Alice; Roeder, Scott S.","A Secondary Replication Attempt of Stereotype Susceptibility (Shih, Pittinsky, & Ambady, 1999)","Social Psychology","1864-9335, 2151-2590","10.1027/1864-9335/a000193","199-201","3",45,TRUE,TRUE,TRUE,FALSE,2014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no","yes","yes","yes","no","yes","yes"
"a001520","yes",,"yes",,"yes",,"osf.io/84xut","yes",,"osf.io/84xut","yes",,"yes",,"yes","Open Science Framework","matthew: No problems with this article; phuong: I didn't have any problems with this article",2015,"Engelhardt, Christopher R.; Mazurek, Micah O.; Hilgard, Joseph; Rouder, Jeffrey N.; Bartholow, Bruce D.","Effects of Violent-Video-Game Exposure on Aggressive Behavior, Aggressive-Thought Accessibility, and Aggressive Affect Among Adults With and Without Autism Spectrum Disorder","Psychological Science","0956-7976","10.1177/0956797615583038","1187-1200","8",26,TRUE,TRUE,FALSE,FALSE,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001522","yes",,"yes",,"yes",,"osf.io/ws3j9","yes",,"osf.io/ws3j9","yes",,"partial","The repo contains three subprojects with huge download sizes (80GB+) so only some smaller components downloaded","yes","Open Science Framework","evelyn: Data files exceed 100MB; sophia: I didn't have any problems with this article",2019,"Hakim, Nicole; Adam, Kirsten C. S.; Gunseli, Eren; Awh, Edward; Vogel, Edward K.","Dissecting the Neural Focus of Attention Reveals Distinct Processes for Spatial Attention and Object-Based Storage in Visual Working Memory","Psychological Science","0956-7976","10.1177/0956797619830384","526-540","4",30,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","partial","yes"
"a001523","yes",,"yes",,"yes",,"osf.io/5bpr7","yes",,"osf.io/5bpr7","yes",,"yes",,"yes","Open Science Framework","oliver: (no note made); sophia: I didn't have any problems with this article",2018,"Dodell-Feder, David; Germine, Laura","Epidemiological Dimensions of Social Anhedonia","Clinical Psychological Science","2167-7026","10.1177/2167702618773740","735-743","5",6,TRUE,FALSE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001524","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/XRJ43D","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XRJ43D","yes",,"yes",,"yes","Harvard Dataverse","matthew: No problems with this article; oliver: (no note made)",2018,"Reeves, Andrew; Rogowski, Jon C.","The Public Cost of Unilateral Action","American Journal of Political Science","1540-5907","10.1111/ajps.12340","424-440","2",62,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001525","yes",,"yes",,"yes",,"osf.io/d2wur","yes",,"osf.io/d2wur","yes",,"yes",,"yes","Open Science Framework","matthew: No problems with this article; matthew: Repository contained no data; phuong: (no note made); phuong: (no note made)",2019,"Greene, Nathaniel R.; Jewell, Devin E.; Fuentes, Julian D.; Smith, C. Veronica","Basic need satisfaction in the parental relationship offsets millennials’ worries about the transition to college","The Journal of Social Psychology","0022-4545","10.1080/00224545.2019.1570905","125-137","2",159,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001525","yes",,"yes",,"yes",,"osf.io/yjer4","yes",,"osf.io/yjer4","yes",,"yes",,"yes","Open Science Framework","matthew: No problems with this article; matthew: Repository contained no data; phuong: (no note made); phuong: (no note made)",2019,"Greene, Nathaniel R.; Jewell, Devin E.; Fuentes, Julian D.; Smith, C. Veronica","Basic need satisfaction in the parental relationship offsets millennials’ worries about the transition to college","The Journal of Social Psychology","0022-4545","10.1080/00224545.2019.1570905","125-137","2",159,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001527","yes",,"yes",,"yes",,"osf.io/x7kma","yes",,"osf.io/x7kma","yes",,"yes",,"yes","Open Science Framework","evelyn: Data files exceeded 100MB; steve: Data was > 100MB, but could not tell that initially, so downloaded anyway",2019,"Jouravlev, Olessia; Schwartz, Rachael; Ayyash, Dima; Mineroff, Zachary; Gibson, Edward; Fedorenko, Evelina","Tracking Colisteners’ Knowledge States During Language Comprehension","Psychological Science","0956-7976, 1467-9280","10.1177/0956797618807674","3-19","1",30,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001528","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/VJLVYU","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/VJLVYU","yes",,"yes",,"yes","Harvard Dataverse","evelyn: I didn't have any problems with this article; oliver: (no note made)",2019,"Lowande, Kenneth; Ritchie, Melinda; Lauterbach, Erinn","Descriptive and Substantive Representation in Congress: Evidence from 80,000 Congressional Inquiries","American Journal of Political Science","1540-5907","10.1111/ajps.12443","644-659","3",63,TRUE,TRUE,FALSE,FALSE,2019,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001529","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/B9SCDJ","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/B9SCDJ","yes",,"yes",,"yes","Harvard Dataverse","andy: No issues; evelyn: I didn't have any problems with this article; michelle: I didn't have any problems with this article",2018,"Hollibaugh, Gary E.; Rothenberg, Lawrence S.","The Who, When, and Where of Executive Nominations: Integrating Agency Independence and Appointee Ideology","American Journal of Political Science","1540-5907","10.1111/ajps.12345","296-311","2",62,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001531","yes",,"yes",,"yes",,"osf.io/3hm4g","yes",,"osf.io/3hm4g","yes",,"yes",,"yes","Open Science Framework","aniruddah: No issues with this article.; michelle: I didn't have any problems with this article",2018,"Kerr, Norbert L.; Jung, Jiin","Should jurors be allowed to discuss trial evidence before deliberation?: New research evidence.","Law and Human Behavior","1573-661X, 0147-7307","10.1037/lhb0000296","413-426","5",42,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001534","yes",,"yes",,"yes",,"osf.io/aqkgt","yes",,"osf.io/aqkgt","yes",,"yes",,"yes","Open Science Framework","matthew: No problems with this article; sophia: I didn't have any problems with this article",2018,"Raver, Ashley; Murchake, Hanna; Chalk, Holly M.","Positive Disability Identity Predicts Sense of Belonging in Emerging Adults With a Disability","Psi Chi Journal of Psychological Research","23257342","10.24839/2325-7342.JN23.2.157","157-165","2",23,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001536","yes",,"yes",,"yes",,"osf.io/5ahzj","yes",,"osf.io/5ahzj","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; michelle: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2017,"Vanhove Jan","The Influence of Standard and Substandard Dutch on Gender Assignment in Second Language German","Language Learning","0023-8333","10.1111/lang.12230","431-460","2",67,TRUE,TRUE,TRUE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001538","yes",,"yes",,"yes",,"osf.io/ygzx3","yes",,"osf.io/ygzx3","yes",,"yes",,"yes","Open Science Framework","michelle: I didn't have any problems with this article; oliver: (no note made)",2019,"Oh, DongWon; Buck, Elinor A.; Todorov, Alexander","Revealing Hidden Gender Biases in Competence Impressions of Faces","Psychological Science","0956-7976, 1467-9280","10.1177/0956797618813092","65-79","1",30,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001539","yes",,"yes",,"yes",,"github.com/BlackHershey/blink-TS","yes",,"github.com/BlackHershey/blink-TS","yes",,"yes",,"yes","Github","kongmanas: I didn't have any problems with this article; michelle: I didn't have any problems with this article",2019,"Botteron, Haley E.; Richards, Cheryl A.; Nishino, Tomoyuki; Ueda, Keisuke; Acevedo, Haley K.; Koller, Jonathan M.; Black, Kevin J.","The urge to blink in Tourette syndrome","Cortex","0010-9452","10.1016/j.cortex.2019.07.010","556-566",,120,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001544","yes",,"yes",,"yes",,"osf.io/jp8ew","yes",,"osf.io/jp8ew","yes",,"yes",,"yes","Open Science Framework","adrian: Ok; michelle: I didn't have any problems with this article",2019,"Greitemeyer, Tobias; Sagioglou, Christina","The impact of personal relative deprivation on aggression over time","The Journal of Social Psychology","0022-4545","10.1080/00224545.2018.1549013","664-675","6",159,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001545","yes",,"yes",,"yes",,"journals.sagepub.com/doi/suppl/10.1177/0956797618761661","yes",,"journals.sagepub.com/doi/suppl/10.1177/0956797618761661","yes",,"yes",,"no",,"michelle: Cannot seem to access open data as need to request it from ICPSR; michelle: Error 403 - Forbidden access to link 2; steve: Permission required to access data files; steve: Site has many large files for download, but all seem publicly available; steve: Straightforward, no issues",2018,"Watts, Tyler W.; Duncan, Greg J.; Quan, Haonan","Revisiting the Marshmallow Test: A Conceptual Replication Investigating Links Between Early Delay of Gratification and Later Outcomes","Psychological Science","0956-7976, 1467-9280","10.1177/0956797618761661","1159-1177","7",29,TRUE,FALSE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001545","yes",,"yes",,"yes",,"nces.ed.gov/ecls/dataproducts.asp","yes",,"nces.ed.gov/ecls/dataproducts.asp","yes",,"partial","Total download size exceeded 100MB","yes","National Center for Education Statistics","michelle: Cannot seem to access open data as need to request it from ICPSR; michelle: Error 403 - Forbidden access to link 2; steve: Permission required to access data files; steve: Site has many large files for download, but all seem publicly available; steve: Straightforward, no issues",2018,"Watts, Tyler W.; Duncan, Greg J.; Quan, Haonan","Revisiting the Marshmallow Test: A Conceptual Replication Investigating Links Between Early Delay of Gratification and Later Outcomes","Psychological Science","0956-7976, 1467-9280","10.1177/0956797618761661","1159-1177","7",29,TRUE,FALSE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","partial","yes"
"a001545","yes",,"yes",,"yes",,"www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233","yes",,"www.icpsr.umich.edu/web/ICPSR/series/00233","other","Permission required to access data files","no",,"yes","ICPSR","michelle: Cannot seem to access open data as need to request it from ICPSR; michelle: Error 403 - Forbidden access to link 2; steve: Permission required to access data files; steve: Site has many large files for download, but all seem publicly available; steve: Straightforward, no issues",2018,"Watts, Tyler W.; Duncan, Greg J.; Quan, Haonan","Revisiting the Marshmallow Test: A Conceptual Replication Investigating Links Between Early Delay of Gratification and Later Outcomes","Psychological Science","0956-7976, 1467-9280","10.1177/0956797618761661","1159-1177","7",29,TRUE,FALSE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","yes","account","yes"
"a001547","yes",,"yes",,"yes",,"osf.io/s92i4","yes",,"osf.io/s92i4","yes",,"yes",,"yes","Open Science Framework","aniruddah: No issues with this article.; michelle: I didn't have any problems with this article",2014,"Wesselmann, Eric D.; Williams, Kipling D.; Pryor, John B.; Eichler, Fredrick A.; Gill, Devin M.; Hogue, John D.","Revisiting Schachter’s Research on Rejection, Deviance, and Communication (1951)","Social Psychology","1864-9335, 2151-2590","10.1027/1864-9335/a000180","164-169","3",45,TRUE,TRUE,TRUE,FALSE,2014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no","yes","yes","yes","no","yes","yes"
"a001548","yes",,"yes",,"yes",,"doi.org/10.11922/sciencedb.642","no","Redirect loop",,,,,,,,"andy: (no note made); steve: Link resolved to http://www.sciencedb.cn/dataSet/handle/642, but server returned 500 error. Can't find data by searching on scidb.cn, either.",2019,"Sun, Zhigang; Ouyang, Zhu; Zhang, Xubo; Ren, Wei","A new global dataset of phase synchronization of temperature and precipitation: Its climatology and contribution to global vegetation productivity","Geoscience Data Journal","2049-6060","10.1002/gdj3.76","126-136","2",6,TRUE,FALSE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","no",,"no",,
"a001551","yes",,"yes",,"yes",,"osf.io/dnxfz","yes",,"osf.io/dnxfz","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; matthew: No problems with this article",2019,"Coelho, Gabriel Lins de Holanda; Hanel, Paul H.P.; Johansen, Mark K.; Maio, Gregory R.","Mapping the Structure of Human Values through Conceptual Representations","European Journal of Personality","0890-2070","10.1002/per.2170","34-51","1",33,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001554","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/Y43XZR","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/Y43XZR","yes",,"yes",,"yes","Harvard Dataverse","kongmanas: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2019,"Bjørnskov, Christian; Mchangama, Jacob","Do Social Rights Affect Social Outcomes?","American Journal of Political Science","1540-5907","10.1111/ajps.12421","452-466","2",63,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001556","yes",,"yes",,"yes",,"doi.org/10.7910/DVN/WPVSMH","yes",,"dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WPVSMH","yes",,"yes",,"yes","Harvard Dataverse","kongmanas: I didn't have any problems with this article; oliver: (no note made)",2019,"Boas, Taylor C.; Hidalgo, F. Daniel; Melo, Marcus André","Norms versus Action: Why Voters Fail to Sanction Malfeasance in Brazil","American Journal of Political Science","1540-5907","10.1111/ajps.12413","385-400","2",63,TRUE,TRUE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001558","yes",,"yes",,"yes",,"osf.io/4awze","yes",,"osf.io/4awze","yes",,"yes",,"yes","Open Science Framework","michelle: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2019,"Huang, Xiaoyi; Kim, Nayoung; Christianson, Kiel","Gesture and Vocabulary Learning in a Second Language","Language Learning","1467-9922","10.1111/lang.12326","177-197","1",69,TRUE,FALSE,FALSE,FALSE,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001559","yes",,"yes",,"yes",,"doi.org/10.17605/osf.io/rq4fv","yes",,"osf.io/rq4fv","yes",,"yes",,"yes","Open Science Framework","aniruddah: No issues with this article.; michelle: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2018,"Hüffmeier, Joachim; Krumm, Stefan","No Myth far and wide: Relay Swimming is Faster than Individual Swimming and the Conclusion of Skorski et al. (2016) is Unfounded","Meta-Psychology","2003-2714","10.15626/MP.2018.842",,,2,TRUE,FALSE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001560","yes",,"other","No explit statement mentioning data, but contains the following (and link does contain data files): All stud-
ies were preregistered at the Open Science Framework and materials, power calculations, and hypotheses can be found at https://osf.io/nrbjz/","yes",,"osf.io/nrbjz","yes",,"osf.io/nrbjz","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; michelle: I didn't have any problems with this article",2014,"IJzerman, Hans; Blanken, Irene; Brandt, Mark J.; Oerlemans, J. M.; Van den Hoogenhof, Marloes M. W.; Franken, Stephanie J. M.; Oerlemans, Mathe W. G.","Sex Differences in Distress From Infidelity in Early Adulthood and in Later Life: A Replication and Meta-Analysis of Shackelford et al. (2004)","Social Psychology","1864-9335, 2151-2590","10.1027/1864-9335/a000185","202-208","3",45,TRUE,TRUE,TRUE,FALSE,2014,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"no","yes","yes","yes","no","yes","yes"
"a001561","yes",,"yes",,"yes",,"dx.doi:10.7910/DVN/RSD5BV","other","The url as provided is malformed, fixing the url was easy ("":"" becomes "".org/""). Once fixed, the url resolved.","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RSD5BV","yes",,"yes",,"yes","Harvard Dataverse","evelyn: link does not work, but it does yield a google search result to the article, where files can be viewed and downloaded; sophia: I didn't have any problems with this article; steve: Apart from url issue, straightforward",2017,"Goldstein, Rebecca; You, Hye Young","Cities as Lobbyists","American Journal of Political Science","1540-5907","10.1111/ajps.12306","864-876","4",61,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001563","yes",,"yes",,"yes",,"osf.io/9uxve","yes",,"osf.io/9uxve","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; nguyenlam: Not have any problems",2015,"Ericson, Keith M. Marzilli; White, John Myles; Laibson, David; Cohen, Jonathan D.","Money Earlier or Later? Simple Heuristics Explain Intertemporal Choices Better Than Delay Discounting Does","Psychological Science","0956-7976","10.1177/0956797615572232","826-833","6",26,TRUE,FALSE,FALSE,FALSE,2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001564","yes",,"yes",,"yes",,"osf.io/n9sd6","yes",,"osf.io/n9sd6","yes",,"yes",,"yes","Open Science Framework","aniruddah: No issues with this article.; michelle: I didn't have any problems with this article; oliver: (no note made)",2018,"Youngstrom, Eric A.; Halverson, Tate F.; Youngstrom, Jennifer K.; Lindhiem, Oliver; Findling, Robert L.","Evidence-Based Assessment From Simple Clinical Judgments to Statistical Learning: Evaluating a Range of Options Using Pediatric Bipolar Disorder as a Diagnostic Challenge","Clinical Psychological Science","2167-7026","10.1177/2167702617741845","243-265","2",6,TRUE,FALSE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001565","yes",,"yes",,"yes",,"osf.io/kvb99","yes",,"osf.io/kvb99","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; kongmanas: I didn't have any problems with this article",2018,"Bostyn, Dries H.; Sevenhant, Sybren; Roets, Arne","Of Mice, Men, and Trolleys: Hypothetical Judgment Versus Real-Life Behavior in Trolley-Style Moral Dilemmas","Psychological Science","0956-7976, 1467-9280","10.1177/0956797617752640","1084-1093","7",29,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001567","yes",,"yes",,"yes",,"osf.io/6csnh","yes",,"osf.io/6csnh","yes",,"yes",,"yes","Open Science Framework","evelyn: I didn't have any problems with this article; michelle: I didn't have any problems with this article",2018,"Hassemer, Julius; Winter, Bodo","Decoding Gestural Iconicity","Cognitive Science","1551-6709","10.1111/cogs.12680","3034-3049","8",42,TRUE,TRUE,FALSE,FALSE,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
"a001568","yes",,"yes",,"yes",,"figshare.com/articles/The_Road_to_Bribery_and_Corruption/3849237","yes",,"figshare.com/articles/The_Road_to_Bribery_and_Corruption/3849237","yes",,"yes",,"yes","Figshare","kongmanas: I didn't have any problems with this article; sophia: I didn't have any problems with this article",2017,"Köbis, Nils C.; Prooijen, Jan-Willem van; Righetti, Francesca; Lange, Paul A. M. Van","The Road to Bribery and Corruption: Slippery Slope or Steep Cliff?","Psychological Science","0956-7976","10.1177/0956797616682026","297-306","3",28,TRUE,TRUE,FALSE,FALSE,2017,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"yes","yes","yes","yes","no","yes","yes"
