"study_id","link_url_cleaned","resolved_url_cleaned","is_repository","repository_name"
"a000942","zenodo.org/record/3264896?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1ODkxfQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODk2fSwiaWQiOjMzNDMsInJuZCI6IjM3ZTFmNWNiIn0.DjqnMLpuJ-rhm7f0jUguzOjrxGXOD2uOwY3BtcBPmBbgqCwT8Xx13wt1vvbcMd4ozYQO5Y7HKuoNwAJqp","zenodo.org/record/3264896?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1ODkxfQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODk2fSwiaWQiOjMzNDMsInJuZCI6IjM3ZTFmNWNiIn0.DjqnMLpuJ-rhm7f0jUguzOjrxGXOD2uOwY3BtcBPmBbgqCwT8Xx13wt1vvbcMd4ozYQO5Y7HKuoNwAJqp","yes","Zenodo"
"a000943","doi.org/10.7910/DVN/R3GZZW","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/R3GZZW","yes","Harvard Dataverse"
"a000944","osf.io/hp2wx","osf.io/hp2wx","yes","Open Science Framework"
"a000945","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GGDUND","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GGDUND","yes","Harvard Dataverse"
"a000946","osf.io/hd6fw","osf.io/hd6fw","yes","Open Science Framework"
"a000947","osf.io/4492y","osf.io/4492y","yes","Open Science Framework"
"a000948","osf.io/677jr","osf.io/37g64","yes","Open Science Framework"
"a000949","osf.io/r6idy","osf.io/r6idy","yes","Open Science Framework"
"a000950","osf.io/32tsq","osf.io/32tsq","yes","Open Science Framework"
"a000951","dx.doi.org/10.5284/1034389","archaeologydataservice.ac.uk/archives/view/cottamb_2015","yes","Archaeology Data Service"
"a000952","doi.org/10.1016/j.jrp.2018.04.007","www.sciencedirect.com/science/article/abs/pii/S0092656618300394?via%3Dihub","no",
"a000954","doi.org/10.7910/DVN/2VF2J0","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2VF2J0","yes","Harvard Dataverse"
"a000955","www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7","www.icpsr.umich.edu/web/ICPSR/series/203/studies?archive=ICPSR&sortBy=7","yes","ICPSR"
"a000957","osf.io/3wz2j","osf.io/3wz2j","yes","Open Science Framework"
"a000958","doi.org/10.7910/DVN/XKC4R4","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XKC4R4","yes","Harvard Dataverse"
"a000959","doi.org/10.5281/zenodo.1184869","zenodo.org/record/1184869","yes","Zenodo"
"a000960","osf.io/f2n7c","osf.io/f2n7c","yes","Open Science Framework"
"a000961","osf.io/zwrxc","osf.io/zwrxc","yes","Open Science Framework"
"a000962","osf.io/qch87","osf.io/qch87","yes","Open Science Framework"
"a000963","osf.io/wnu9f","osf.io/wnu9f","yes","Open Science Framework"
"a000964","osf.io/s5pv8","osf.io/s5pv8","yes","Open Science Framework"
"a000965","osf.io/b45ne","osf.io/b45ne","yes","Open Science Framework"
"a000965","osf.io/b6n8t","osf.io/b6n8t","yes","Open Science Framework"
"a000965","osf.io/et9zk","osf.io/et9zk","yes","Open Science Framework"
"a000965","osf.io/fs67k","osf.io/fs67k","yes","Open Science Framework"
"a000965","osf.io/wfh5j","osf.io/wfh5j","yes","Open Science Framework"
"a000965","osf.io/z6ts7","osf.io/z6ts7","yes","Open Science Framework"
"a000966","osf.io/hr7vx","osf.io/hr7vx","yes","Open Science Framework"
"a000967","doi.org/10.17605/OSF.IO/3R2QY","osf.io/3r2qy","yes","Open Science Framework"
"a000968","osf.io/gsxr6","osf.io/gsxr6","yes","Open Science Framework"
"a000969","osf.io/fyrq8","osf.io/fyrq8","yes","Open Science Framework"
"a000970","osf.io/zgq7m","osf.io/zgq7m","yes","Open Science Framework"
"a000971","osf.io/9dbsa","osf.io/9dbsa","yes","Open Science Framework"
"a000971","osf.io/nkfjy","osf.io/nkfjy","yes","Open Science Framework"
"a000973","dx.doi.org/10.7910/DVN/F9ICHH","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/F9ICHH","yes","Harvard Dataverse"
"a000973","github.com/SMAPPNYU/echo_chambers","github.com/SMAPPNYU/echo_chambers","yes","Github"
"a000974","osf.io/xscvw","osf.io/xscvw","yes","Open Science Framework"
"a000976","osf.io/3jhr7","osf.io/3jhr7","yes","Open Science Framework"
"a000977","osf.io/45mxw","osf.io/45mxw","yes","Open Science Framework"
"a000979","osf.io/aj2fx","osf.io/aj2fx","yes","Open Science Framework"
"a000980",,,,
"a000981","dx.doi.org/10.7910/DVN/WOI8EU","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WOI8EU","yes","Harvard Dataverse"
"a000982","dx.doi.org/10.7910/DVN/LZGQOH","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LZGQOH","yes","Harvard Dataverse"
"a000983","osf.io/5kpbj","osf.io/5kpbj","yes","Open Science Framework"
"a000984","osf.io/b247s","osf.io/b247s","yes","Open Science Framework"
"a000986","osf.io/t26xq","osf.io/t26xq","yes","Open Science Framework"
"a000988","osf.io/n8wg4/?view_only=55de4fda913d450899e95c3052dcf79b","osf.io/n8wg4/?view_only=55de4fda913d450899e95c3052dcf79b","yes","Open Science Framework"
"a000989","osf.io/73e54","osf.io/73e54","yes","Open Science Framework"
"a000990","thedata.harvard.edu/dvn/dv/communication","dataverse.harvard.edu/dataverse/communication","yes","Harvard Dataverse"
"a000991","osf.io/4rmnv","osf.io/4rmnv","yes","Open Science Framework"
"a000992","osf.io/873fp","osf.io/873fp","yes","Open Science Framework"
"a000993","osf.io/72b89","osf.io/72b89","yes","Open Science Framework"
"a000996","doi.org/10.1016/j.cortex.2019.08.018","www.sciencedirect.com/science/article/abs/pii/S0010945219303077?via%3Dihub","no",
"a000997","osf.io/xmnyq","osf.io/xmnyq","yes","Open Science Framework"
"a000998","github.com/connorjmccabe/InterActive","github.com/connorjmccabe/InterActive","yes","Github"
"a001000","osf.io/54skn/files","osf.io/54skn/files","yes","Open Science Framework"
"a001001","osf.io/ietwv","osf.io/ietwv","yes","Open Science Framework"
"a001003","osf.io/dp2aq","osf.io/dp2aq","yes","Open Science Framework"
"a001004","osf.io/d3xb7","osf.io/d3xb7","yes","Open Science Framework"
"a001005","osf.io/x8bv9/%20DOI%2010.17605/OSF.IO/X8BV9","osf.io/x8bv9","yes","Open Science Framework"
"a001006","osf.io/yq5jw","osf.io/yq5jw","yes","Open Science Framework"
"a001007","osf.io/m64ue","osf.io/m64ue","yes","Open Science Framework"
"a001008","osf.io/9e3a9","osf.io/9e3a9","yes","Open Science Framework"
"a001009","osf.io/4chuy","osf.io/4chuy","yes","Open Science Framework"
"a001010","DOI 10.17605/OSF.IO/EKV2D","osf.io/ekv2d","yes","Open Science Framework"
"a001011","doi.org/10.7910/DVN/SBOMZD","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SBOMZD","yes","Harvard Dataverse"
"a001013","osf.io/ebhku","osf.io/ebhku","yes","Open Science Framework"
"a001014","osf.io/j7hdm","osf.io/j7hdm","yes","Open Science Framework"
"a001015","osf.io/9e5au","osf.io/9e5au","yes","Open Science Framework"
"a001016","data.mendeley.com/datasets/46ynjsp243/1","data.mendeley.com/datasets/46ynjsp243/1","yes","Mendeley"
"a001016","data.mendeley.com/datasets/hv7mxpct6f/3","data.mendeley.com/datasets/hv7mxpct6f/3","yes","Mendeley"
"a001017","doi.org/10.1016/j.jesp.2018.03.014","data.mendeley.com/datasets/hgtxmx7zpn/1","yes","Mendeley"
"a001018","osf.io/8xg6m","osf.io/8xg6m","yes","Open Science Framework"
"a001020","osf.io/rh8pv","osf.io/rh8pv","yes","Open Science Framework"
"a001023","osf.io/eky4s","osf.io/eky4s","yes","Open Science Framework"
"a001024","osf.io/9zpaj","osf.io/9zpaj","yes","Open Science Framework"
"a001025","doi.org/10.17605/OSF.IO/DZN3S","osf.io/dzn3s","yes","Open Science Framework"
"a001025","osf.io/h2xry","osf.io/h2xry","yes","Open Science Framework"
"a001026","osf.io/wc3sj","osf.io/wc3sj","yes","Open Science Framework"
"a001027","doi.org/10.3886/ICPSR04652.v6","www.icpsr.umich.edu/web/NACDA/studies/4652/versions/V6","yes","ICPSR"
"a001027","midus.colectica.org","midus.colectica.org/Account/Login","no",
"a001028","osf.io/yb9cv","osf.io/yb9cv","yes","Open Science Framework"
"a001029","osf.io/craky","osf.io/craky","yes","Open Science Framework"
"a001030","osf.io/wytek","osf.io/wytek","yes","Open Science Framework"
"a001031","osf.io/tv8ai","osf.io/tv8ai","yes","Open Science Framework"
"a001033","osf.io/bpj7m","osf.io/bpj7m","yes","Open Science Framework"
"a001034","osf.io/9mjtz","osf.io/9mjtz","yes","Open Science Framework"
"a001035","osf.io/g3dfy","osf.io/g3dfy","yes","Open Science Framework"
"a001036","osf.io/zxp9k","osf.io/zxp9k","yes","Open Science Framework"
"a001037","www.doi.org/10.17605/OSF.IO/R7CXZ","osf.io/r7cxz","yes","Open Science Framework"
"a001039","doi.org/10.7910/DVN/RYVAL1","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RYVAL1","yes","Harvard Dataverse"
"a001040","osf.io/yw7d9","osf.io/yw7d9","yes","Open Science Framework"
"a001041","osf.io/bvjny","osf.io/bvjny","yes","Open Science Framework"
"a001041","osf.io/z53m4","osf.io/z53m4","yes","Open Science Framework"
"a001043","osf.io/4vk5x","osf.io/4vk5x","yes","Open Science Framework"
"a001044","osf.io/qwa42/view_only=b6377f9def604d7faa4977fc9264580d","osf.io/qwa42","yes","Open Science Framework"
"a001045","osf.io/vgmjs","osf.io/vgmjs","yes","Open Science Framework"
"a001047","osf.io/tyjpc","osf.io/tyjpc","yes","Open Science Framework"
"a001048","osf.io/uw2t2","osf.io/uw2t2","yes","Open Science Framework"
"a001049","dx.doi.org/10.7910/DVN/X88LYH","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/X88LYH","yes","Harvard Dataverse"
"a001050","osf.io/6yhmp","osf.io/6yhmp","yes","Open Science Framework"
"a001051",,,,
"a001052","osf.io/735ru","osf.io/735ru","yes","Open Science Framework"
"a001053","doi.org/10.7910/DVN/JNEQYJ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/JNEQYJ","yes","Harvard Dataverse"
"a001055","osf.io/vk4hp","osf.io/vk4hp","yes","Open Science Framework"
"a001056","osf.io/9fdhb","osf.io/9fdhb","yes","Open Science Framework"
"a001057","doi:10.7910/DVN/FMJDCD","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FMJDCD","yes","Harvard Dataverse"
"a001058","osf.io/8wtae","osf.io/8wtae","yes","Open Science Framework"
"a001059","osf.io/8j7ub","osf.io/8j7ub","yes","Open Science Framework"
"a001060","figshare.com/s/18a543c101a17a1d5560","figshare.com/s/18a543c101a17a1d5560","yes","Figshare"
"a001062","datadryad.org/resource/doi:10.5061/dryad.g7b40","datadryad.org/stash/dataset/doi:10.5061/dryad.g7b40","yes","Dryad"
"a001063","doi.org/10.7910/DVN/KGIBK5","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KGIBK5","yes","Harvard Dataverse"
"a001066","reshare.ukdataservice.ac.uk/852127","reshare.ukdataservice.ac.uk/852127","yes","ReShare (UK Data Service)"
"a001067","osf.io/bdev3","osf.io/bdev3","yes","Open Science Framework"
"a001067","osf.io/v6z53","osf.io/v6z53","yes","Open Science Framework"
"a001067","osf.io/yuv2m","osf.io/yuv2m","yes","Open Science Framework"
"a001067","osf.io/zf2dp","osf.io/zf2dp","yes","Open Science Framework"
"a001068","osf.io/qek97","osf.io/qek97","yes","Open Science Framework"
"a001069","osf.io/m3neh","osf.io/m3neh","yes","Open Science Framework"
"a001070","osf.io/q6gbw","osf.io/q6gbw","yes","Open Science Framework"
"a001071","osf.io/gjp53","osf.io/gjp53","yes","Open Science Framework"
"a001072","osf.io/pe5d7","osf.io/pe5d7","yes","Open Science Framework"
"a001073","doi.org/10.17882/56796","www.seanoe.org/data/00456/56796","yes","SEANOE (SEA scieNtific Open data Edition)"
"a001076","osf.io/a63ez","osf.io/a63ez","yes","Open Science Framework"
"a001081","osf.io/ptmqx","osf.io/ptmqx","yes","Open Science Framework"
"a001082","osf.io/m3x2b","osf.io/m3x2b","yes","Open Science Framework"
"a001083","doi.org/10.3886/ICPSR04652.v7","www.icpsr.umich.edu/web/NACDA/studies/4652/version/7","yes","ICPSR"
"a001083","doi.org/10.3886/ICPSR36346.v7","www.icpsr.umich.edu/web/NACDA/studies/36346/versions/V7","yes","ICPSR"
"a001084","doi.org/10.7910/DVN/O6VHZZ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/O6VHZZ","yes","Harvard Dataverse"
"a001085","osf.io/5tfzh","osf.io/5tfzh","yes","Open Science Framework"
"a001086","figshare.com/articles/Fictional_First_Memories/6115676","figshare.com/articles/Fictional_First_Memories/6115676","yes","Figshare"
"a001087","osf.io/cmw75","osf.io/cmw75","yes","Open Science Framework"
"a001087","osf.io/uxtq2","osf.io/uxtq2","yes","Open Science Framework"
"a001088","osf.io/fy5dk","osf.io/fy5dk","yes","Open Science Framework"
"a001091","osf.io/tu3nm","osf.io/tu3nm","yes","Open Science Framework"
"a001092","doi.org/10.7910/DVN/TR4OUK","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TR4OUK","yes","Harvard Dataverse"
"a001093","osf.io/nmydf","osf.io/nmydf","yes","Open Science Framework"
"a001094","osf.io/fpdbh","osf.io/fpdbh","yes","Open Science Framework"
"a001100","madata.bib.uni-mannheim.de/266","madata.bib.uni-mannheim.de/266","yes","MADATA (University of Mannheim)"
"a001102","osf.io/a3c8h","osf.io/a3c8h","yes","Open Science Framework"
"a001103","osf.io/qenhu/?view_only=a214ad4886e64dcf8a57048fbde1dfbb","osf.io/qenhu/?view_only=a214ad4886e64dcf8a57048fbde1dfbb","yes","Open Science Framework"
"a001104","bit.ly/2ljvoKP","drive.switch.ch/index.php/s/ZDfdl9pVOdkQHYn","no",
"a001106","osf.io/pfjsd","osf.io/pfjsd","yes","Open Science Framework"
"a001107","doi.org/10.7910/DVN/FTFJTV","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FTFJTV","yes","Harvard Dataverse"
"a001109","osf.io/mcvt7/wiki/home","osf.io/mcvt7/wiki/home","yes","Open Science Framework"
"a001110","osf.io/pfh6r","osf.io/pfh6r","yes","Open Science Framework"
"a001111","hdl.handle.net/1959.13/1387620","nova.newcastle.edu.au/vital/access/manager/Repository/uon:32640","no",
"a001112","osf.io/n2kxa","osf.io/n2kxa","yes","Open Science Framework"
"a001113","doi.org/10.5160/psychdata.zrce16dy99","www.psychdata.de/index.php?main=search&sub=browse&id=zrce16dy99&lang=ger&version=10002","yes","PsychData"
"a001113","osf.io/b8pu6","osf.io/b8pu6","yes","Open Science Framework"
"a001114","osf.io/axphc","osf.io/axphc","yes","Open Science Framework"
"a001115","osf.io/g2t36","osf.io/g2t36","yes","Open Science Framework"
"a001116","cancercontrol.cancer.gov/brp/hbrb/flashe.html","cancercontrol.cancer.gov/brp/hbrb/flashe-study/flashe-files","no",
"a001116","osf.io/x3jav","osf.io/x3jav","yes","Open Science Framework"
"a001118","osf.io/x6t4e","osf.io/x6t4e","yes","Open Science Framework"
"a001119","osf.io/bbf3c","osf.io/bbf3c","yes","Open Science Framework"
"a001121","iris-database.org","www.iris-database.org/iris/app/home/detail?id=york:936152","yes","IRIS"
"a001121","osf.io/97kur","osf.io/97kur","yes","Open Science Framework"
"a001122","doi.org/10.7910/DVN/4XI0UG","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/4XI0UG","yes","Harvard Dataverse"
"a001124","osf.io/r35tf","osf.io/r35tf","yes","Open Science Framework"
"a001125","data.mendeley.com/datasets/k29ty5nh48/1","data.mendeley.com/datasets/k29ty5nh48/1","yes","Mendeley"
"a001127","osf.io/pxk8z","osf.io/pxk8z","yes","Open Science Framework"
"a001129","osf.io/7pw8r","osf.io/7pw8r","yes","Open Science Framework"
"a001131","github.com/carlsonrw/layTheories_altruism","github.com/carlsonrw/layTheories_altruism","yes","Github"
"a001132","osf.io/9z3nw","osf.io/9z3nw","yes","Open Science Framework"
"a001134","osf.io/e5r6f","osf.io/e5r6f","yes","Open Science Framework"
"a001135","dx.doi.org/10.7910/DVN/26134","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/26134","yes","Harvard Dataverse"
"a001138","osf.io/pdy6b","osf.io/pdy6b","yes","Open Science Framework"
"a001138","osf.io/project/s3chz/files/osfstorage/58920befb83f6901f40f7ec4","osf.io/u95vg","yes","Open Science Framework"
"a001138","osf.io/traf4","osf.io/traf4","yes","Open Science Framework"
"a001139","doi.org/10.5281/zenodo.1186639","zenodo.org/record/1186639","yes","Zenodo"
"a001140","osf.io/t28bw","osf.io/t28bw","yes","Open Science Framework"
"a001142","osf.io/c2gaf","osf.io/c2gaf","yes","Open Science Framework"
"a001144","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QG1DCI","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QG1DCI","yes","Harvard Dataverse"
"a001146","osf.io/zhf98","osf.io/zhf98","yes","Open Science Framework"
"a001147","dataverse.harvard.edu/dataset.xhtml?id=3037337","dataverse.harvard.edu/dataset.xhtml?id=3037337","yes","Harvard Dataverse"
"a001148","doi.org/10.7910/DVN/WKJJ3Z","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WKJJ3Z","yes","Harvard Dataverse"
"a001149","DDBJ database accession no. DRP005397","ddbj.nig.ac.jp/DRASearch/study?acc=DRP005397","yes","DNA Data Bank of Japan"
"a001149","www.irisdatabase.org/iris/app/home/detail?id=york:934328","www.iris-database.org/iris/app/home/detail?id=york:934328","yes","IRIS"
"a001150","osf.io/g6x7f/?view_only=a780cde9131745bebce281fcd0029a9c","osf.io/g6x7f/?view_only=a780cde9131745bebce281fcd0029a9c","yes","Open Science Framework"
"a001151","osf.io/79sqe","osf.io/79sqe","yes","Open Science Framework"
"a001152","osf.io/sbntf?view_only=12aeec9cda114f6eb138064f6c45aefe","osf.io/sbntf?view_only=12aeec9cda114f6eb138064f6c45aefe","yes","Open Science Framework"
"a001154",,,,
"a001155","osf.io/2bvt8","osf.io/2bvt8","yes","Open Science Framework"
"a001155","osf.io/zp76h","osf.io/zp76h","yes","Open Science Framework"
"a001157","osf.io/y3kzd","osf.io/y3kzd","yes","Open Science Framework"
"a001158","osf.io/75mau","osf.io/75mau","yes","Open Science Framework"
"a001160","osf.io/9KXM4","osf.io/9KXM4","yes","Open Science Framework"
"a001161","osf.io/ckwjx","osf.io/ckwjx","yes","Open Science Framework"
"a001163","dx.doi.org/10.5284/1021668","archaeologydataservice.ac.uk/archives/view/elmsfarm_eh_2013","yes","Archaeology Data Service"
"a001166","doi.org/10.7910/DVN/PGCVDP","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PGCVDP","yes","Harvard Dataverse"
"a001168","osf.io/rs32a/?view_only=1b0901ea36124e2998fe5511bee58c02","osf.io/rs32a/?view_only=1b0901ea36124e2998fe5511bee58c02","yes","Open Science Framework"
"a001170","osf.io/mxf5w","osf.io/mxf5w","yes","Open Science Framework"
"a001171","osf.io/d9jfz","osf.io/d9jfz","yes","Open Science Framework"
"a001173","dx.doi.org/10.7910/DVN/S9MIJU","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/S9MIJU","yes","Harvard Dataverse"
"a001176","dataverse.harvard.edu/dataverse/AgreementIndiff","dataverse.harvard.edu/dataverse/AgreementIndiff","yes","Harvard Dataverse"
"a001178","osf.io/t2856","osf.io/t2856","yes","Open Science Framework"
"a001179","osf.io/9mdxw/?view_only=976405fbcdb94ba4bdf1988684ad92bf","osf.io/9mdxw/?view_only=976405fbcdb94ba4bdf1988684ad92bf","yes","Open Science Framework"
"a001180","osf.io/he8s7","osf.io/he8s7","yes","Open Science Framework"
"a001181","osf.io/zpm9t","osf.io/zpm9t","yes","Open Science Framework"
"a001183","osf.io/3nkeh","osf.io/3nkeh","yes","Open Science Framework"
"a001184","osf.io/xg5rj/wiki/home","osf.io/xg5rj/wiki/home","yes","Open Science Framework"
"a001185","osf.io/g59s2","osf.io/g59s2","yes","Open Science Framework"
"a001186","midus.colectica.org","midus.colectica.org/Account/Login","no",
"a001187","osf.io/bw8sz","osf.io/bw8sz","yes","Open Science Framework"
"a001188","osf.io/z69fs","osf.io/z69fs","yes","Open Science Framework"
"a001190","osf.io/98ta4","osf.io/98ta4","yes","Open Science Framework"
"a001191","doi.pangaea.de/10.1594/PANGAEA.903123","doi.pangaea.de/10.1594/PANGAEA.903123","yes","PANGAEA"
"a001194","osf.io/zucn5","osf.io/zucn5","yes","Open Science Framework"
"a001195","iris-database.org/iris/app/home/detail?id=york:934337","www.iris-database.org/iris/app/home/detail?id=york:934337","yes","IRIS"
"a001196","osf.io/rdfm3","osf.io/rdfm3","yes","Open Science Framework"
"a001197","osf.io/re48w","osf.io/re48w","yes","Open Science Framework"
"a001198","osf.io/qqq82","osf.io/qqq82","yes","Open Science Framework"
"a001200","osf.io/5ybej","osf.io/5ybej","yes","Open Science Framework"
"a001201","osf.io/9gyvd","osf.io/9gyvd","yes","Open Science Framework"
"a001202","doi.org/10.17605/OSF.IO/UXYCH","osf.io/uxych","yes","Open Science Framework"
"a001206","doi.org/10.7910/DVN/6IOACK","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/6IOACK","yes","Harvard Dataverse"
"a001211","doi.org/10.7910/DVN/PL2XFD","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/PL2XFD","yes","Harvard Dataverse"
"a001214","doi.org/10.7910/DVN/ZYRC8S","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ZYRC8S","yes","Harvard Dataverse"
"a001215","iris-database.org","www.iris-database.org/iris/app/home/detail?id=york:932759, https://www.iris-database.org/iris/app/home/detail?id=york:932760, https://www.iris-database.org/iris/app/home/detail?id=york:932690","yes","IRIS"
"a001215","osf.io/gwk45","osf.io/gwk45","yes","Open Science Framework"
"a001216","osf.io/ydnfe","osf.io/ydnfe","yes","Open Science Framework"
"a001217","osf.io/hd42c","osf.io/hd42c","yes","Open Science Framework"
"a001219","osf.io/ngm4h","osf.io/ngm4h","yes","Open Science Framework"
"a001220","osf.io/jmiwn","osf.io/jmiwn","yes","Open Science Framework"
"a001221","doi.org/10.7910/DVN/BAG0DS","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/HIQ4BV","yes","Harvard Dataverse"
"a001223","osf.io/tde3r","osf.io/tde3r","yes","Open Science Framework"
"a001224","osf.io/2ngs9/registrations","osf.io/2ngs9/registrations","yes","Open Science Framework"
"a001225","doi.org/10.7910/DVN/I1HVCJ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/I1HVCJ","yes","Harvard Dataverse"
"a001226","osf.io/nzp8t","osf.io/nzp8t","yes","Open Science Framework"
"a001227","osf.io/atx26","osf.io/atx26","yes","Open Science Framework"
"a001228","osf.io/6htsx","osf.io/6htsx","yes","Open Science Framework"
"a001229","osf.io/vqke2","osf.io/vqke2","yes","Open Science Framework"
"a001231","osf.io/esw34","osf.io/esw34","yes","Open Science Framework"
"a001232","osf.io/bnsqw","osf.io/bnsqw","yes","Open Science Framework"
"a001233","doi.org/10.7910/DVN/TVZQG6","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TVZQG6","yes","Harvard Dataverse"
"a001234","osf.io/j2rwc/?view_only=77b87eac2bf4418c9f3efcc9db9a63cd","osf.io/j2rwc/?view_only=77b87eac2bf4418c9f3efcc9db9a63cd","yes","Open Science Framework"
"a001234","osf.io/s63tp/?view_only=4aada77c39414fd9bc0c7cfe705a2af6","osf.io/s63tp/?view_only=4aada77c39414fd9bc0c7cfe705a2af6","yes","Open Science Framework"
"a001235","osf.io/49rmq","osf.io/49rmq","yes","Open Science Framework"
"a001238","osf.io/ut382","osf.io/ut382","yes","Open Science Framework"
"a001239","osf.io/dux3n","osf.io/dux3n","yes","Open Science Framework"
"a001239","osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a","osf.io/dux3n/?view_only=452552239590486e8793e573f6e8911a","yes","Open Science Framework"
"a001240","osf.io/v36a6","osf.io/v36a6","yes","Open Science Framework"
"a001243","osf.io/nfh28","osf.io/nfh28","yes","Open Science Framework"
"a001244","osf.io/5cfj6","osf.io/5cfj6","yes","Open Science Framework"
"a001245","doi.org/10.7910/DVN/OOIEAO","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/OOIEAO","yes","Harvard Dataverse"
"a001246","osf.io/e5bvj","osf.io/e5bvj","yes","Open Science Framework"
"a001247","iris-database.org","iris-database.org/iris/app/home/detail?id=york:936419, https://www.dropbox.com/s/59czjr4u0nm1gsn/data.xlsx?dl=0, https://www.dropbox.com/s/7gqxg9spe2dx9n4/Grammar.exe?dl=0, https://www.dropbox.com/s/uasmo5werd5ebl1/Delayed.exe?dl=0","yes","IRIS"
"a001248","doi.org/10.7910/DVN/STXADQ","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/STXADQ","yes","Harvard Dataverse"
"a001249","osf.io/wpf7t","osf.io/wpf7t","yes","Open Science Framework"
"a001250","dbk.gesis.org/DBKSearch/SDesc2.asp?no=6701","search.gesis.org/research_data/ZA6701","yes","GESIS (Leibniz Institute for the Social Sciences)"
"a001250","osf.io/wk9rp","osf.io/wk9rp","yes","Open Science Framework"
"a001252","osf.io/jfxtr","osf.io/jfxtr","yes","Open Science Framework"
"a001253","osf.io/4a6jk","osf.io/4a6jk","yes","Open Science Framework"
"a001257","dx.doi.org/10.7910/DVN/VT4KJA","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/VT4KJA","yes","Harvard Dataverse"
"a001258","osf.io/c5bmm","osf.io/c5bmm","yes","Open Science Framework"
"a001259","osf.io/rstc5","osf.io/rstc5","yes","Open Science Framework"
"a001260","osf.io/3cmz4","osf.io/3cmz4","yes","Open Science Framework"
"a001261","osf.io/849kq","osf.io/849kq","yes","Open Science Framework"
"a001263","osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c","osf.io/tfwum/?view_only=0cc13036c196453d940a4dafc35b715c","yes","Open Science Framework"
"a001264","osf.io/5kbx6","osf.io/5kbx6","yes","Open Science Framework"
"a001265","intarch.ac.uk/journal/issue45/4/TerrainCoefficientDataTable.csv","intarch.ac.uk/journal/issue45/4/TerrainCoefficientDataTable.csv","no",
"a001265","intarch.ac.uk/journal/issue45/4/TerrainCoefficientDataTable.xlsx","intarch.ac.uk/journal/issue45/4/TerrainCoefficientDataTable.xlsx","no",
"a001266","doi.org/10.7910/DVN/QO6EMT","dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/QO6EMT","yes","Harvard Dataverse"
"a001268","osf.io/cky7g","osf.io/cky7g","yes","Open Science Framework"
