study_id,coder,date_coded,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,number_of_links,link_number,link_url,link_work,link_work_noother,resolved_url,is_repository,is_repository_other,repository_name,files_exist,files_exist_other,download_success,download_success_other,notes
a000540,sophia,2020-04-26,yes,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a000597,sophia,2020-04-26,yes,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a000745,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,osf.io/uqg5m/,yes,NA,https://osf.io/uqg5m/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000764,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,https://figshare.com/articles/Contingent_attentional_engagement_stimulus-_and_goal-driven_capture_have_qualitatively_different_consequences_-_data_from_3_experiments/6818228/1,yes,NA,https://figshare.com/articles/Contingent_attentional_engagement_stimulus-_and_goal-driven_capture_have_qualitatively_different_consequences_-_data_from_3_experiments/6818228/1,yes,NA,Figshare,yes,NA,yes,NA,I didn't have any problems with this article
a000807,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/x9h8b/,yes,NA,https://osf.io/x9h8b/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000867,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/dw5fm/,yes,NA,https://osf.io/dw5fm/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000929,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/nxrsj/,yes,NA,https://osf.io/nxrsj/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000993,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/72b89/,yes,NA,https://osf.io/72b89/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001071,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/gjp53/,yes,NA,https://osf.io/gjp53/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001171,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/d9jfz/,yes,NA,https://osf.io/d9jfz/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001198,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/qqq82/,yes,NA,https://osf.io/qqq82/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001275,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/dxvrq,yes,NA,https://osf.io/dxvrq,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001332,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/68MES/,yes,NA,https://osf.io/68MES/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001441,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/axnm6/,yes,NA,https://osf.io/axnm6/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001497,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/fitgz/,yes,NA,https://osf.io/fitgz/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001572,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/vq49b/,yes,NA,https://osf.io/vq49b/,yes,NA,OSF,yes,NA,other,file was over 100MB,I didn't have any problems with this article
a001601,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3,yes,NA,https://osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3,yes,NA,OSF,yes,NA,other,one out of the three files was over 100MB,I didn't have any problems with this article
a001628,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/bxj9d/,yes,NA,https://osf.io/bxj9d/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001628,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/7gy85,yes,NA,https://osf.io/7gy85,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001655,sophia,2020-04-26,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/2cv4x/?view_only=d192b6df6a7b4c1ea49d19e819330f80,yes,NA,https://osf.io/2cv4x/?view_only=d192b6df6a7b4c1ea49d19e819330f80,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000004,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/4sqn3/,yes,NA,https://osf.io/4sqn3/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000051,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://ckan-rdm.up.pt/dataset/i3s-2019-001,yes,NA,https://ckan-rdm.up.pt/dataset/i3s-2019-001,yes,NA,University of Porto Repository,yes,NA,yes,NA,I didn't have any problems with this article
a000153,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/du9ws/,yes,NA,https://osf.io/du9ws/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000185,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/38apk/?view_only=66833d11e36f4af8a17e56d45ac5e379,yes,NA,https://osf.io/38apk/?view_only=66833d11e36f4af8a17e56d45ac5e379,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000187,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/c4wn8/,yes,NA,https://osf.io/c4wn8/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000217,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/wk3ve/,yes,NA,https://osf.io/wk3ve/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000236,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/q9kd3/,yes,NA,https://osf.io/q9kd3/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000258,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/9q23j/,yes,NA,https://osf.io/9q23j/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000339,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/b7qpu/,yes,NA,https://osf.io/b7qpu/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000387,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/wgfnm/,yes,NA,https://osf.io/wgfnm/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000408,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,osf.io/nrf72,yes,NA,https://osf.io/wgfnm/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000422,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/sgwv6/files/,yes,NA,https://osf.io/sgwv6/files/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000509,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/rwvc4/,yes,NA,https://osf.io/rwvc4/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000523,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/FPYKTP,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/FPYKTP,yes,NA,Harvard Dataverse Network,yes,NA,other,File was over 100MB,I didn't have any problems with this article
a000573,sophia,2020-04-27,yes,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Says it's on the JESP website.
a000604,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/jazfy/,yes,NA,https://osf.io/jazfy/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000627,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/x37d5/,yes,NA,https://osf.io/x37d5/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000694,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/7nwa6/,yes,NA,https://osf.io/7nwa6/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000739,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/jd4d2/,yes,NA,https://osf.io/jd4d2/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000770,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,http://doi:10.7910/DVN/TJKIWN,other,"Redirect notice', but the link http://doi.og/10.7910/DVN/TJKIWN works",https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TJKIWN,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article
a000773,sophia,2020-04-27,yes,NA,no,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
a000776,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/9IKGYY,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9IKGYY,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article
a000779,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/g5fvw/,yes,NA,https://osf.io/g5fvw/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000837,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/xm8dh/,yes,NA,https://osf.io/xm8dh/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000856,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/fdhru/,yes,NA,https://osf.io/fdhru/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000882,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/nyq9j/,yes,NA,https://osf.io/nyq9j/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000973,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/F9ICHH,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/F9ICHH,yes,NA,Harvard Dataverse Network,yes,NA,other,file was 100MB,I didn't have any problems with this article
a001000,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/54skn/files/,yes,NA,https://osf.io/54skn/files/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001006,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/yq5jw/,yes,NA,https://osf.io/yq5jw/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001031,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/tv8ai/,yes,NA,https://osf.io/tv8ai/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001049,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/X88LYH,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/X88LYH,yes,NA,Harvard Dataverse Network,yes,NA,yes,NA,I didn't have any problems with this article
a001131,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://github.com/carlsonrw/layTheories_altruism,yes,NA,https://github.com/carlsonrw/layTheories_altruism,yes,NA,Github,yes,NA,yes,NA,I didn't have any problems with this article
a001294,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/8juyc/,yes,NA,https://osf.io/8juyc/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001296,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://iris-database.org,yes,NA,https://iris-database.org/iris/app/home/index,yes,NA,IRIS Database,other,link is for the IRIS database home page,no,NA,I didn't have any problems with this article
a001439,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/ht3gk/,yes,NA,https://osf.io/ht3gk/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001490,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/,yes,NA,https://osf.io/,yes,NA,OSF,other,link leads to the OSF homepage,no,NA,I didn't have any problems with this article
a001523,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/5bpr7/,yes,NA,https://osf.io/5bpr7/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001573,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,osf.io/8g5fy,yes,NA,https://osf.io/8g5fy,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a001609,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/AGIMGY,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/AGIMGY,yes,NA,Harvard Dataverse Network,yes,NA,other,file was over 100MB,I didn't have any problems with this article
a001619,sophia,2020-04-27,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/stv79/,yes,NA,https://osf.io/stv79/,yes,NA,OSF,yes,NA,yes,NA,I didn't have any problems with this article
a000123,steve,2020-05-21,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/x6wcb,yes,NA,https://osf.io/x6wcb/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues"
a000233,steve,2020-05-21,yes,NA,no,NA,no,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Could not find a link to shared data in paper or on website
a000272,steve,2020-08-31,yes,NA,yes,NA,yes,NA,2,1,https://osf.io/p6jfq/,yes,NA,https://osf.io/p6jfq,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues"
a000272,steve,2020-08-31,yes,NA,yes,NA,yes,NA,2,2,https://osf.io/vhme2/,yes,NA,https://osf.io/vhme2,yes,NA,OSF Registries,yes,NA,yes,NA,"Contains code for calculating indices, so relevant despite being labelled a link to materials"
a000403,steve,2020-05-21,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/92xqk/,yes,NA,https://osf.io/92xqk/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues"
a000592,steve,2020-05-21,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7910/DVN/24885,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/24885,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"Straightforward, no issues"
a000911,steve,2020-05-21,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/kxdm9/,yes,NA,https://osf.io/kxdm9/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues"
a000954,steve,2020-05-21,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.7910/DVN/2VF2J0,yes,NA,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2VF2J0,yes,NA,Harvard Dataverse,yes,NA,yes,NA,"Straightforward, no issues"
a001338,steve,2020-05-21,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/93m8y/,yes,NA,https://osf.io/93m8y/,yes,NA,OSF,yes,NA,yes,NA,Repository also contains data for commentary in separate module - may be relevant
a001381,steve,2020-05-21,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/npqgz,yes,NA,https://osf.io/npqgz/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues"
a001614,steve,2020-05-21,yes,NA,yes,NA,yes,NA,1,1,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MVGYWG,no,Asks for a login - may be a not found error,NA,NA,NA,NA,NA,NA,NA,NA,"DOI could not be found, either - searching by author on dataverse does not return this study"
a000032,steve,2020-07-06,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.6096/MISTRALS-HyMeX.1406,yes,NA,https://mistrals.sedoo.fr/HyMeX/?editDatsId=1406,yes,NA,HyMeX database,other,Account registration required,no,NA,Account required to access the HyMeX database
a000116,steve,2020-07-06,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/gzytb/,yes,NA,https://osf.io/gzytb/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues"
a000117,steve,2020-07-06,yes,NA,yes,NA,yes,NA,1,1,http://archaeologydataservice.ac.uk/archives/view/greylit/,yes,NA,https://archaeologydataservice.ac.uk/archives/view/greylit/,yes,NA,Archaeology Data Service,no,NA,NA,NA,This open data referred to seems to be a downloadable set of bibliographic data which doesn't seem accessible in 2020.
a000162,steve,2020-07-06,yes,NA,yes,NA,yes,NA,1,1,https://doi.pangaea.de/10.1594/PANGAEA.896587,yes,NA,https://doi.pangaea.de/10.1594/PANGAEA.896587,yes,NA,PANGAEA,yes,NA,yes,NA,"Straightforward, no issues"
a000171,steve,2020-07-06,yes,NA,yes,NA,yes,NA,8,1,https://doi.org/10.6092/SNAP.cbbba251c17b55c737836768c8737589,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.cbbba251c17b55c737836768c8737589,yes,NA,SNAP,yes,NA,partial,"Link contains 31 separate XML files to download, just downloaded the first one","Auto logged in as guest, had to agree to restrictive conditions before viewing files, landing page required an extra click to actually view files"
a000171,steve,2020-07-06,yes,NA,yes,NA,yes,NA,8,2,https://doi.org/10.6092/SNAP.10b2260a0617627002d437ea6a3df022,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.10b2260a0617627002d437ea6a3df022,yes,NA,SNAP,yes,NA,partial,"Link contains over 30 separate XML files to download, just downloaded the first one","Auto logged in as guest, had to agree to restrictive conditions before viewing files, landing page required an extra click to actually view files"
a000171,steve,2020-07-06,yes,NA,yes,NA,yes,NA,8,3,https://doi.org/10.6092/SNAP.f56b827cffb9f0e99603c6ef4074de73,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.f56b827cffb9f0e99603c6ef4074de73,yes,NA,SNAP,yes,NA,partial,"Link contains over 30 separate XML files to download, just downloaded the first one","Auto logged in as guest, had to agree to restrictive conditions before viewing files, landing page required an extra click to actually view files"
a000171,steve,2020-07-06,yes,NA,yes,NA,yes,NA,8,4,https://doi.org/10.6092/SNAP.580bf950a46873e44295a7e29d66f077,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.580bf950a46873e44295a7e29d66f077,yes,NA,SNAP,yes,NA,partial,"Link contains over 30 separate XML files to download, just downloaded the first one","Auto logged in as guest, had to agree to restrictive conditions before viewing files, landing page required an extra click to actually view files"
a000171,steve,2020-07-06,yes,NA,yes,NA,yes,NA,8,5,https://doi.org/10.6092/SNAP.6bbca96b0a7b0a5c3b0be4b4312f837c,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.6bbca96b0a7b0a5c3b0be4b4312f837c,yes,NA,SNAP,yes,NA,partial,"Link contains over 30 separate XML files to download, just downloaded the first one","Auto logged in as guest, had to agree to restrictive conditions before viewing files, landing page required an extra click to actually view files"
a000171,steve,2020-07-06,yes,NA,yes,NA,yes,NA,8,6,https://doi.org/10.6092/SNAP.93d8a7ad5841c7380c9656779ae3425d,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.93d8a7ad5841c7380c9656779ae3425d,yes,NA,SNAP,yes,NA,partial,"Link contains over 30 separate XML files to download, just downloaded the first one","Auto logged in as guest, had to agree to restrictive conditions before viewing files, landing page required an extra click to actually view files"
a000171,steve,2020-07-06,yes,NA,yes,NA,yes,NA,8,7,https://doi.org/10.6092/SNAP.4a66da6e800423b1a51babcd917805c1,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.4a66da6e800423b1a51babcd917805c1,yes,NA,SNAP,yes,NA,partial,"Link contains over 30 separate XML files to download, just downloaded the first one","Auto logged in as guest, had to agree to restrictive conditions before viewing files, landing page required an extra click to actually view files"
a000171,steve,2020-07-06,yes,NA,yes,NA,yes,NA,8,8,https://doi.org/10.6092/SNAP.b2f9e5768dcc2aa0922f24967920d9ab,yes,NA,https://snap.ogs.trieste.it/cache/index.jsp?doi=10.6092/SNAP.b2f9e5768dcc2aa0922f24967920d9ab,yes,NA,SNAP,yes,NA,partial,"Link contains over 30 separate XML files to download, just downloaded the first one","Auto logged in as guest, had to agree to restrictive conditions before viewing files, landing page required an extra click to actually view files"
a000210,steve,2020-07-06,yes,NA,yes,NA,yes,NA,1,1,https://doi.pangaea.de/10.1594/PANGAEA.885886,yes,NA,https://doi.pangaea.de/10.1594/PANGAEA.885886,yes,NA,PANGAEA,yes,NA,yes,NA,"Straightforward, no issues"
a000227,steve,2020-07-06,yes,NA,yes,NA,yes,NA,3,1,https://doi.org/10.23684/odi-2017-00957,yes,NA,https://open.canada.ca/data/en/dataset/e7484a20-99fa-4989-945b-3031d670d285,yes,NA,Open Government (Canada),yes,NA,yes,NA,"Straightforward, no issues"
a000227,steve,2020-07-06,yes,NA,yes,NA,yes,NA,3,2,https://doi.org/10.23684/odi-2017-00959,yes,NA,https://open.canada.ca/data/en/dataset/c1a63ce9-6b76-414b-937e-135fae08cea2,yes,NA,Open Government (Canada),yes,NA,yes,NA,"Straightforward, no issues"
a000227,steve,2020-07-06,yes,NA,yes,NA,yes,NA,3,3,https://doi.org/10.23684/odi-2017-00958,yes,NA,https://open.canada.ca/data/en/dataset/150566dc-7f3b-4ba7-b65a-16f35b947a57,yes,NA,Open Government (Canada),yes,NA,yes,NA,"Straightforward, no issues"
a000269,steve,2020-07-06,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.24414/j0dx-9n36,yes,NA,https://www.astro.oma.be/doi/Seis_Grav/Gravity_DB.html,yes,NA,Royal Observatory of Belgium,yes,NA,yes,NA,"Straightforward, no issues"
a000270,steve,2020-07-06,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.5284/1031492,yes,NA,https://archaeologydataservice.ac.uk/archives/view/romurbital_mc_2015/,yes,NA,Archaeology Data Service,yes,NA,yes,NA,"Straightforward, no issues"
a000359,steve,2020-07-06,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5284/1011888,yes,NA,https://archaeologydataservice.ac.uk/archives/view/t5_framework_2011/,yes,NA,Archaeology Data Service,yes,NA,partial,Repository contained hundreds of files organised into seven sections (folder). Downloaded at least one file from each section to check,"Straightforward, no issues"
a000394,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,https://osf.io/sr9f4/,yes,NA,https://osf.io/sr9f4/,yes,NA,OSF,yes,NA,yes,NA,"Straightforward, no issues"
a000395,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.17863/CAM.31530,yes,NA,https://www.repository.cam.ac.uk/handle/1810/284168,yes,NA,Apollo - University of Cambridge Repository,yes,NA,yes,NA,"Straightforward, no issues"
a000398,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.1594/PANGAEA.885879,yes,NA,https://doi.pangaea.de/10.1594/PANGAEA.885879,yes,NA,PANGAEA,yes,NA,yes,NA,"Straightforward, no issues"
a000418,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.5284/1019856,yes,NA,https://archaeologydataservice.ac.uk/archives/view/scarr_eh_2013/,yes,NA,Archaeology Data Service,yes,NA,partial,Link contains over 1000 photos not downloaded,Article also had link to an .STL file for 3D printing available directly from the journal website
a000420,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,https://catalogue.ceda.ac.uk/uuid/1d29816cee7e4fb586b80a3f7debcb8e,yes,NA,https://catalogue.ceda.ac.uk/uuid/1d29816cee7e4fb586b80a3f7debcb8e,yes,NA,The CEDA Archive,yes,NA,other,Downloads for some files kept timing out,Downloads for some files kept timing out
a000426,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,http://catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb,yes,NA,https://catalogue.ceda.ac.uk/uuid/4dc8450d889a491ebb20e724debe2dfb,yes,NA,The CEDA Archive,yes,NA,other,Account required to access data,Account required to access data
a000443,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.7289/V5QJ7F8R,yes,NA,https://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:COAPS-SAMOS,yes,NA,NCEI,yes,NA,partial,"Ongoing project, hundreds of files across dozens of folders. A sample downloaded to check only","Straightforward, no issues"
a000494,steve,2020-07-08,yes,NA,yes,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No link to data found - the only ""data"" in this paper would be response rates to a survey with N = 30 respondents."
a000527,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5285/7925ded722d743fa8259a93acc7073f2,yes,NA,https://catalogue.ceda.ac.uk/uuid/7925ded722d743fa8259a93acc7073f2,yes,NA,The CEDA Archive,yes,NA,other,Downloads for some files kept timing out,Note that dataset has been superceded; downloads for some files kept timing out
a000618,steve,2020-07-08,yes,NA,yes,NA,yes,NA,1,1,http://dx.doi.org/10.6084/m9.figshare.1275172,yes,NA,https://figshare.com/articles/UAV_Aerial_Survey_Blackquarries_Hill_Long_Barrow_ST77509320_/1275172,yes,NA,figshare,yes,NA,partial,Total download size exceeded 100MB,"Straightforward, no issues"
a000681,steve,2020-07-09,yes,NA,yes,NA,yes,NA,1,1,https://doi.org/10.5281/zenodo.3371710,yes,NA,https://zenodo.org/record/3371710,yes,NA,Zenodo,yes,NA,partial,Total download size exceeded 100MB,"Straightforward, no issues"
a000683,steve,2020-07-09,yes,NA,yes,NA,yes,NA,1,1,http://archaeologydataservice.ac.uk/archives/view/urubici_na_2015/,yes,NA,https://archaeologydataservice.ac.uk/archives/view/urubici_na_2015/,yes,NA,Archaeology Data Service,yes,NA,partial,Total download size exceeded 100MB,"Straightforward, no issues"
a000686,steve,2020-07-09,yes,NA,yes,NA,yes,NA,4,1,https://doi.org/10.5281/zenodo.3548752,yes,NA,https://zenodo.org/record/3548752,yes,NA,Zenodo,yes,NA,yes,NA,"Straightforward, no issues"
a000686,steve,2020-07-09,yes,NA,yes,NA,yes,NA,4,2,https://doi.org/10.5281/zenodo.3548883,yes,NA,https://zenodo.org/record/3548883,yes,NA,Zenodo,yes,NA,yes,NA,"Straightforward, no issues"
a000686,steve,2020-07-09,yes,NA,yes,NA,yes,NA,4,3,https://doi.org/10.5281/zenodo.3548898,yes,NA,https://zenodo.org/record/3548898,yes,NA,Zenodo,yes,NA,yes,NA,"Straightforward, no issues"
a000686,steve,2020-07-09,yes,NA,yes,NA,yes,NA,4,4,https://doi.org/10.5281/zenodo.3548902,yes,NA,https://zenodo.org/record/3548902,yes,NA,Zenodo,yes,NA,yes,NA,"Straightforward, no issues"
a000696,steve,2020-07-09,yes,NA,yes,NA,yes,NA,1,1,https://citsci.geog.mcgill.ca,yes,NA,https://citsci.geog.mcgill.ca/,no,NA,NA,no,NA,NA,NA,"The linked site is the generic program website; the paper is more a description of a data transcription project, not reporting results"
