study_id,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,link_url_cleaned
a001305,yes,NA,yes,NA,yes,NA,osf.io/q4n2b
a001306,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/ZSJA25
a001308,yes,NA,yes,NA,yes,NA,osf.io/wki3y
a001309,yes,NA,yes,NA,yes,NA,osf.io/chm94
a001310,yes,NA,yes,NA,yes,NA,osf.io/27gwb
a001311,yes,NA,yes,NA,yes,NA,osf.io/4r9zs
a001313,yes,NA,yes,NA,yes,NA,osf.io/uqh5d
a001314,yes,NA,yes,NA,yes,NA,osf.io/vjacn
a001316,yes,NA,yes,NA,yes,NA,osf.io/9cmxw
a001317,yes,NA,yes,NA,yes,NA,osf.io/j25fh
a001318,yes,NA,yes,NA,yes,NA,figshare.com/articles/NPQIP_final_analysis_set/5375275/1
a001319,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/3DK6JA
a001320,yes,NA,yes,NA,yes,NA,osf.io/4e7h9
a001321,yes,NA,yes,NA,yes,NA,osf.io/dmbkw
a001326,yes,NA,yes,NA,yes,NA,osf.io/5tus8
a001327,yes,NA,yes,NA,yes,NA,osf.io/fgn9y
a001328,yes,NA,yes,NA,yes,NA,osf.io/mgbck
a001329,yes,NA,other,Appendix A states that supplementary data is available on journal website but the actual link to the shared data is in the body of the article.,yes,NA,osf.io/rkae4
a001330,yes,NA,yes,NA,yes,NA,osf.io/s6p9v
a001331,yes,NA,yes,NA,yes,NA,osf.io/27h68
a001332,yes,NA,yes,NA,yes,NA,osf.io/68MES
a001333,yes,NA,yes,NA,yes,NA,osf.io/mtsvy
a001334,yes,NA,yes,NA,yes,NA,osf.io/2dc4p
a001336,yes,NA,yes,NA,yes,NA,osf.io/m6p82
a001337,yes,NA,yes,NA,yes,NA,osf.io/reky2
a001338,yes,NA,yes,NA,yes,NA,osf.io/93m8y
a001340,yes,NA,yes,NA,yes,NA,figshare.com/projects/Effects_of_tDCS_over_posterior_parietal_cortex_on_episodic_memory_reconsolidation/64793
a001341,yes,NA,yes,NA,yes,NA,osf.io/kewpu
a001343,yes,NA,yes,NA,yes,NA,osf.io/xefc4
a001344,yes,NA,yes,NA,yes,NA,osf.io/9yxmh
a001345,yes,NA,yes,NA,yes,NA,osf.io/ugdnv
a001346,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/FZI6NO
a001348,yes,NA,yes,NA,yes,NA,osf.io/nr24b
a001349,yes,NA,yes,NA,yes,NA,osf.io/rjdpc
a001350,yes,NA,yes,NA,yes,NA,osf.io/b956g
a001350,yes,NA,yes,NA,yes,NA,osf.io/vnkaz
a001351,yes,NA,yes,NA,yes,NA,osf.io/4kanr
a001352,yes,NA,yes,NA,yes,NA,osf.io/kwvu6
a001353,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/privateurl.xhtml?token=f8d2d590-6a8e-4df2-9dca-7e3f3813c78c
a001354,yes,NA,yes,NA,yes,NA,osf.io/nvq6t
a001355,yes,NA,yes,NA,yes,NA,osf.io/b3epc
a001356,yes,NA,no,NA,other,Online article has direct link to files,intarch.ac.uk/journal/issue52/3/glassdata.xls
a001358,yes,NA,yes,NA,yes,NA,osf.io/62wn9
a001359,yes,NA,yes,NA,no,NA,NA
a001360,yes,NA,yes,NA,yes,NA,osf.io/e3afr
a001361,yes,NA,yes,NA,yes,NA,osf.io/efjd6
a001362,yes,NA,yes,NA,yes,NA,osf.io/t79ca
a001368,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/K6ZOOW
a001369,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=https://doi.org/10.7910/DVN/GSQG1K
a001370,yes,NA,yes,NA,yes,NA,osf.io/dq3w9
a001372,yes,NA,yes,NA,yes,NA,osf.io/rydzg
a001374,yes,NA,yes,NA,yes,NA,osf.io/9cndv
a001376,yes,NA,yes,NA,yes,NA,osf.io/txa5j
a001377,yes,NA,yes,NA,yes,NA,osf.io/j2g7t
a001378,yes,NA,yes,NA,yes,NA,osf.io/cbjps
a001379,yes,NA,yes,NA,yes,NA,osf.io/wkjp6
a001380,yes,NA,yes,NA,yes,NA,iris-database.org/iris/app/home/detail?id=york:935928&amp;ref=search
a001381,yes,NA,yes,NA,yes,NA,osf.io/npqgz
a001382,yes,NA,yes,NA,yes,NA,osf.io/zd2j9
a001385,yes,NA,yes,NA,yes,NA,osf.io/84zg3
a001386,yes,NA,yes,NA,yes,NA,osf.io/exp4n
a001387,yes,NA,yes,NA,yes,NA,osf.io/mytx9
a001388,yes,NA,yes,NA,yes,NA,osf.io/pwy9r
a001389,yes,NA,yes,NA,yes,NA,osf.io/hrzgs
a001390,yes,NA,yes,NA,yes,NA,osf.io/93cvs
a001391,yes,NA,yes,NA,yes,NA,osf.io/2nj9h
a001392,yes,NA,yes,NA,yes,NA,osf.io/jxf5q
a001393,yes,NA,yes,NA,yes,NA,osf.io/s5rfu
a001394,yes,NA,yes,NA,other,Article mentions that data is available as supporting materials and has link to web page for article,ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc6.zip
a001394,yes,NA,yes,NA,other,Article mentions that data is available as supporting materials and has link to web page for article,ars.els-cdn.com/content/image/1-s2.0-S0092656617301095-mmc7.zip
a001395,yes,NA,yes,NA,yes,NA,osf.io/2pnu6
a001397,yes,NA,yes,NA,yes,NA,osf.io/236zg
a001398,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/QTG6FQ
a001401,yes,NA,yes,NA,yes,NA,osf.io/yh7wu
a001404,yes,NA,yes,NA,yes,NA,osf.io/hw2ac
a001405,yes,NA,yes,NA,yes,NA,osf.io/mk73j
a001406,yes,NA,yes,NA,yes,NA,dx.doi.org/10.17632/7tj8hpmnmt.1
a001408,yes,NA,yes,NA,yes,NA,osf.io/rgsbj
a001411,yes,NA,yes,NA,yes,NA,osf.io/bqyhd
a001412,yes,NA,yes,NA,yes,NA,osf.io/u65by
a001414,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/XJQALC
a001415,yes,NA,yes,NA,yes,NA,osf.io/6j9aq
a001416,yes,NA,yes,NA,yes,NA,osf.io/24kvu
a001417,yes,NA,no,NA,yes,NA,osf.io/r2ujq/?view_only-c0f24616fffa4805b09b5f552c5a466e
a001418,yes,NA,yes,NA,yes,NA,github.com/abrowman/psm-jesp2017
a001420,yes,NA,yes,NA,yes,NA,doi.org/10.1016/j.jesp.2019.03.009
a001421,yes,NA,yes,NA,yes,NA,figshare.com/authors/Lorna_Richardson/606491
a001422,yes,NA,yes,NA,yes,NA,doi.org/10.5284/1052664
a001423,yes,NA,yes,NA,yes,NA,osf.io/6d3ry
a001425,yes,NA,yes,NA,yes,NA,osf.io/t7jjk
a001425,yes,NA,yes,NA,yes,NA,www.oecd.org/pisa/data/2015database
a001426,yes,NA,yes,NA,yes,NA,dx.doi.org/10.5285/2503df629a8a485e8582e5150876b210
a001428,yes,NA,yes,NA,yes,NA,osf.io/8eqtc
a001429,yes,NA,yes,NA,yes,NA,www.tessexperiments.org/data/ferrer825.html
a001430,yes,NA,yes,NA,yes,NA,data.mendeley.com/submissions/evise/edit/rh22h25sw7?submission_id=S0022-1031(17)30623-6&token=3639d213-5e0d-437d-af76-0023d5b2081a
a001430,yes,NA,yes,NA,yes,NA,doi.org/10.1016/j.jesp.2018.01.007
a001431,yes,NA,yes,NA,yes,NA,osf.io/dbgh6
a001432,yes,NA,yes,NA,yes,NA,osf.io/fkn8m
a001433,yes,NA,yes,NA,yes,NA,osf.io/8bjcs
a001434,yes,NA,other,"Contained within ""notes"", not standalone statement",yes,NA,osf.io/h6dwg
a001436,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/AT2FEZ
a001437,yes,NA,yes,NA,yes,NA,osf.io/2bfkt/?view_only=1fee156afa004d37ba3e48f189fba097
a001439,yes,NA,yes,NA,yes,NA,osf.io/ht3gk
a001440,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/EBF7XW
a001441,yes,NA,yes,NA,yes,NA,osf.io/axnm6
a001443,yes,NA,yes,NA,yes,NA,doi.org/10.17863/CAM.7153;the
a001443,yes,NA,yes,NA,yes,NA,osf.io/7b9au
a001444,yes,NA,yes,NA,yes,NA,osf.io/cd893/?view_only=5c5dd4ed81cc497d9ee1cb383da909cf
a001445,yes,NA,yes,NA,yes,NA,osf.io/e2aks
a001447,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/ICISE4
a001448,yes,NA,yes,NA,yes,NA,osf.io/yfc5m
a001449,yes,NA,yes,NA,yes,NA,osf.io/34cd8
a001450,yes,NA,yes,NA,yes,NA,osf.io/u9tk8
a001452,yes,NA,yes,NA,yes,NA,osf.io/9b4y7
a001454,yes,NA,yes,NA,yes,NA,osf.io/mrt8f
a001455,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/BFSGZI
a001458,yes,NA,yes,NA,yes,NA,dx.doi.org/10.23668/psycharchives.790
a001459,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/EL6ZCZ
a001460,yes,NA,yes,NA,yes,NA,osf.io/b4nvf
a001463,yes,NA,yes,NA,yes,NA,DOI 10.17605/OSF.IO/KZ483
a001464,yes,NA,yes,NA,yes,NA,osf.io/h7s5j
a001465,yes,NA,yes,NA,yes,NA,osf.io/enuv3
a001466,yes,NA,yes,NA,yes,NA,osf.io/register/ https://osf.io/jpbnu/?view_only = 2ba7656345b94dacaf1210e8185a5967
a001467,yes,NA,yes,NA,yes,NA,osf.io/ng9k8
a001468,yes,NA,yes,NA,yes,NA,osf.io/nav9h
a001469,yes,NA,yes,NA,yes,NA,osf.io/fhegd
a001470,yes,NA,yes,NA,yes,NA,osf.io/waeqn
a001471,yes,NA,yes,NA,yes,NA,osf.io/92vsw/?view_only=f2b4c79786d9406fa75e7b54bc298eb4
a001472,yes,NA,yes,NA,yes,NA,openneuro.org/datasets/ds001838/versions/1.0.0
a001472,yes,NA,yes,NA,yes,NA,osf.io/buqcm
a001475,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/PB8X8P
a001476,yes,NA,yes,NA,yes,NA,figshare.com/s/0bfe19464337b17fb326
a001476,yes,NA,yes,NA,yes,NA,forscenter.ch/en/our-surveys/swiss-household-panel
a001476,yes,NA,yes,NA,yes,NA,www.worldvaluessurvey.org
a001477,yes,NA,yes,NA,yes,NA,osf.io/wqnnx
a001480,yes,NA,yes,NA,yes,NA,osf.io/qtb5u
a001481,yes,NA,yes,NA,yes,NA,zenodo.org/record/1217215
a001482,yes,NA,yes,NA,yes,NA,osf.io/7h6cy
a001485,yes,NA,no,NA,yes,NA,osf.io/xrk6j
a001486,yes,NA,yes,NA,yes,NA,osf.io/64nzg
a001487,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/LNUYXZ
a001488,yes,NA,yes,NA,yes,NA,osf.io/b4cqm
a001489,yes,NA,yes,NA,yes,NA,osf.io/akbfj
a001489,yes,NA,yes,NA,yes,NA,osf.io/kd8b3
a001490,yes,NA,yes,NA,yes,NA,osf.io
a001493,yes,NA,yes,NA,yes,NA,hrs.isr.umich.edu/documentation?_ga=2.27770172.1038497410.1542961645-2121603621.1539110961
a001493,yes,NA,yes,NA,yes,NA,hrsonline.isr.umich.edu/index.php?p=avail&_ga=2.193912365.1038497410.1542961645-2121603621.1539110961
a001493,yes,NA,yes,NA,yes,NA,osf.io/pn3vt
a001495,yes,NA,yes,NA,yes,NA,osf.io/5zimh
a001496,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/SRPTCV
a001497,yes,NA,yes,NA,yes,NA,osf.io/fitgz
a001499,yes,NA,yes,NA,yes,NA,osf.io/6b4ag
a001500,yes,NA,yes,NA,yes,NA,osf.io/mpf64
a001501,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/DEMP8Q
a001502,yes,NA,yes,NA,yes,NA,osf.io/c6wm5
a001504,yes,NA,yes,NA,yes,NA,osf.io/djzh3
a001505,yes,NA,yes,NA,yes,NA,osf.io/5t6fs
a001506,yes,NA,yes,NA,yes,NA,osf.io/zg2su/files
a001507,yes,NA,yes,NA,yes,NA,osf.io/b69g8
a001509,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/GTXZ4J
a001511,yes,NA,yes,NA,yes,NA,osf.io/jqug4
a001512,yes,NA,yes,NA,yes,NA,ti-nyurl.com/zvgu6hh
a001512,yes,NA,yes,NA,yes,NA,tinyurl.com/hwmo9t6
a001514,yes,NA,yes,NA,yes,NA,osf.io/4UBJ8
a001514,yes,NA,yes,NA,yes,NA,osf.io/j479p
a001515,yes,NA,yes,NA,yes,NA,osf.io/w38qr
a001516,yes,NA,yes,NA,yes,NA,osf.io/ideta
a001517,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/YUM3K8
a001518,yes,NA,yes,NA,yes,NA,osf.io/fhmyb
a001519,yes,NA,yes,NA,yes,NA,osf.io/b9pkj
a001520,yes,NA,yes,NA,yes,NA,osf.io/84xut
a001522,yes,NA,yes,NA,yes,NA,osf.io/ws3j9
a001523,yes,NA,yes,NA,yes,NA,osf.io/5bpr7
a001524,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/XRJ43D
a001525,yes,NA,yes,NA,yes,NA,osf.io/d2wur
a001525,yes,NA,yes,NA,yes,NA,osf.io/yjer4
a001527,yes,NA,yes,NA,yes,NA,osf.io/x7kma
a001528,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/VJLVYU
a001529,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/B9SCDJ
a001531,yes,NA,yes,NA,yes,NA,osf.io/3hm4g
a001534,yes,NA,yes,NA,yes,NA,osf.io/aqkgt
a001536,yes,NA,yes,NA,yes,NA,osf.io/5ahzj
a001538,yes,NA,yes,NA,yes,NA,osf.io/ygzx3
a001539,yes,NA,yes,NA,yes,NA,github.com/BlackHershey/blink-TS
a001544,yes,NA,yes,NA,yes,NA,osf.io/jp8ew
a001545,yes,NA,yes,NA,yes,NA,journals.sagepub.com/doi/suppl/10.1177/0956797618761661
a001545,yes,NA,yes,NA,yes,NA,nces.ed.gov/ecls/dataproducts.asp
a001545,yes,NA,yes,NA,yes,NA,www.icpsr.umich.edu/icpsrweb/ICPSR/series/00233
a001547,yes,NA,yes,NA,yes,NA,osf.io/s92i4
a001548,yes,NA,yes,NA,yes,NA,doi.org/10.11922/sciencedb.642
a001551,yes,NA,yes,NA,yes,NA,osf.io/dnxfz
a001554,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/Y43XZR
a001556,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/WPVSMH
a001558,yes,NA,yes,NA,yes,NA,osf.io/4awze
a001559,yes,NA,yes,NA,yes,NA,doi.org/10.17605/osf.io/rq4fv
a001560,yes,NA,other,"No explit statement mentioning data, but contains the following (and link does contain data files): All stud-
ies were preregistered at the Open Science Framework and materials, power calculations, and hypotheses can be found at https://osf.io/nrbjz/",yes,NA,osf.io/nrbjz
a001561,yes,NA,yes,NA,yes,NA,dx.doi:10.7910/DVN/RSD5BV
a001563,yes,NA,yes,NA,yes,NA,osf.io/9uxve
a001564,yes,NA,yes,NA,yes,NA,osf.io/n9sd6
a001565,yes,NA,yes,NA,yes,NA,osf.io/kvb99
a001567,yes,NA,yes,NA,yes,NA,osf.io/6csnh
a001568,yes,NA,yes,NA,yes,NA,figshare.com/articles/The_Road_to_Bribery_and_Corruption/3849237
a001571,yes,NA,yes,NA,yes,NA,osf.io/4ef6t/?view_only=b6f868173bd14b81ad8e9bb73b71014d
a001572,yes,NA,yes,NA,yes,NA,osf.io/vq49b
a001573,yes,NA,yes,NA,yes,NA,osf.io/8g5fy
a001576,yes,NA,yes,NA,yes,NA,osf.io/vq4ak
a001577,yes,NA,yes,NA,yes,NA,github.com/martinjpratt/ZoomAntarctica
a001577,yes,NA,yes,NA,yes,NA,www.usap-dc.org/view/project/p0010035
a001578,yes,NA,yes,NA,yes,NA,osf.io/8cktf
a001579,yes,NA,yes,NA,yes,NA,osf.io/s4z32
a001582,yes,NA,yes,NA,yes,NA,osf.io/kcp9z
a001583,yes,NA,yes,NA,yes,NA,osf.io/wxc7b
a001584,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/8KNF3I
a001585,yes,NA,yes,NA,yes,NA,osf.io/3z8xa
a001586,yes,NA,yes,NA,yes,NA,osf.io/4e7hr
a001589,yes,NA,yes,NA,yes,NA,osf.io/knv6e/?view_only=00a0fed2ca434490ba087c12031239b0
a001590,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/XZFHCP
a001591,yes,NA,yes,NA,yes,NA,osf.io/5vy69/?view_only=23a8c0762ef64333b1eb605010d68934
a001593,yes,NA,yes,NA,yes,NA,osf.io/4tzv3
a001594,yes,NA,yes,NA,yes,NA,osf.io/nkgza
a001596,yes,NA,yes,NA,yes,NA,osf.io/tsyrj
a001597,yes,NA,yes,NA,yes,NA,osf.io/bjpe3
a001598,yes,NA,yes,NA,yes,NA,osf.io/yn5u8
a001599,yes,NA,yes,NA,yes,NA,doi.org/10.6078/M7CR5R8Z
a001601,yes,NA,yes,NA,yes,NA,osf.io/cjmr7/?view_only=61020c728b0845f7ac94c9d65ae9b6e3
a001602,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/PGGBB4
a001603,yes,NA,yes,NA,yes,NA,osf.io/e652h
a001604,yes,NA,yes,NA,yes,NA,data.mendeley.com/datasets/wynh7zs2rg/1
a001605,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/STOQ1Q
a001606,yes,NA,yes,NA,yes,NA,osf.io/d2ytu
a001607,yes,NA,yes,NA,yes,NA,osf.io/bx59f
a001608,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/BZ9Z2D
a001609,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/AGIMGY
a001610,yes,NA,yes,NA,yes,NA,osf.io/8cwgx
a001611,yes,NA,yes,NA,yes,NA,osf.io/bdnqr
a001613,yes,NA,yes,NA,yes,NA,osf.io/4m2bq
a001614,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MVGYWG
a001615,yes,NA,yes,NA,yes,NA,osf.io/vj9ts
a001618,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/8ZJBLI
a001619,yes,NA,yes,NA,yes,NA,osf.io/stv79
a001621,yes,NA,yes,NA,yes,NA,dx.doi.org/10.6084/m9.figshare.c.3468495.v2
a001622,yes,NA,yes,NA,yes,NA,osf.io/yiupc
a001623,yes,NA,yes,NA,yes,NA,osf.io/vjwsg
a001624,yes,NA,yes,NA,yes,NA,osf.io/xqvkb
a001627,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/QSXDUN
a001628,yes,NA,yes,NA,yes,NA,osf.io/7gy85
a001628,yes,NA,yes,NA,yes,NA,osf.io/bxj9d
a001633,yes,NA,yes,NA,yes,NA,osf.io/xz3ap
a001634,yes,NA,yes,NA,yes,NA,hrsonline.isr.umich.edu
a001634,yes,NA,yes,NA,yes,NA,midus.colectica.org
a001635,yes,NA,yes,NA,yes,NA,osf.io/psfwz
a001637,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/KYI9AR
a001639,yes,NA,yes,NA,yes,NA,osf.io/hekts
a001640,yes,NA,yes,NA,yes,NA,osf.io/t43sb
a001641,yes,NA,yes,NA,yes,NA,osf.io/2xg9u
a001642,yes,NA,yes,NA,yes,NA,osf.io/nquws/files
a001644,yes,NA,yes,NA,yes,NA,osf.io/f54qe
a001645,yes,NA,yes,NA,yes,NA,osf.io/bpwf8
a001646,yes,NA,yes,NA,yes,NA,osf.io/83v4u
a001647,yes,NA,yes,NA,yes,NA,osf.io/vhcu8
a001648,yes,NA,yes,NA,yes,NA,osf.io/2qncf
a001649,yes,NA,yes,NA,yes,NA,osf.io/5qd94
a001651,yes,NA,yes,NA,yes,NA,osf.io/mw3rb
a001653,yes,NA,yes,NA,yes,NA,osf.io/5t0b7
a001654,yes,NA,yes,NA,yes,NA,figshare.com/articles/Mapping_the_Structure_of_the_Archaeological_Web/1008911
a001655,yes,NA,yes,NA,yes,NA,osf.io/2cv4x/?view_only=d192b6df6a7b4c1ea49d19e819330f80
a001658,yes,NA,yes,NA,yes,NA,dx.doi.org/10.17605/OSF.IO/MGBVC
a001659,yes,NA,yes,NA,yes,NA,osf.io/yedsz
a001660,yes,NA,yes,NA,yes,NA,osf.io/nqas7
a001661,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/WPKTKJ
a001662,yes,NA,yes,NA,yes,NA,osf.io/qwy4b
a001663,yes,NA,yes,NA,yes,NA,osf.io/ceqth
