study_id,has_data_badge,has_data_badge_other,data_availability_statement,data_availability_statement_other,article_has_links,article_has_links_other,link_url_cleaned,link_work,link_work_noother,resolved_url_cleaned
a000766,yes,NA,yes,NA,yes,NA,osf.io/zny2m,yes,NA,osf.io/zny2m
a000767,yes,NA,yes,NA,yes,NA,osf.io/ftsrd,yes,NA,osf.io/ftsrd
a000768,yes,NA,yes,NA,yes,NA,osf.io/maf3d,yes,NA,osf.io/maf3d
a000769,yes,NA,yes,NA,other,Links are on journal web page for article not in PDF,data.mendeley.com/datasets/snkgkt9t4c/1,yes,NA,data.mendeley.com/datasets/snkgkt9t4c/1
a000770,yes,NA,yes,NA,yes,NA,doi:10.7910/DVN/TJKIWN,other,"The given does not directly lead to repository page, but lead to a Google search result page. The correct link to data reposiitory is the first result on Googel search page.",dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TJKIWN
a000771,yes,NA,yes,NA,yes,NA,osf.io/ycx49,yes,NA,osf.io/ycx49
a000772,yes,NA,yes,NA,yes,NA,osf.io/43fmu,yes,NA,osf.io/43fmu
a000773,yes,NA,no,NA,no,NA,NA,NA,NA,NA
a000775,yes,NA,yes,NA,yes,NA,osf.io/ef78n,yes,NA,osf.io/ef78n
a000776,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/9IKGYY,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/9IKGYY
a000777,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/LWED0F,other,Link provided does not work but searching on Harvard Dataverse located the data repository,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/DSDNX6
a000778,yes,NA,yes,NA,yes,NA,osf.io/fc8yt,yes,NA,osf.io/fc8yt
a000779,yes,NA,yes,NA,yes,NA,osf.io/g5fvw,yes,NA,osf.io/g5fvw
a000780,yes,NA,yes,NA,yes,NA,osf.io/zc47d,yes,NA,osf.io/zc47d
a000783,yes,NA,yes,NA,yes,NA,osf.io/gm95y,yes,NA,osf.io/gm95y
a000784,yes,NA,yes,NA,yes,NA,sro.sussex.ac.uk/id/eprint/74811,yes,NA,sro.sussex.ac.uk/id/eprint/74811
a000785,yes,NA,yes,NA,yes,NA,iris-database.org,other,"link works, but is to the generic homepage. Searching required to find actual data","iris-database.org/iris/app/home/detail?id=york:936215, https://github.com/izeh/l/blob/master/d.r"
a000787,yes,NA,yes,NA,yes,NA,osf.io/gm5j6,yes,NA,osf.io/gm5j6
a000788,yes,NA,yes,NA,yes,NA,osf.io/z4dxa,yes,NA,osf.io/z4dxa
a000789,yes,NA,yes,NA,yes,NA,osf.io/fq7mb,yes,NA,osf.io/fq7mb
a000792,yes,NA,yes,NA,yes,NA,10.5285/0ceb4f85-0bbf-49f0-ab70-cfc137ab7d4d,yes,NA,catalogue.ceh.ac.uk/documents/0ceb4f85-0bbf-49f0-ab70-cfc137ab7d4d
a000792,yes,NA,yes,NA,yes,NA,10.5285/3b90962e-6fc8-4251-853e-b9683e37f790,yes,NA,catalogue.ceh.ac.uk/documents/3b90962e-6fc8-4251-853e-b9683e37f790
a000792,yes,NA,yes,NA,yes,NA,10.5285/5f3c1a02-d5c4-4faa-9353-e8b68ce2ace2,yes,NA,catalogue.ceh.ac.uk/documents/5f3c1a02-d5c4-4faa-9353-e8b68ce2ace2
a000792,yes,NA,yes,NA,yes,NA,10.5285/e911196a-b371-47b1-968c-661eb600d83b,yes,NA,catalogue.ceh.ac.uk/documents/e911196a-b371-47b1-968c-661eb600d83b
a000792,yes,NA,yes,NA,yes,NA,10.5285/f52f012d‐9f2e‐42cc‐b628‐9cdea4fa3ba0,other,Encoding issue with hyphens/dashes when copied and pasted directly from PDF,catalogue.ceh.ac.uk/documents/f52f012d-9f2e-42cc-b628-9cdea4fa3ba0
a000792,yes,NA,yes,NA,yes,NA,10.5285/f6cac471-7d92-4e6d-be8a-9f7887143058,yes,NA,catalogue.ceh.ac.uk/documents/f6cac471-7d92-4e6d-be8a-9f7887143058
a000793,yes,NA,yes,NA,yes,NA,doi.org/10.1016/j.evolhumbehav.2018.03.007,yes,NA,www.sciencedirect.com/science/article/abs/pii/S1090513818300072?via%3Dihub
a000793,yes,NA,yes,NA,yes,NA,osf.io/egjwv,yes,NA,osf.io/egjwv
a000793,yes,NA,yes,NA,yes,NA,osf.io/n4hj6,yes,NA,osf.io/n4hj6
a000794,yes,NA,yes,NA,yes,NA,osf.io/sy6ue,yes,NA,osf.io/sy6ue
a000796,yes,NA,yes,NA,yes,NA,osf.io/pszjz,yes,NA,osf.io/pszjz
a000797,yes,NA,yes,NA,yes,NA,osf.io/hymkc,yes,NA,osf.io/hymkc
a000799,yes,NA,yes,NA,yes,NA,osf.io/6s8tc,yes,NA,osf.io/6s8tc
a000801,yes,NA,yes,NA,yes,NA,osf.io/28ejf,yes,NA,osf.io/28ejf
a000803,yes,NA,yes,NA,yes,NA,osf.io/n9xep,yes,NA,osf.io/n9xep
a000804,yes,NA,yes,NA,yes,NA,osf.io/9k3sw,yes,NA,osf.io/9k3sw
a000806,yes,NA,yes,NA,yes,NA,osf.io/48kyp,yes,NA,osf.io/48kyp
a000807,yes,NA,yes,NA,yes,NA,osf.io/x9h8b,yes,NA,osf.io/x9h8b
a000808,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/A99NUB
a000810,yes,NA,yes,NA,yes,NA,osf.io/bqzpt,yes,NA,osf.io/bqzpt
a000811,yes,NA,yes,NA,yes,NA,osf.io/u3byh,yes,NA,osf.io/u3byh
a000812,yes,NA,yes,NA,yes,NA,osf.io/7vef5,yes,NA,osf.io/7vef5
a000814,yes,NA,yes,NA,yes,NA,discover.ukdataservice.ac.uk/series/?sn=200001,yes,NA,beta.ukdataservice.ac.uk/datacatalogue/series/series?id=200001
a000814,yes,NA,yes,NA,yes,NA,discover.ukdataservice.ac.uk/series/?sn=2000032,yes,NA,beta.ukdataservice.ac.uk/datacatalogue/series/series?id=2000032
a000816,yes,NA,yes,NA,yes,NA,osf.io/yg82m,yes,NA,osf.io/yg82m
a000817,yes,NA,yes,NA,yes,NA,osf.io/z9ikh,yes,NA,osf.io/z9ikh
a000818,yes,NA,yes,NA,yes,NA,osf.io/pnr8s/?view_only=75ef6bf7b5244202a504b9150061157f,yes,NA,osf.io/pnr8s/?view_only=75ef6bf7b5244202a504b9150061157f
a000822,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/MTQEE1,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MTQEE1
a000823,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ETM4LW,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ETM4LW
a000824,yes,NA,yes,NA,yes,NA,osf.io/pz4he,yes,NA,osf.io/pz4he
a000826,yes,NA,yes,NA,yes,NA,osf.io/dc5t8,yes,NA,osf.io/dc5t8
a000827,yes,NA,yes,NA,yes,NA,osf.io/w24dm,yes,NA,osf.io/w24dm
a000828,yes,NA,yes,NA,yes,NA,osf.io/sgqsx,yes,NA,osf.io/sgqsx
a000829,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/SNLKUE,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/SNLKUE
a000831,yes,NA,yes,NA,no,NA,NA,NA,NA,NA
a000832,yes,NA,yes,NA,yes,NA,osf.io/md9fk,yes,NA,osf.io/md9fk
a000833,yes,NA,yes,NA,yes,NA,osf.io/rmnk2,yes,NA,osf.io/rmnk2
a000834,yes,NA,yes,NA,yes,NA,osf.io/anpbm,yes,NA,osf.io/anpbm
a000837,yes,NA,yes,NA,yes,NA,osf.io/xm8dh,yes,NA,osf.io/xm8dh
a000840,yes,NA,yes,NA,yes,NA,osf.io/jqkg7/#,yes,NA,osf.io/jqkg7
a000842,yes,NA,yes,NA,yes,NA,osf.io/crsiz,yes,NA,osf.io/crsiz
a000844,yes,NA,yes,NA,yes,NA,osf.io/3r96f,yes,NA,osf.io/3r96f
a000845,yes,NA,yes,NA,yes,NA,iris-database.org,other,"link works, but is to the generic homepage. Searching required to find actual data",iris-database.org/iris/app/home/detail?id=york:935657
a000846,yes,NA,yes,NA,yes,NA,osf.io/nfqb9,yes,NA,osf.io/nfqb9
a000848,yes,NA,no,NA,yes,NA,doi.org/10.3886/E109001V5,yes,NA,www.openicpsr.org/openicpsr/project/109001/version/V5/view
a000849,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/NQOWDE,other,"Link leads to https://ezid.cdlib.org/ with a ""No such identifier."" message - searching Harvard Dataverse locates the correct data repo",dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/KL7J6Z
a000850,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/RYNSDG,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RYNSDG
a000851,yes,NA,yes,NA,yes,NA,iris-database.org/iris/app/home/detail?id=york:936220&amp;ref=search,yes,NA,www.iris-database.org/iris/app/home/detail?id=york:936220&amp;ref=search
a000853,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/3DMNPE,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/3DMNPE
a000856,yes,NA,yes,NA,yes,NA,osf.io/fdhru,yes,NA,osf.io/fdhru
a000857,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/CPVIOF,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/CPVIOF
a000858,yes,NA,yes,NA,yes,NA,osf.io/g8xyt,yes,NA,osf.io/g8xyt
a000860,yes,NA,yes,NA,yes,NA,osf.io/trwb4,yes,NA,osf.io/trwb4
a000861,yes,NA,yes,NA,yes,NA,osf.io/qh896,yes,NA,osf.io/qh896
a000862,yes,NA,yes,NA,yes,NA,osf.io/x5stj,yes,NA,osf.io/x5stj
a000863,yes,NA,yes,NA,yes,NA,osf.io/v4qys,yes,NA,osf.io/v4qys
a000864,yes,NA,yes,NA,yes,NA,osf.io/m6vkg,yes,NA,osf.io/m6vkg
a000865,yes,NA,yes,NA,yes,NA,osf.io/h7k9p/?view_only=2b0f6b3dbce2430fb41b2b85b27daf75,yes,NA,osf.io/h7k9p/?view_only=2b0f6b3dbce2430fb41b2b85b27daf75
a000867,yes,NA,yes,NA,yes,NA,osf.io/dw5fm,yes,NA,osf.io/dw5fm
a000872,yes,NA,yes,NA,yes,NA,osf.io/965xu,yes,NA,osf.io/965xu
a000872,yes,NA,yes,NA,yes,NA,osf.io/mrq5g,yes,NA,osf.io/mrq5g
a000872,yes,NA,yes,NA,yes,NA,osf.io/q8zx3,yes,NA,osf.io/q8zx3
a000873,yes,NA,yes,NA,yes,NA,osf.io/hjt65,yes,NA,osf.io/hjt65
a000875,yes,NA,yes,NA,yes,NA,osf.io/yub2m,yes,NA,osf.io/yub2m
a000876,yes,NA,yes,NA,yes,NA,osf.io/uane6,yes,NA,osf.io/uane6
a000878,yes,NA,yes,NA,yes,NA,osf.io/uqmh4,yes,NA,osf.io/uqmh4
a000879,yes,NA,yes,NA,yes,NA,osf.io/chpfn,yes,NA,osf.io/chpfn
a000880,yes,NA,yes,NA,yes,NA,pisa2006.acer.edu.au/downloads.php,no,Site can' be reached,NA
a000882,yes,NA,yes,NA,yes,NA,osf.io/nyq9j,yes,NA,osf.io/nyq9j
a000883,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/MPQQC0,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MPQQC0
a000885,yes,NA,yes,NA,yes,NA,osf.io/w59au,yes,NA,osf.io/w59au
a000886,yes,NA,yes,NA,yes,NA,doi.org/10.5281/zenodo.2591593,yes,NA,zenodo.org/record/2591594
a000887,yes,NA,yes,NA,yes,NA,osf.io/3xgtk,yes,NA,osf.io/3xgtk
a000891,yes,NA,yes,NA,yes,NA,osf.io/e2a6h,yes,NA,osf.io/e2a6h
a000892,yes,NA,yes,NA,yes,NA,dx.doi.org/10.17605/OSF.IO/JTZU8,yes,NA,osf.io/jtzu8
a000893,yes,NA,yes,NA,yes,NA,osf.io/9djq5,yes,NA,osf.io/9djq5
a000897,yes,NA,yes,NA,yes,NA,osf.io/khdvj,yes,NA,osf.io/khdvj
a000898,yes,NA,yes,NA,yes,NA,dx.doi.org/10.5284/1027216,yes,NA,archaeologydataservice.ac.uk/archives/view/austarch_na_2014
a000899,yes,NA,yes,NA,yes,NA,osf.io/h2xpu,yes,NA,osf.io/h2xpu
a000900,yes,NA,yes,NA,yes,NA,osf.io/e2yza,yes,NA,osf.io/e2yza
a000901,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/GZA3GY,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GZA3GY
a000902,yes,NA,yes,NA,yes,NA,osf.io/xq28a,yes,NA,osf.io/xq28a
a000904,yes,NA,yes,NA,yes,NA,dataverse.nl/dvn/dv/chemosignaling,yes,NA,dataverse.nl/dataverse/chemosignaling
a000905,yes,NA,yes,NA,yes,NA,osf.io/pfuyq,yes,NA,osf.io/pfuyq
a000906,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/NS3NMH,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/NS3NMH
a000909,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/UQAIZI,other,the encoding of the hyperlink in the pdf is garbled (line break) but it is still unambiguous what the url to data is,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/UQAIZI
a000910,yes,NA,yes,NA,yes,NA,data.mendeley.com/datasets/xyx2x7hhtm/1,yes,NA,data.mendeley.com/datasets/xyx2x7hhtm/1
a000911,yes,NA,yes,NA,yes,NA,osf.io/kxdm9,yes,NA,osf.io/kxdm9
a000912,yes,NA,yes,NA,yes,NA,osf.io/csfmd,yes,NA,osf.io/csfmd
a000914,yes,NA,yes,NA,yes,NA,github.com/dyurovsky/noisy-kids,yes,NA,github.com/dyurovsky/noisy-kids
a000914,yes,NA,yes,NA,yes,NA,osf.io/96cx7,yes,NA,osf.io/96cx7
a000915,yes,NA,yes,NA,yes,NA,osf.io/a9fmd,yes,NA,osf.io/a9fmd
a000916,yes,NA,yes,NA,yes,NA,osf.io/jkktw,yes,NA,osf.io/jkktw
a000918,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/ACYZIC,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/ACYZIC
a000919,yes,NA,yes,NA,yes,NA,osf.io/usgz3,yes,NA,osf.io/usgz3
a000920,yes,NA,yes,NA,yes,NA,osf.io/zpjbg,other,the initial link lead to a page with a notice that the original repo had been retracted and replaced with a corrected version (to remove sensitive information). resolved_url has the destination of the second url with the corrected url (https://osf.io/q82nf/).,osf.io/q82nf
a000923,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/MYDZNF,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/MYDZNF
a000924,yes,NA,yes,NA,yes,NA,osf.io/j8zge,yes,NA,osf.io/j8zge
a000925,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/TJ1ZXX,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/TJ1ZXX
a000926,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/J2FA5R,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/J2FA5R
a000929,yes,NA,yes,NA,yes,NA,osf.io/nxrsj,yes,NA,osf.io/nxrsj
a000930,yes,NA,yes,NA,yes,NA,osf.io/ujpyn,yes,NA,osf.io/ujpyn
a000931,yes,NA,yes,NA,yes,NA,osf.io/9bsa7,yes,NA,osf.io/9bsa7
a000932,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataverse/laughterperception,yes,NA,dataverse.harvard.edu/dataverse/laughterperception
a000933,yes,NA,yes,NA,yes,NA,doi.org/10.5683/SP/OQDRJG,yes,NA,dataverse.scholarsportal.info/dataset.xhtml?persistentId=doi:10.5683/SP/OQDRJG
a000934,yes,NA,yes,NA,yes,NA,osf.io/j479p,yes,NA,osf.io/j479p
a000935,yes,NA,yes,NA,yes,NA,osf.io/pg9ca,yes,NA,accounts.osf.io/login?service=https://osf.io/pg9ca
a000936,yes,NA,yes,NA,yes,NA,osf.io/7rajd,yes,NA,osf.io/7rajd
a000937,yes,NA,yes,NA,yes,NA,osf.io/7p896,yes,NA,osf.io/7p896
a000938,yes,NA,yes,NA,yes,NA,osf.io/u8h5e,yes,NA,osf.io/u8h5e
a000939,yes,NA,yes,NA,yes,NA,osf.io/gdyu4,yes,NA,osf.io/gdyu4
a000940,yes,NA,yes,NA,yes,NA,osf.io/ea99d,yes,NA,osf.io/ea99d
a000941,yes,NA,yes,NA,yes,NA,osf.io/abq5f,yes,NA,osf.io/abq5f
a000942,yes,NA,yes,NA,yes,NA,zenodo.org/record/3260451?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDY5Njc5OSwiaWF0IjoxNTYyMDYwOTk2fQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNDUxfSwiaWQiOjMzMzUsInJuZCI6ImFjZGU4N2JiIn0.QMXB0Y2gQu583IAgnmt_UrOn97TQUDWASIlMdMMAYZLyOxXPn1CSvdZnRan08LFfDqEfDtjFzk9IOSogj,yes,NA,zenodo.org/record/3260451?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDY5Njc5OSwiaWF0IjoxNTYyMDYwOTk2fQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNDUxfSwiaWQiOjMzMzUsInJuZCI6ImFjZGU4N2JiIn0.QMXB0Y2gQu583IAgnmt_UrOn97TQUDWASIlMdMMAYZLyOxXPn1CSvdZnRan08LFfDqEfDtjFzk9IOSogj
a000942,yes,NA,yes,NA,yes,NA,zenodo.org/record/3260668?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1NDA0fQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNjY4fSwiaWQiOjMzNDIsInJuZCI6IjNjMTFlZWQwIn0.EXvZRFcHpIiYua7_zS5hIvmOKAYvqyAK4TWZa72nJ1l6WVAajRvLjcZchcCQ1A6qbm2PBmVJyeB5lni7k,yes,NA,zenodo.org/record/3260668?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1NDA0fQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNjY4fSwiaWQiOjMzNDIsInJuZCI6IjNjMTFlZWQwIn0.EXvZRFcHpIiYua7_zS5hIvmOKAYvqyAK4TWZa72nJ1l6WVAajRvLjcZchcCQ1A6qbm2PBmVJyeB5lni7k
a000942,yes,NA,yes,NA,yes,NA,zenodo.org/record/3260735?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTAyfQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNzM1fSwiaWQiOjMzNDQsInJuZCI6ImM5YzM0NTE0In0.TkJoCSOtJPo9E0vHV_EKnlYtBplQPtWlMM6yVjLKTNOsIRZP_uqWBHlpwsEKtQ3VtRbDkKnQ79o1ZgnM_,yes,NA,zenodo.org/record/3260735?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTAyfQ.eyJkYXRhIjp7InJlY2lkIjozMjYwNzM1fSwiaWQiOjMzNDQsInJuZCI6ImM5YzM0NTE0In0.TkJoCSOtJPo9E0vHV_EKnlYtBplQPtWlMM6yVjLKTNOsIRZP_uqWBHlpwsEKtQ3VtRbDkKnQ79o1ZgnM_
a000942,yes,NA,yes,NA,yes,NA,zenodo.org/record/3264892?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTE2fQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODkyfSwiaWQiOjMzNDUsInJuZCI6ImY1Mjg0MTg5In0.JgAatYQMFqETsYekePqDIE_dUDhj5h63EZ8idy0iYgaSl5RcCerHtK3LKSzH660NMI1qXFPpF5A2khkgV,yes,NA,zenodo.org/record/3264892?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1OTE2fQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODkyfSwiaWQiOjMzNDUsInJuZCI6ImY1Mjg0MTg5In0.JgAatYQMFqETsYekePqDIE_dUDhj5h63EZ8idy0iYgaSl5RcCerHtK3LKSzH660NMI1qXFPpF5A2khkgV
a000942,yes,NA,yes,NA,yes,NA,zenodo.org/record/3264896?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1ODkxfQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODk2fSwiaWQiOjMzNDMsInJuZCI6IjM3ZTFmNWNiIn0.DjqnMLpuJ-rhm7f0jUguzOjrxGXOD2uOwY3BtcBPmBbgqCwT8Xx13wt1vvbcMd4ozYQO5Y7HKuoNwAJqp,yes,NA,zenodo.org/record/3264896?token=eyJhbGciOiJIUzUxMiIsImV4cCI6MTU2NDc4MzE5OSwiaWF0IjoxNTYyMTQ1ODkxfQ.eyJkYXRhIjp7InJlY2lkIjozMjY0ODk2fSwiaWQiOjMzNDMsInJuZCI6IjM3ZTFmNWNiIn0.DjqnMLpuJ-rhm7f0jUguzOjrxGXOD2uOwY3BtcBPmBbgqCwT8Xx13wt1vvbcMd4ozYQO5Y7HKuoNwAJqp
a000943,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/R3GZZW,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/R3GZZW
a000944,yes,NA,yes,NA,yes,NA,osf.io/hp2wx,yes,NA,osf.io/hp2wx
a000945,yes,NA,yes,NA,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GGDUND,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/GGDUND
a000946,yes,NA,yes,NA,yes,NA,osf.io/hd6fw,yes,NA,osf.io/hd6fw
a000947,yes,NA,yes,NA,yes,NA,osf.io/4492y,yes,NA,osf.io/4492y
a000948,yes,NA,yes,NA,yes,NA,osf.io/677jr,other,"Link leads to a list of different OSF projects for the first author, need to select the relevant OSF project for the article",osf.io/37g64
a000949,yes,NA,yes,NA,yes,NA,osf.io/r6idy,yes,NA,osf.io/r6idy
a000950,yes,NA,yes,NA,yes,NA,osf.io/32tsq,yes,NA,osf.io/32tsq
a000951,yes,NA,yes,NA,yes,NA,dx.doi.org/10.5284/1034389,yes,NA,archaeologydataservice.ac.uk/archives/view/cottamb_2015
a000952,yes,NA,no,NA,yes,NA,doi.org/10.1016/j.jrp.2018.04.007,yes,NA,www.sciencedirect.com/science/article/abs/pii/S0092656618300394?via%3Dihub
a000954,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/2VF2J0,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/2VF2J0
a000955,yes,NA,yes,NA,yes,NA,www.icpsr.umich.edu/icpsrweb/ICPSR/series/203/studies?archive=ICPSR&sortBy=7,yes,NA,www.icpsr.umich.edu/web/ICPSR/series/203/studies?archive=ICPSR&sortBy=7
a000957,yes,NA,yes,NA,yes,NA,osf.io/3wz2j,other,"there is a typo in the document, https://osf.io/3wz2j/ works and leads to the correct repository page",osf.io/3wz2j
a000958,yes,NA,yes,NA,yes,NA,doi.org/10.7910/DVN/XKC4R4,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XKC4R4
a000959,yes,NA,yes,NA,yes,NA,doi.org/10.5281/zenodo.1184869,yes,NA,zenodo.org/record/1184869
a000960,yes,NA,yes,NA,yes,NA,osf.io/f2n7c,yes,NA,osf.io/f2n7c
a000961,yes,NA,other,"The link to data is part of the ""Acknowledgments"" section, at the very end - but the link is directly above where the badges have been placed, so the link is adjacent to the badges without being an explicit, separate data availability statement.",yes,NA,osf.io/zwrxc,yes,NA,osf.io/zwrxc
a000962,yes,NA,yes,NA,yes,NA,osf.io/qch87,yes,NA,osf.io/qch87
a000963,yes,NA,yes,NA,yes,NA,osf.io/wnu9f,yes,NA,osf.io/wnu9f
a000964,yes,NA,yes,NA,yes,NA,osf.io/s5pv8,yes,NA,osf.io/s5pv8
a000965,yes,NA,yes,NA,yes,NA,osf.io/b45ne,yes,NA,osf.io/b45ne
a000965,yes,NA,yes,NA,yes,NA,osf.io/b6n8t,yes,NA,osf.io/b6n8t
a000965,yes,NA,yes,NA,yes,NA,osf.io/et9zk,yes,NA,osf.io/et9zk
a000965,yes,NA,yes,NA,yes,NA,osf.io/fs67k,yes,NA,osf.io/fs67k
a000965,yes,NA,yes,NA,yes,NA,osf.io/wfh5j,yes,NA,osf.io/wfh5j
a000965,yes,NA,yes,NA,yes,NA,osf.io/z6ts7,yes,NA,osf.io/z6ts7
a000966,yes,NA,yes,NA,yes,NA,osf.io/hr7vx,yes,NA,osf.io/hr7vx
a000967,yes,NA,yes,NA,yes,NA,doi.org/10.17605/OSF.IO/3R2QY,yes,NA,osf.io/3r2qy
a000968,yes,NA,yes,NA,yes,NA,osf.io/gsxr6,yes,NA,osf.io/gsxr6
a000969,yes,NA,yes,NA,yes,NA,osf.io/fyrq8,yes,NA,osf.io/fyrq8
a000970,yes,NA,yes,NA,yes,NA,osf.io/zgq7m,yes,NA,osf.io/zgq7m
a000971,yes,NA,yes,NA,yes,NA,osf.io/9dbsa,yes,NA,osf.io/9dbsa
a000971,yes,NA,yes,NA,yes,NA,osf.io/nkfjy,yes,NA,osf.io/nkfjy
a000973,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/F9ICHH,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/F9ICHH
a000973,yes,NA,yes,NA,yes,NA,github.com/SMAPPNYU/echo_chambers,yes,NA,github.com/SMAPPNYU/echo_chambers
a000974,yes,NA,yes,NA,yes,NA,osf.io/xscvw,yes,NA,osf.io/xscvw
a000976,yes,NA,yes,NA,yes,NA,osf.io/3jhr7,yes,NA,osf.io/3jhr7
a000977,yes,NA,yes,NA,yes,NA,osf.io/45mxw,yes,NA,osf.io/45mxw
a000979,yes,NA,yes,NA,yes,NA,osf.io/aj2fx,yes,NA,osf.io/aj2fx
a000980,yes,NA,no,NA,no,NA,NA,NA,NA,NA
a000981,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/WOI8EU,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/WOI8EU
a000982,yes,NA,yes,NA,yes,NA,dx.doi.org/10.7910/DVN/LZGQOH,yes,NA,dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/LZGQOH
a000983,yes,NA,no,NA,yes,NA,osf.io/5kpbj,yes,NA,osf.io/5kpbj
a000984,yes,NA,yes,NA,yes,NA,osf.io/b247s,yes,NA,osf.io/b247s
a000986,yes,NA,yes,NA,yes,NA,osf.io/t26xq,yes,NA,osf.io/t26xq
